"departamento","municipio","codigo_dane","armas_medios","fecha_hecho","genero","grupo_etario","cantidad","delito"
"VALLE","Cartago","76147000","NO REPORTADO","10/02/2010","FEMENINO","ADULTOS","1","ARTÍCULO 207. ACCESO CARNAL O ACTO SEXUAL EN PERSONA PUESTA EN INCAPACIDAD DE RESISTIR"
"SANTANDER","Girón","68307000","NO REPORTADO","15/02/2010","FEMENINO","ADULTOS","1","ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS"
"CALDAS","Manzanares","17433000","NO REPORTADO","25/02/2010","FEMENINO","ADULTOS","1","ARTÍCULO 211. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS AGRAVACIÓN)"
"SUCRE","San Marcos","70708000","NO REPORTADO","03/01/2010","FEMENINO","ADOLESCENTES","1","ARTÍCULO 205. ACCESO CARNAL VIOLENTO"
"CHOCÓ","Quibdó (CT)","27001000","NO REPORTADO","25/01/2010","FEMENINO","ADULTOS","1","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS"
"ATLÁNTICO","Barranquilla (CT)","08001000","NO REPORTADO","17/02/2010","FEMENINO","ADULTOS","1","ARTÍCULO 211. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS AGRAVACIÓN)"
"BOYACÁ","Duitama","15238000","NO REPORTADO","09/01/2010","FEMENINO","ADULTOS","1","ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR"
"TOLIMA","Ibagué (CT)","73001000","NO REPORTADO","22/03/2010","FEMENINO","ADULTOS","1","ARTÍCULO 205. ACCESO CARNAL VIOLENTO"
"BOLÍVAR","Cartagena (CT)","13001000","NO REPORTADO","17/02/2010","MASCULINO","ADULTOS","1","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS"
"BOLÍVAR","Cartagena (CT)","13001000","NO REPORTADO","08/02/2010","MASCULINO","ADULTOS","1","ARTÍCULO 205. ACCESO CARNAL VIOLENTO"
"META","Villavicencio (CT)","50001000","NO REPORTADO","06/03/2010","FEMENINO","ADULTOS","1","ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR"
"VALLE","Guadalajara de Buga","76111000","NO REPORTADO","22/03/2010","FEMENINO","MENORES","1","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS"
"PUTUMAYO","Mocoa (CT)","86001000","NO REPORTADO","15/03/2010","FEMENINO","ADULTOS","1","ARTÍCULO 206. ACTO SEXUAL VIOLENTO"
"VALLE","Alcalá","76020000","NO REPORTADO","01/03/2010","FEMENINO","ADULTOS","1","ARTÍCULO 207. ACCESO CARNAL O ACTO SEXUAL EN PERSONA PUESTA EN INCAPACIDAD DE RESISTIR"
"HUILA","Neiva (CT)","41001000","NO REPORTADO","21/03/2010","FEMENINO","ADOLESCENTES","1","ARTÍCULO 213. INDUCCIÓN A LA PROSTITUCIÓN"
"ATLÁNTICO","Barranquilla (CT)","08001000","NO REPORTADO","30/03/2010","FEMENINO","ADULTOS","1","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS"
"BOYACÁ","Sogamoso","15759000","NO REPORTADO","18/03/2010","FEMENINO","ADULTOS","1","ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR"
"CÓRDOBA","Montería (CT)","23001000","NO REPORTADO","17/03/2010","FEMENINO","ADOLESCENTES","1","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS"
"ATLÁNTICO","Barranquilla (CT)","08001000","NO REPORTADO","11/03/2010","FEMENINO","MENORES","1","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS"
"SANTANDER","Charalá","68167000","NO REPORTADO","29/01/2010","FEMENINO","MENORES","1","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS"
"SANTANDER","Charalá","68167000","NO REPORTADO","29/01/2010","FEMENINO","MENORES","1","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS"
"SANTANDER","Charalá","68167000","NO REPORTADO","12/02/2010","MASCULINO","ADULTOS","1","ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR"
"SANTANDER","Socorro","68755000","NO REPORTADO","16/03/2010","MASCULINO","ADULTOS","1","ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR"
"CUNDINAMARCA","Silvania","25743005","NO REPORTADO","29/03/2010","MASCULINO","ADOLESCENTES","1","ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR"
"CAQUETÁ","El Paujil","18256000","NO REPORTADO","10/01/2010","FEMENINO","ADOLESCENTES","1","ARTÍCULO 213. INDUCCIÓN A LA PROSTITUCIÓN"
"VALLE","Dagua","76233000","NO REPORTADO","14/03/2010","FEMENINO","ADULTOS","1","ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR"
"VALLE","El Águila","76243000","NO REPORTADO","17/01/2010","FEMENINO","MENORES","1","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS"
"ANTIOQUIA","Chigorodó","05172000","NO REPORTADO","18/01/2010","FEMENINO","ADULTOS","1","ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR"
"ATLÁNTICO","Barranquilla (CT)","08001000","NO REPORTADO","03/02/2010","MASCULINO","ADULTOS","1","ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR"
"TOLIMA","Ortega","73504000","NO REPORTADO","09/02/2010","FEMENINO","MENORES","1","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS"
"CUNDINAMARCA","Facatativá","25269003","NO REPORTADO","07/02/2010","FEMENINO","ADOLESCENTES","1","ARTÍCULO 211. ACTOS SEXUALES CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS DE AGRAVACIÓN)"
"ANTIOQUIA","Medellín (CT)","05001000","NO REPORTADO","26/01/2010","FEMENINO","ADOLESCENTES","1","ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR"
"GUAJIRA","Manaure","44560000","NO REPORTADO","07/01/2010","FEMENINO","ADULTOS","1","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS"
"SANTANDER","California","68132000","NO REPORTADO","05/02/2010","FEMENINO","ADULTOS","1","ARTÍCULO 206. ACTO SEXUAL VIOLENTO"
"ATLÁNTICO","Soledad","08758000","NO REPORTADO","01/01/2010","FEMENINO","ADULTOS","1","ARTÍCULO 211. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR (CIRCUNSTANCIAS AGRAVACIÓN"
"BOLÍVAR","Cartagena (CT)","13001000","NO REPORTADO","22/02/2010","FEMENINO","MENORES","1","ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS"
"ANTIOQUIA","Amalfi","05031000","NO REPORTADO","25/02/2010","MASCULINO","ADULTOS","1","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS"
"SUCRE","Sincelejo (CT)","70001000","NO REPORTADO","30/01/2010","FEMENINO","ADULTOS","1","ARTÍCULO 210 A. ACOSO SEXUAL"
"RISARALDA","Pereira (CT)","66001000","NO REPORTADO","26/02/2010","FEMENINO","ADULTOS","1","ARTÍCULO 211. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS AGRAVACIÓN)"
"CESAR","El Copey","20238000","NO REPORTADO","27/02/2010","FEMENINO","MENORES","1","ARTÍCULO 211. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS AGRAVACIÓN)"
"HUILA","Neiva (CT)","41001000","NO REPORTADO","07/03/2010","FEMENINO","ADOLESCENTES","1","ARTÍCULO 207. ACCESO CARNAL O ACTO SEXUAL EN PERSONA PUESTA EN INCAPACIDAD DE RESISTIR"
"ANTIOQUIA","Medellín (CT)","05001000","NO REPORTADO","01/02/2010","FEMENINO","ADULTOS","1","ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR"
"PUTUMAYO","Mocoa (CT)","86001000","NO REPORTADO","25/01/2010","FEMENINO","ADULTOS","1","ARTÍCULO 210 A. ACOSO SEXUAL"
"PUTUMAYO","Villagarzón","86885000","NO REPORTADO","26/01/2010","FEMENINO","ADULTOS","1","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS"
"SANTANDER","Cimitarra","68190000","NO REPORTADO","28/02/2010","FEMENINO","ADOLESCENTES","1","ARTÍCULO 217. ESTÍMULO A LA PROSTITUCIÓN DE MENORES"
"SANTANDER","Cimitarra","68190000","NO REPORTADO","28/02/2010","FEMENINO","ADOLESCENTES","1","ARTÍCULO 217. ESTÍMULO A LA PROSTITUCIÓN DE MENORES"
"ANTIOQUIA","Apartadó","05045000","NO REPORTADO","05/01/2010","MASCULINO","ADULTOS","1","ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS"
"VALLE","Palmira","76520000","NO REPORTADO","10/02/2010","FEMENINO","ADULTOS","1","ARTÍCULO 207. ACCESO CARNAL O ACTO SEXUAL EN PERSONA PUESTA EN INCAPACIDAD DE RESISTIR"
"BOLÍVAR","El Carmen de Bolívar","13244000","NO REPORTADO","21/02/2010","FEMENINO","ADULTOS","1","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS"
"ARAUCA","Arauca (CT)","81001000","NO REPORTADO","13/01/2010","FEMENINO","ADULTOS","1","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS"
"VALLE","Cali (CT)","76001000","NO REPORTADO","07/03/2010","MASCULINO","ADULTOS","1","ARTÍCULO 211. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS AGRAVACIÓN)"
"PUTUMAYO","Mocoa (CT)","86001000","NO REPORTADO","04/03/2010","FEMENINO","ADOLESCENTES","1","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS"
"SANTANDER","Bucaramanga (CT)","68001000","NO REPORTADO","23/01/2010","FEMENINO","MENORES","1","ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS"
"BOGOTA","Bogotá D.C. (CT)","11001000","NO REPORTADO","16/02/2010","FEMENINO","MENORES","1","ARTÍCULO 210 A. ACOSO SEXUAL"
"ANTIOQUIA","Bello","05088000","NO REPORTADO","22/02/2010","FEMENINO","ADULTOS","1","ARTÍCULO 205. ACCESO CARNAL VIOLENTO"
"CESAR","Valledupar (CT)","20001000","NO REPORTADO","05/03/2010","FEMENINO","ADULTOS","1","ARTÍCULO 206. ACTO SEXUAL VIOLENTO"
"NORTE DE SANTANDER","Pamplona","54518000","NO REPORTADO","07/01/2010","MASCULINO","ADULTOS","1","ARTÍCULO 211. ACCESO CARNAL O ACTO SEXUAL EN PERSONA PUESTA EN INCAPACIDAD DE RESISTIR  (CIRCUNSTANC"
"BOYACÁ","Puerto Boyacá","15572007","NO REPORTADO","07/01/2010","FEMENINO","ADULTOS","1","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS"
"BOYACÁ","Puerto Boyacá","15572000","NO REPORTADO","06/01/2010","FEMENINO","ADULTOS","1","ARTÍCULO 213. INDUCCIÓN A LA PROSTITUCIÓN"
"SUCRE","Sincelejo (CT)","70001000","NO REPORTADO","01/03/2010","FEMENINO","ADULTOS","1","ARTÍCULO 206. ACTO SEXUAL VIOLENTO"
"NARIÑO","El Charco","52250000","NO REPORTADO","13/03/2010","FEMENINO","ADULTOS","1","ARTÍCULO 206. ACTO SEXUAL VIOLENTO"
"VICHADA","Puerto Carreño (CT)","99001000","NO REPORTADO","10/03/2010","MASCULINO","ADULTOS","1","ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR"
"VALLE","Cali (CT)","76001000","NO REPORTADO","20/01/2010","FEMENINO","ADULTOS","1","ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS"
"VALLE","Guadalajara de Buga","76111000","NO REPORTADO","14/02/2010","FEMENINO","ADULTOS","1","ARTÍCULO 205. ACCESO CARNAL VIOLENTO"
"ARAUCA","Arauca (CT)","81001000","NO REPORTADO","21/03/2010","FEMENINO","MENORES","1","ARTÍCULO 211. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS AGRAVACIÓN)"
"VALLE","El Águila","76243000","NO REPORTADO","26/02/2010","FEMENINO","ADULTOS","1","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS"
"SANTANDER","Bucaramanga (CT)","68001000","NO REPORTADO","22/03/2010","MASCULINO","ADOLESCENTES","1","ARTÍCULO 206. ACTO SEXUAL VIOLENTO"
"SANTANDER","Girón","68307000","NO REPORTADO","20/03/2010","FEMENINO","MENORES","1","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS"
"TOLIMA","Ibagué (CT)","73001000","NO REPORTADO","20/03/2010","FEMENINO","MENORES","1","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS"
"ATLÁNTICO","Barranquilla (CT)","08001000","NO REPORTADO","16/03/2010","FEMENINO","ADULTOS","1","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS"
"GUAJIRA","Riohacha (CT)","44001000","NO REPORTADO","20/02/2010","FEMENINO","ADULTOS","1","ARTÍCULO 213. INDUCCIÓN A LA PROSTITUCIÓN"
"ANTIOQUIA","Santafé de Antioquia","05042000","NO REPORTADO","20/03/2010","FEMENINO","ADOLESCENTES","1","ARTÍCULO 205. ACCESO CARNAL VIOLENTO"
"SANTANDER","Girón","68307000","NO REPORTADO","10/03/2010","FEMENINO","ADULTOS","1","ARTÍCULO 207. ACCESO CARNAL O ACTO SEXUAL EN PERSONA PUESTA EN INCAPACIDAD DE RESISTIR"
"TOLIMA","Ibagué (CT)","73001000","NO REPORTADO","11/02/2010","FEMENINO","ADOLESCENTES","1","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS"
"CAQUETÁ","Florencia (CT)","18001000","NO REPORTADO","17/02/2010","FEMENINO","ADOLESCENTES","1","ARTÍCULO 206. ACTO SEXUAL VIOLENTO"
"BOLÍVAR","Magangué","13430000","NO REPORTADO","01/01/2010","MASCULINO","ADULTOS","1","ARTÍCULO 205. ACCESO CARNAL VIOLENTO"
"SANTANDER","Ocamonte","68498000","NO REPORTADO","29/01/2010","FEMENINO","MENORES","1","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS"
"META","Acacías","50006000","NO REPORTADO","09/02/2010","FEMENINO","ADULTOS","1","ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR"
"MAGDALENA","El Banco","47245000","NO REPORTADO","24/01/2010","FEMENINO","ADULTOS","1","ARTÍCULO 207. ACCESO CARNAL O ACTO SEXUAL EN PERSONA PUESTA EN INCAPACIDAD DE RESISTIR"
"VALLE","Cali (CT)","76001000","NO REPORTADO","21/02/2010","FEMENINO","MENORES","1","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS"
"ANTIOQUIA","Apartadó","05045000","NO REPORTADO","01/03/2010","FEMENINO","ADOLESCENTES","1","ARTÍCULO 210 A. ACOSO SEXUAL"
"VALLE","Palmira","76520000","NO REPORTADO","07/03/2010","FEMENINO","ADOLESCENTES","1","ARTÍCULO 207. ACCESO CARNAL O ACTO SEXUAL EN PERSONA PUESTA EN INCAPACIDAD DE RESISTIR"
"CUNDINAMARCA","Madrid","25430000","NO REPORTADO","23/03/2010","FEMENINO","ADOLESCENTES","1","ARTÍCULO 206. ACTO SEXUAL VIOLENTO"
"ATLÁNTICO","Sabanagrande","08634000","NO REPORTADO","02/01/2010","MASCULINO","ADULTOS","1","ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR"
"ANTIOQUIA","Remedios","05604000","NO REPORTADO","22/01/2010","FEMENINO","ADULTOS","1","ARTÍCULO 206. ACTO SEXUAL VIOLENTO"
"MAGDALENA","Santa Marta (CT)","47001000","NO REPORTADO","27/01/2010","FEMENINO","ADULTOS","1","ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR"
"BOGOTA","Bogotá D.C. (CT)","11001000","NO REPORTADO","03/02/2010","FEMENINO","ADULTOS","1","ARTÍCULO 211. ACTO SEXUAL VIOLENTO (CIRCUNSTANCIAS DE AGRAVACIÓN)"
"SUCRE","Sincelejo (CT)","70001000","NO REPORTADO","12/01/2010","FEMENINO","MENORES","1","ARTÍCULO 211. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS AGRAVACIÓN)"
"HUILA","Isnos","41359000","NO REPORTADO","31/01/2010","FEMENINO","ADULTOS","1","ARTÍCULO 213. INDUCCIÓN A LA PROSTITUCIÓN"
"SANTANDER","Bucaramanga (CT)","68001000","NO REPORTADO","20/01/2010","FEMENINO","ADULTOS","1","ARTÍCULO 211. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS AGRAVACIÓN)"
"PUTUMAYO","Puerto Asís","86568000","NO REPORTADO","27/02/2010","FEMENINO","ADOLESCENTES","1","ARTÍCULO 213. INDUCCIÓN A LA PROSTITUCIÓN"
"BOGOTA","Bogotá D.C. (CT)","11001000","NO REPORTADO","05/01/2010","FEMENINO","ADULTOS","1","ARTÍCULO 211. ACTOS SEXUALES CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS DE AGRAVACIÓN)"
"CAQUETÁ","San Vicente del Caguán","18753000","NO REPORTADO","28/01/2010","FEMENINO","ADOLESCENTES","1","ARTÍCULO 213. INDUCCIÓN A LA PROSTITUCIÓN"
"CAQUETÁ","San Vicente del Caguán","18753000","NO REPORTADO","28/01/2010","FEMENINO","ADOLESCENTES","1","ARTÍCULO 213. INDUCCIÓN A LA PROSTITUCIÓN"
"META","Villavicencio (CT)","50001000","NO REPORTADO","06/01/2010","FEMENINO","ADULTOS","1","ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR"
"META","Villavicencio (CT)","50001000","NO REPORTADO","15/01/2010","FEMENINO","ADULTOS","1","ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR"
"CAQUETÁ","El Paujil","18256000","NO REPORTADO","05/01/2010","FEMENINO","MENORES","1","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS"
"BOLÍVAR","Magangué","13430000","NO REPORTADO","19/01/2010","FEMENINO","MENORES","1","ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR"
"VALLE","Cali (CT)","76001000","NO REPORTADO","29/01/2010","FEMENINO","ADULTOS","1","ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR"
"BOGOTA","Bogotá D.C. (CT)","11001000","NO REPORTADO","07/03/2010","FEMENINO","ADOLESCENTES","1","ARTÍCULO 211. ACCESO CARNAL VIOLENTO (CIRCUNSTANCIAS AGRAVACIÓN)"
"BOGOTA","Bogotá D.C. (CT)","11001000","NO REPORTADO","26/01/2010","FEMENINO","ADULTOS","1","ARTÍCULO 211. ACCESO CARNAL O ACTO SEXUAL EN PERSONA PUESTA EN INCAPACIDAD DE RESISTIR  (CIRCUNSTANC"
"CAQUETÁ","Florencia (CT)","18001000","NO REPORTADO","27/01/2010","FEMENINO","ADULTOS","1","ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR"
"SUCRE","Santiago de Tolú","70820000","NO REPORTADO","26/01/2010","MASCULINO","MENORES","1","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS"
"SUCRE","Santiago de Tolú","70820000","NO REPORTADO","25/01/2010","FEMENINO","ADULTOS","1","ARTÍCULO 205. ACCESO CARNAL VIOLENTO"
"SUCRE","Santiago de Tolú","70820000","NO REPORTADO","28/01/2010","MASCULINO","MENORES","1","ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS"
"SUCRE","Santiago de Tolú","70820000","NO REPORTADO","17/01/2010","FEMENINO","MENORES","1","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS"
"CALDAS","Marquetalia","17444000","NO REPORTADO","30/01/2010","FEMENINO","ADULTOS","1","ARTÍCULO 211. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS AGRAVACIÓN)"
"VALLE","Jamundí","76364000","NO REPORTADO","12/02/2010","FEMENINO","ADOLESCENTES","1","ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS"
"SANTANDER","Floridablanca","68276000","NO REPORTADO","10/03/2010","FEMENINO","ADULTOS","1","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS"
"CAQUETÁ","Puerto Rico","18592000","NO REPORTADO","09/02/2010","FEMENINO","ADOLESCENTES","1","ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR"
"BOGOTA","Bogotá D.C. (CT)","11001000","NO REPORTADO","15/02/2010","FEMENINO","ADULTOS","1","ARTÍCULO 211. ACTOS SEXUALES CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS DE AGRAVACIÓN)"
"ANTIOQUIA","Medellín (CT)","05001000","NO REPORTADO","10/03/2010","FEMENINO","ADOLESCENTES","1","ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR"
"CAQUETÁ","Florencia (CT)","18001000","NO REPORTADO","17/02/2010","FEMENINO","MENORES","1","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS"
"SANTANDER","Bucaramanga (CT)","68001000","NO REPORTADO","26/02/2010","FEMENINO","ADULTOS","1","ARTÍCULO 207. ACCESO CARNAL O ACTO SEXUAL EN PERSONA PUESTA EN INCAPACIDAD DE RESISTIR"
"CASANARE","Yopal (CT)","85001000","NO REPORTADO","05/02/2010","FEMENINO","ADULTOS","1","ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR"
"CALDAS","La Dorada","17380000","NO REPORTADO","08/02/2010","FEMENINO","ADULTOS","1","ARTÍCULO 211. ACTOS SEXUALES CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS DE AGRAVACIÓN)"
"HUILA","Garzón","41298000","NO REPORTADO","01/01/2010","MASCULINO","ADULTOS","1","ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR"
"CUNDINAMARCA","Villapinzón","25873000","NO REPORTADO","02/01/2010","FEMENINO","ADULTOS","1","ARTÍCULO 206. ACTO SEXUAL VIOLENTO"
"CAQUETÁ","El Doncello","18247000","NO REPORTADO","25/02/2010","FEMENINO","ADULTOS","1","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS"
"RISARALDA","Pereira (CT)","66001000","NO REPORTADO","28/02/2010","FEMENINO","MENORES","1","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS"
"BOLÍVAR","Magangué","13430000","NO REPORTADO","16/03/2010","FEMENINO","ADULTOS","1","ARTÍCULO 206. ACTO SEXUAL VIOLENTO"
"ATLÁNTICO","Barranquilla (CT)","08001000","NO REPORTADO","20/03/2010","FEMENINO","MENORES","1","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS"
"ATLÁNTICO","Barranquilla (CT)","08001000","NO REPORTADO","03/03/2010","FEMENINO","ADULTOS","1","ARTÍCULO 211. ACTOS SEXUALES CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS DE AGRAVACIÓN)"
"ANTIOQUIA","Caldas","05129000","NO REPORTADO","09/03/2010","FEMENINO","ADULTOS","1","ARTÍCULO 211. ACTO SEXUAL VIOLENTO (CIRCUNSTANCIAS DE AGRAVACIÓN)"
"BOLÍVAR","Cartagena (CT)","13001000","NO REPORTADO","21/03/2010","FEMENINO","MENORES","1","ARTÍCULO 218. PORNOGRAFÍA CON MENORES"
"CALDAS","Chinchiná","17174000","NO REPORTADO","28/02/2010","FEMENINO","ADULTOS","1","ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR"
"CALDAS","Villamaría","17873000","NO REPORTADO","02/06/2010","MASCULINO","ADULTOS","1","ARTÍCULO 211. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS AGRAVACIÓN)"
"SANTANDER","San Gil","68679000","NO REPORTADO","11/05/2010","FEMENINO","MENORES","1","ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS"
"ANTIOQUIA","Medellín (CT)","05001000","NO REPORTADO","05/06/2010","FEMENINO","ADULTOS","1","ARTÍCULO 206. ACTO SEXUAL VIOLENTO"
"SANTANDER","Bucaramanga (CT)","68001000","NO REPORTADO","12/03/2010","FEMENINO","ADULTOS","1","ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR"
"NARIÑO","Samaniego","52678000","NO REPORTADO","18/06/2010","MASCULINO","MENORES","1","ARTÍCULO 211. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS AGRAVACIÓN)"
"SANTANDER","Barrancabermeja","68081000","NO REPORTADO","30/05/2010","FEMENINO","MENORES","1","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS"
"CUNDINAMARCA","Villapinzón","25873000","NO REPORTADO","30/05/2010","FEMENINO","ADULTOS","1","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS"
"CUNDINAMARCA","Soacha","25754000","NO REPORTADO","28/03/2010","FEMENINO","ADOLESCENTES","1","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS"
"VALLE","Guadalajara de Buga","76111000","NO REPORTADO","03/05/2010","FEMENINO","MENORES","1","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS"
"CALDAS","La Dorada","17380000","NO REPORTADO","01/04/2010","FEMENINO","MENORES","1","ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS"
"GUAJIRA","San Juan del Cesar","44650000","NO REPORTADO","08/04/2010","FEMENINO","MENORES","1","ARTÍCULO 211. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR (CIRCUNSTANCIAS AGRAVACIÓN"
"CUNDINAMARCA","Soacha","25754000","NO REPORTADO","28/05/2010","FEMENINO","MENORES","1","ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS"
