"departamento","municipio","codigo_dane","armas_medios","fecha_hecho","genero","grupo_etario","tipo_de_hurto","cantidad"
"TOLIMA","Ibagué (CT)","73001000","ARMA BLANCA / CORTOPUNZANTE","09/07/2025","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CUNDINAMARCA","Girardot","25307000","ARMA BLANCA / CORTOPUNZANTE","20/07/2025","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CASANARE","Yopal (CT)","85001000","ARMA BLANCA / CORTOPUNZANTE","12/04/2025","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"HUILA","Pitalito","41551000","ARMA BLANCA / CORTOPUNZANTE","26/07/2025","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CESAR","Valledupar (CT)","20001000","ARMA BLANCA / CORTOPUNZANTE","08/08/2025","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"ANTIOQUIA","Bello","05088000","ARMA BLANCA / CORTOPUNZANTE","07/08/2025","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CASANARE","Aguazul","85010000","ARMA BLANCA / CORTOPUNZANTE","26/07/2025","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"ANTIOQUIA","Medellín (CT)","05001000","ARMA BLANCA / CORTOPUNZANTE","18/05/2025","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CAUCA","Popayán (CT)","19001000","ARMA BLANCA / CORTOPUNZANTE","15/05/2025","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"HUILA","Pitalito","41551000","ARMA BLANCA / CORTOPUNZANTE","06/05/2025","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"GUAJIRA","Riohacha (CT)","44001000","ARMA BLANCA / CORTOPUNZANTE","29/06/2025","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CAUCA","Popayán (CT)","19001000","ARMA BLANCA / CORTOPUNZANTE","16/02/2025","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO AUTOMOTORES","1"
"NORTE DE SANTANDER","Sardinata","54720000","ARMA BLANCA / CORTOPUNZANTE","13/07/2024","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO AUTOMOTORES","1"
"ANTIOQUIA","Bello","05088000","ARMA BLANCA / CORTOPUNZANTE","05/02/2025","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"VALLE","Cali (CT)","76001000","ARMA BLANCA / CORTOPUNZANTE","14/06/2025","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"ATLÁNTICO","Barranquilla (CT)","08001000","ARMA BLANCA / CORTOPUNZANTE","22/04/2025","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CASANARE","Villanueva","85440000","ARMA BLANCA / CORTOPUNZANTE","13/04/2024","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"BOGOTA","Bogotá D.C. (CT)","11001000","ARMA BLANCA / CORTOPUNZANTE","01/04/2025","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO AUTOMOTORES","1"
"VALLE","Trujillo","76828000","ARMA BLANCA / CORTOPUNZANTE","13/04/2025","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"BOGOTA","Bogotá D.C. (CT)","11001000","ARMA BLANCA / CORTOPUNZANTE","20/06/2025","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO AUTOMOTORES","1"
"NARIÑO","Ipiales","52356000","ARMA BLANCA / CORTOPUNZANTE","07/04/2025","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"VALLE","Cali (CT)","76001000","ARMA BLANCA / CORTOPUNZANTE","13/07/2025","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CAUCA","Puerto Tejada","19573000","ARMA BLANCA / CORTOPUNZANTE","20/04/2025","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"ANTIOQUIA","Medellín (CT)","05001000","ARMA BLANCA / CORTOPUNZANTE","09/03/2025","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"BOGOTA","Bogotá D.C. (CT)","11001000","ARMA BLANCA / CORTOPUNZANTE","05/05/2025","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"SANTANDER","Bucaramanga (CT)","68001000","ARMA BLANCA / CORTOPUNZANTE","20/04/2025","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"BOYACÁ","Firavitoba","15272000","ARMA BLANCA / CORTOPUNZANTE","12/04/2025","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO AUTOMOTORES","1"
"VALLE","Cali (CT)","76001000","ARMA BLANCA / CORTOPUNZANTE","29/03/2025","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"NARIÑO","Ipiales","52356000","ARMA BLANCA / CORTOPUNZANTE","30/06/2025","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"VALLE","Florida","76275000","ARMA BLANCA / CORTOPUNZANTE","22/06/2025","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"ANTIOQUIA","Medellín (CT)","05001000","ARMA BLANCA / CORTOPUNZANTE","25/04/2025","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CUNDINAMARCA","Soacha","25754000","ARMA BLANCA / CORTOPUNZANTE","22/06/2025","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"VALLE","Cali (CT)","76001000","ARMA BLANCA / CORTOPUNZANTE","22/06/2025","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"VALLE","Cali (CT)","76001000","ARMA BLANCA / CORTOPUNZANTE","21/06/2025","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"HUILA","Neiva (CT)","41001000","ARMA BLANCA / CORTOPUNZANTE","01/07/2025","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"ANTIOQUIA","Medellín (CT)","05001000","ARMA BLANCA / CORTOPUNZANTE","01/02/2025","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"BOGOTA","Bogotá D.C. (CT)","11001000","ARMA BLANCA / CORTOPUNZANTE","05/04/2025","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO AUTOMOTORES","1"
"CAUCA","Timbío","19807000","ARMA BLANCA / CORTOPUNZANTE","04/08/2025","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CAUCA","Popayán (CT)","19001000","ARMA BLANCA / CORTOPUNZANTE","03/07/2025","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"ANTIOQUIA","Apartadó","05045000","ARMA BLANCA / CORTOPUNZANTE","23/06/2025","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"VALLE","Cali (CT)","76001000","ARMA BLANCA / CORTOPUNZANTE","06/07/2025","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"VALLE","Cali (CT)","76001000","ARMA BLANCA / CORTOPUNZANTE","29/07/2025","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CESAR","Valledupar (CT)","20001000","ARMA BLANCA / CORTOPUNZANTE","19/04/2025","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CALDAS","Marmato","17442000","ARMA BLANCA / CORTOPUNZANTE","04/02/2025","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"BOLÍVAR","Cartagena (CT)","13001000","ARMA BLANCA / CORTOPUNZANTE","15/06/2025","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"VALLE","Cali (CT)","76001000","ARMA BLANCA / CORTOPUNZANTE","20/06/2025","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"BOGOTA","Bogotá D.C. (CT)","11001000","ARMA BLANCA / CORTOPUNZANTE","12/05/2025","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"NARIÑO","Guachucal","52317000","ARMA BLANCA / CORTOPUNZANTE","09/06/2025","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO AUTOMOTORES","1"
"HUILA","Campoalegre","41132000","ARMA BLANCA / CORTOPUNZANTE","06/05/2025","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CUNDINAMARCA","Soacha","25754000","ARMA BLANCA / CORTOPUNZANTE","06/08/2025","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CAUCA","Cajibío","19130000","ARMA BLANCA / CORTOPUNZANTE","21/05/2025","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"VALLE","Candelaria","76130000","ARMA BLANCA / CORTOPUNZANTE","26/07/2025","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CAUCA","Cajibío","19130016","ARMA BLANCA / CORTOPUNZANTE","23/07/2025","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"BOGOTA","Bogotá D.C. (CT)","11001000","ARMA BLANCA / CORTOPUNZANTE","03/08/2025","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"NORTE DE SANTANDER","Abrego","54003000","ARMA BLANCA / CORTOPUNZANTE","21/02/2024","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"SAN ANDRÉS","San Andrés (CT)","88001000","ARMA BLANCA / CORTOPUNZANTE","13/07/2025","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CAUCA","Popayán (CT)","19001000","ARMA BLANCA / CORTOPUNZANTE","29/06/2025","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"BOGOTA","Bogotá D.C. (CT)","11001000","ARMA BLANCA / CORTOPUNZANTE","01/08/2025","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO AUTOMOTORES","1"
"BOGOTA","Bogotá D.C. (CT)","11001000","ARMA BLANCA / CORTOPUNZANTE","23/07/2025","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"BOLÍVAR","Cartagena (CT)","13001000","ARMA BLANCA / CORTOPUNZANTE","11/06/2025","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"HUILA","Pitalito","41551000","ARMA BLANCA / CORTOPUNZANTE","28/06/2025","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"SANTANDER","Bucaramanga (CT)","68001000","ARMA BLANCA / CORTOPUNZANTE","22/07/2025","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"HUILA","Pitalito","41551000","ARMA BLANCA / CORTOPUNZANTE","26/05/2025","FEMENINO","ADOLESCENTES","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CAUCA","Popayán (CT)","19001000","ARMA BLANCA / CORTOPUNZANTE","23/07/2025","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"VALLE","Cali (CT)","76001000","ARMA BLANCA / CORTOPUNZANTE","02/08/2025","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"META","Villavicencio (CT)","50001000","ARMA BLANCA / CORTOPUNZANTE","02/07/2025","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"NARIÑO","Ipiales","52356000","ARMA BLANCA / CORTOPUNZANTE","08/07/2025","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CAUCA","Popayán (CT)","19001000","ARMA BLANCA / CORTOPUNZANTE","06/06/2025","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"HUILA","Iquira","41357000","ARMA BLANCA / CORTOPUNZANTE","25/07/2025","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"ATLÁNTICO","Barranquilla (CT)","08001000","ARMA BLANCA / CORTOPUNZANTE","07/06/2025","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CASANARE","Yopal (CT)","85001000","ARMA BLANCA / CORTOPUNZANTE","31/07/2025","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CASANARE","Yopal (CT)","85001000","ARMA BLANCA / CORTOPUNZANTE","31/07/2025","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"VALLE","Cali (CT)","76001000","ARMA BLANCA / CORTOPUNZANTE","10/06/2025","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"BOLÍVAR","Cartagena (CT)","13001000","ARMA BLANCA / CORTOPUNZANTE","22/01/2021","MASCULINO","ADOLESCENTES","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"BOLÍVAR","Cartagena (CT)","13001000","ARMA BLANCA / CORTOPUNZANTE","22/01/2021","MASCULINO","ADOLESCENTES","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CAQUETÁ","El Doncello","18247000","ARMA BLANCA / CORTOPUNZANTE","28/07/2025","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"VALLE","Jamundí","76364000","ARMA BLANCA / CORTOPUNZANTE","31/07/2025","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"ANTIOQUIA","Medellín (CT)","05001000","ARMA BLANCA / CORTOPUNZANTE","02/08/2025","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"VALLE","Cali (CT)","76001000","ARMA BLANCA / CORTOPUNZANTE","11/08/2025","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"ATLÁNTICO","Barranquilla (CT)","08001000","ARMA BLANCA / CORTOPUNZANTE","09/05/2025","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"HUILA","Rivera","41615000","ARMA BLANCA / CORTOPUNZANTE","06/02/2026","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"ANTIOQUIA","Medellín (CT)","05001000","ARMA BLANCA / CORTOPUNZANTE","20/03/2026","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"NARIÑO","Pasto (CT)","52001000","ARMA BLANCA / CORTOPUNZANTE","31/03/2026","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"VALLE","Cali (CT)","76001000","ARMA BLANCA / CORTOPUNZANTE","22/02/2026","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"HUILA","Neiva (CT)","41001000","ARMA BLANCA / CORTOPUNZANTE","17/03/2026","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CASANARE","Yopal (CT)","85001000","ARMA BLANCA / CORTOPUNZANTE","15/03/2026","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"ANTIOQUIA","Segovia","05736000","ARMA BLANCA / CORTOPUNZANTE","12/02/2026","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"NARIÑO","Potosí","52560000","ARMA BLANCA / CORTOPUNZANTE","11/03/2026","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CAUCA","Popayán (CT)","19001000","ARMA BLANCA / CORTOPUNZANTE","02/11/2025","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"META","Villavicencio (CT)","50001000","ARMA BLANCA / CORTOPUNZANTE","12/03/2026","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"HUILA","Rivera","41615000","ARMA BLANCA / CORTOPUNZANTE","19/11/2025","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"BOGOTA","Bogotá D.C. (CT)","11001000","ARMA BLANCA / CORTOPUNZANTE","12/12/2025","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO AUTOMOTORES","1"
"BOGOTA","Bogotá D.C. (CT)","11001000","ARMA BLANCA / CORTOPUNZANTE","11/11/2025","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"BOLÍVAR","Mahates","13433000","ARMA BLANCA / CORTOPUNZANTE","10/08/2025","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"VALLE","Cali (CT)","76001000","ARMA BLANCA / CORTOPUNZANTE","22/02/2026","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"SANTANDER","Bucaramanga (CT)","68001000","ARMA BLANCA / CORTOPUNZANTE","15/02/2026","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"BOGOTA","Bogotá D.C. (CT)","11001000","ARMA BLANCA / CORTOPUNZANTE","15/02/2026","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"ANTIOQUIA","Medellín (CT)","05001000","ARMA BLANCA / CORTOPUNZANTE","13/11/2025","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CESAR","Valledupar (CT)","20001000","ARMA BLANCA / CORTOPUNZANTE","16/11/2025","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CAUCA","Popayán (CT)","19001000","ARMA BLANCA / CORTOPUNZANTE","22/02/2026","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"META","Villavicencio (CT)","50001000","ARMA BLANCA / CORTOPUNZANTE","22/02/2026","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"HUILA","Neiva (CT)","41001000","ARMA BLANCA / CORTOPUNZANTE","28/11/2025","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CAUCA","Popayán (CT)","19001000","ARMA BLANCA / CORTOPUNZANTE","21/03/2026","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CAUCA","Popayán (CT)","19001000","ARMA BLANCA / CORTOPUNZANTE","21/03/2026","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"PUTUMAYO","Villagarzón","86885000","ARMA BLANCA / CORTOPUNZANTE","10/01/2026","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"ATLÁNTICO","Barranquilla (CT)","08001000","ARMA BLANCA / CORTOPUNZANTE","13/12/2025","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"ANTIOQUIA","Medellín (CT)","05001000","ARMA BLANCA / CORTOPUNZANTE","06/11/2025","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CAUCA","Popayán (CT)","19001000","ARMA BLANCA / CORTOPUNZANTE","18/01/2026","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"HUILA","Pitalito","41551000","ARMA BLANCA / CORTOPUNZANTE","22/02/2026","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"META","Villavicencio (CT)","50001000","ARMA BLANCA / CORTOPUNZANTE","01/12/2025","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"VALLE","Cali (CT)","76001000","ARMA BLANCA / CORTOPUNZANTE","20/02/2026","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"HUILA","Pitalito","41551000","ARMA BLANCA / CORTOPUNZANTE","21/02/2026","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"BOGOTA","Bogotá D.C. (CT)","11001000","ARMA BLANCA / CORTOPUNZANTE","14/01/2026","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO AUTOMOTORES","1"
"BOGOTA","Bogotá D.C. (CT)","11001000","ARMA BLANCA / CORTOPUNZANTE","26/02/2026","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO AUTOMOTORES","1"
"META","Villavicencio (CT)","50001000","ARMA BLANCA / CORTOPUNZANTE","28/11/2025","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"BOGOTA","Bogotá D.C. (CT)","11001000","ARMA BLANCA / CORTOPUNZANTE","24/05/2025","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"BOGOTA","Bogotá D.C. (CT)","11001000","ARMA BLANCA / CORTOPUNZANTE","26/03/2026","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO AUTOMOTORES","1"
"CASANARE","Yopal (CT)","85001000","ARMA BLANCA / CORTOPUNZANTE","19/01/2025","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CAUCA","Santander de Quilichao","19698000","ARMA BLANCA / CORTOPUNZANTE","06/12/2025","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"SANTANDER","Barrancabermeja","68081000","ARMA BLANCA / CORTOPUNZANTE","03/12/2025","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"ANTIOQUIA","Medellín (CT)","05001000","ARMA BLANCA / CORTOPUNZANTE","03/02/2026","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"HUILA","Neiva (CT)","41001000","ARMA BLANCA / CORTOPUNZANTE","26/03/2026","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"HUILA","Neiva (CT)","41001000","ARMA BLANCA / CORTOPUNZANTE","26/03/2026","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"HUILA","Neiva (CT)","41001000","ARMA BLANCA / CORTOPUNZANTE","26/03/2026","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"HUILA","Neiva (CT)","41001000","ARMA BLANCA / CORTOPUNZANTE","26/03/2026","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"GUAJIRA","Uribia","44847000","ARMA BLANCA / CORTOPUNZANTE","01/03/2026","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CAUCA","Popayán (CT)","19001000","ARMA BLANCA / CORTOPUNZANTE","23/03/2026","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CAUCA","Popayán (CT)","19001000","ARMA BLANCA / CORTOPUNZANTE","27/02/2026","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CAUCA","Popayán (CT)","19001000","ARMA BLANCA / CORTOPUNZANTE","18/01/2026","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"BOGOTA","Bogotá D.C. (CT)","11001000","ARMA BLANCA / CORTOPUNZANTE","18/03/2026","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CASANARE","Aguazul","85010000","ARMA BLANCA / CORTOPUNZANTE","18/01/2025","FEMENINO","ADOLESCENTES","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"META","Villavicencio (CT)","50001000","ARMA BLANCA / CORTOPUNZANTE","20/01/2026","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"TOLIMA","Flandes","73275000","ARMA BLANCA / CORTOPUNZANTE","06/03/2026","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"HUILA","Neiva (CT)","41001000","ARMA BLANCA / CORTOPUNZANTE","18/03/2026","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"HUILA","Neiva (CT)","41001000","ARMA BLANCA / CORTOPUNZANTE","18/03/2026","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"VALLE","Cali (CT)","76001000","ARMA BLANCA / CORTOPUNZANTE","23/03/2026","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"NORTE DE SANTANDER","Ocaña","54498000","ARMA BLANCA / CORTOPUNZANTE","13/03/2026","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"TOLIMA","Ibagué (CT)","73001000","ARMA BLANCA / CORTOPUNZANTE","15/03/2026","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"VALLE","Palmira","76520000","ARMA BLANCA / CORTOPUNZANTE","20/03/2026","MASCULINO","ADOLESCENTES","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"VALLE","Cali (CT)","76001000","ARMA BLANCA / CORTOPUNZANTE","03/03/2026","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"META","Villavicencio (CT)","50001000","ARMA BLANCA / CORTOPUNZANTE","25/02/2026","FEMENINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"ANTIOQUIA","Remedios","05604000","ARMA BLANCA / CORTOPUNZANTE","24/11/2025","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"NARIÑO","Buesaco","52110000","ARMA BLANCA / CORTOPUNZANTE","18/03/2026","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"HUILA","Pitalito","41551000","ARMA BLANCA / CORTOPUNZANTE","11/01/2026","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"ANTIOQUIA","Medellín (CT)","05001000","ARMA BLANCA / CORTOPUNZANTE","08/02/2026","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO AUTOMOTORES","1"
"HUILA","Neiva (CT)","41001000","ARMA BLANCA / CORTOPUNZANTE","18/03/2026","MASCULINO","ADOLESCENTES","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"BOGOTA","Bogotá D.C. (CT)","11001000","ARMA BLANCA / CORTOPUNZANTE","07/02/2026","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO AUTOMOTORES","1"
"ANTIOQUIA","Medellín (CT)","05001000","ARMA BLANCA / CORTOPUNZANTE","01/03/2026","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"CÓRDOBA","Sahagún","23660000","ARMA BLANCA / CORTOPUNZANTE","16/02/2026","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
"NARIÑO","Pasto (CT)","52001000","ARMA BLANCA / CORTOPUNZANTE","31/10/2025","MASCULINO","ADULTOS","ARTÍCULO 239. HURTO MOTOCICLETAS","1"
