departamento,municipio,codigo_dane,armas_medios,fecha_hecho,genero,grupo_etario,cantidad,delito,FECHA,ANO,MES
ATLÁNTICO,BARRANQUILLA,08001000,NO REPORTADO,22/04/2014,FEMENINO,ADULTOS,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,2014-04-22,2014,4
BOYACÁ,CHIQUINQUIRÁ,15176000,NO REPORTADO,23/04/2014,FEMENINO,ADULTOS,1,ARTÍCULO 210 A. ACOSO SEXUAL,2014-04-23,2014,4
HUILA,PITALITO,41551000,NO REPORTADO,23/04/2014,FEMENINO,ADULTOS,1,ARTÍCULO 210 A. ACOSO SEXUAL,2014-04-23,2014,4
META,VILLAVICENCIO,50001000,NO REPORTADO,23/04/2014,FEMENINO,ADULTOS,1,ARTÍCULO 210 A. ACOSO SEXUAL,2014-04-23,2014,4
NORTE DE SANTANDER,LOS PATIOS,54405000,NO REPORTADO,23/04/2014,FEMENINO,ADOLESCENTES,1,ARTÍCULO 210 A. ACOSO SEXUAL,2014-04-23,2014,4
SANTANDER,BARICHARA,68079000,NO REPORTADO,23/04/2014,FEMENINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2014-04-23,2014,4
ATLÁNTICO,PUERTO COLOMBIA,08573000,NO REPORTADO,24/04/2014,FEMENINO,ADULTOS,1,ARTÍCULO 210 A. ACOSO SEXUAL,2014-04-24,2014,4
BOGOTA,BOGOTÁ D.C.,11001000,NO REPORTADO,24/04/2014,FEMENINO,ADULTOS,1,ARTÍCULO 218. PORNOGRAFÍA CON MENORES,2014-04-24,2014,4
BOGOTA,BOGOTÁ D.C.,11001000,NO REPORTADO,24/04/2014,MASCULINO,ADULTOS,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2014-04-24,2014,4
CUNDINAMARCA,COGUA,25200000,NO REPORTADO,24/04/2014,FEMENINO,ADOLESCENTES,1,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,2014-04-24,2014,4
ATLÁNTICO,PUERTO COLOMBIA,08573000,NO REPORTADO,25/04/2014,MASCULINO,ADULTOS,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2014-04-25,2014,4
BOGOTA,BOGOTÁ D.C.,11001000,NO REPORTADO,25/04/2014,FEMENINO,ADULTOS,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,2014-04-25,2014,4
MAGDALENA,SANTA MARTA,47001000,NO REPORTADO,25/04/2014,FEMENINO,ADOLESCENTES,1,ARTÍCULO 217. ESTÍMULO A LA PROSTITUCIÓN DE MENORES,2014-04-25,2014,4
MAGDALENA,SANTA MARTA,47001000,NO REPORTADO,25/04/2014,FEMENINO,ADULTOS,1,ARTÍCULO 210 A. ACOSO SEXUAL,2014-04-25,2014,4
NARIÑO,SAN ANDRES DE TUMACO,52835017,NO REPORTADO,25/04/2014,FEMENINO,ADULTOS,1,ARTÍCULO 211. ACTO SEXUAL VIOLENTO (CIRCUNSTANCIAS DE AGRAVACIÓN),2014-04-25,2014,4
ANTIOQUIA,MEDELLÍN,05001000,NO REPORTADO,26/04/2014,FEMENINO,ADULTOS,1,ARTÍCULO 211. ACTO SEXUAL VIOLENTO (CIRCUNSTANCIAS DE AGRAVACIÓN),2014-04-26,2014,4
META,PUERTO LÓPEZ,50573008,NO REPORTADO,26/04/2014,FEMENINO,ADOLESCENTES,1,ARTÍCULO 213. INDUCCIÓN A LA PROSTITUCIÓN,2014-04-26,2014,4
ANTIOQUIA,CAREPA,05147000,NO REPORTADO,27/04/2014,FEMENINO,ADULTOS,1,ARTÍCULO 210 A. ACOSO SEXUAL,2014-04-27,2014,4
ARAUCA,SARAVENA,81736000,NO REPORTADO,27/04/2014,FEMENINO,ADULTOS,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,2014-04-27,2014,4
ATLÁNTICO,BARRANQUILLA,08001000,NO REPORTADO,27/04/2014,FEMENINO,ADULTOS,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,2014-04-27,2014,4
HUILA,LA PLATA,41396000,NO REPORTADO,27/04/2014,MASCULINO,ADULTOS,1,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,2014-04-27,2014,4
ATLÁNTICO,BARRANQUILLA,08001000,NO REPORTADO,28/04/2014,MASCULINO,ADULTOS,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,2014-04-28,2014,4
BOGOTA,BOGOTÁ D.C.,11001000,NO REPORTADO,28/04/2014,FEMENINO,ADOLESCENTES,1,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,2014-04-28,2014,4
RISARALDA,PEREIRA,66001000,NO REPORTADO,28/04/2014,FEMENINO,ADOLESCENTES,1,ARTÍCULO 214. CONSTREÑIMIENTO A LA PROSTITUCIÓN,2014-04-28,2014,4
RISARALDA,PEREIRA,66001000,NO REPORTADO,28/04/2014,FEMENINO,ADOLESCENTES,1,ARTÍCULO 213. INDUCCIÓN A LA PROSTITUCIÓN,2014-04-28,2014,4
ATLÁNTICO,BARRANQUILLA,08001000,NO REPORTADO,29/04/2014,FEMENINO,ADULTOS,1,ARTÍCULO 211. ACCESO CARNAL VIOLENTO (CIRCUNSTANCIAS AGRAVACIÓN),2014-04-29,2014,4
ATLÁNTICO,BARRANQUILLA,08001000,NO REPORTADO,29/04/2014,FEMENINO,ADULTOS,2,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,2014-04-29,2014,4
ATLÁNTICO,BARRANQUILLA,08001000,NO REPORTADO,29/04/2014,FEMENINO,ADULTOS,1,ARTÍCULO 210 A. ACOSO SEXUAL,2014-04-29,2014,4
BOGOTA,BOGOTÁ D.C.,11001000,NO REPORTADO,30/04/2014,MASCULINO,ADOLESCENTES,1,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,2014-04-30,2014,4
BOLÍVAR,SAN JACINTO,13654001,NO REPORTADO,30/04/2014,FEMENINO,ADULTOS,1,ARTÍCULO 210 A. ACOSO SEXUAL,2014-04-30,2014,4
BOYACÁ,EL COCUY,15244000,NO REPORTADO,30/04/2014,FEMENINO,ADOLESCENTES,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,2014-04-30,2014,4
META,VILLAVICENCIO,50001000,NO REPORTADO,30/04/2014,FEMENINO,ADULTOS,1,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,2014-04-30,2014,4
RISARALDA,SANTA ROSA DE CABAL,66682000,NO REPORTADO,30/04/2014,FEMENINO,ADOLESCENTES,1,ARTÍCULO 210 A. ACOSO SEXUAL,2014-04-30,2014,4
SUCRE,SAN PEDRO,70717000,NO REPORTADO,30/04/2014,FEMENINO,ADOLESCENTES,1,ARTÍCULO 210 A. ACOSO SEXUAL,2014-04-30,2014,4
ANTIOQUIA,APARTADÓ,05045000,NO REPORTADO,01/05/2014,FEMENINO,ADULTOS,1,ARTÍCULO 213. INDUCCIÓN A LA PROSTITUCIÓN,2014-05-01,2014,5
BOGOTA,BOGOTÁ D.C.,11001000,NO REPORTADO,01/05/2014,FEMENINO,ADULTOS,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,2014-05-01,2014,5
BOLÍVAR,SAN JACINTO,13654000,NO REPORTADO,01/05/2014,FEMENINO,ADULTOS,1,ARTÍCULO 210 A. ACOSO SEXUAL,2014-05-01,2014,5
NORTE DE SANTANDER,OCAÑA,54498000,NO REPORTADO,01/05/2014,FEMENINO,ADULTOS,1,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,2014-05-01,2014,5
SANTANDER,FLORIDABLANCA,68276000,NO REPORTADO,01/05/2014,FEMENINO,ADOLESCENTES,1,ARTÍCULO 218. PORNOGRAFÍA CON MENORES,2014-05-01,2014,5
SUCRE,SAN JUAN DE BETULIA,70702000,NO REPORTADO,01/05/2014,FEMENINO,ADOLESCENTES,1,ARTÍCULO 210 A. ACOSO SEXUAL,2014-05-01,2014,5
BOLÍVAR,MAGANGUÉ,13430000,NO REPORTADO,02/05/2014,FEMENINO,ADULTOS,1,ARTÍCULO 213. INDUCCIÓN A LA PROSTITUCIÓN,2014-05-02,2014,5
BOYACÁ,MIRAFLORES,15455000,NO REPORTADO,02/05/2014,FEMENINO,ADULTOS,1,ARTÍCULO 213. INDUCCIÓN A LA PROSTITUCIÓN,2014-05-02,2014,5
META,VILLAVICENCIO,50001000,NO REPORTADO,02/05/2014,FEMENINO,ADULTOS,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2014-05-02,2014,5
TOLIMA,IBAGUÉ,73001000,NO REPORTADO,02/05/2014,FEMENINO,ADOLESCENTES,1,ARTÍCULO 210 A. ACOSO SEXUAL,2014-05-02,2014,5
BOLÍVAR,SAN PABLO,13670000,NO REPORTADO,03/05/2014,FEMENINO,ADOLESCENTES,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2014-05-03,2014,5
META,VILLAVICENCIO,50001000,NO REPORTADO,03/05/2014,FEMENINO,ADULTOS,1,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,2014-05-03,2014,5
SANTANDER,BARICHARA,68079000,NO REPORTADO,03/05/2014,FEMENINO,ADULTOS,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2014-05-03,2014,5
VALLE,PALMIRA,76520000,NO REPORTADO,03/05/2014,FEMENINO,ADULTOS,1,ARTÍCULO 210 A. ACOSO SEXUAL,2014-05-03,2014,5
ANTIOQUIA,TURBO,05837000,NO REPORTADO,04/05/2014,FEMENINO,ADULTOS,1,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,2014-05-04,2014,5
ANTIOQUIA,YARUMAL,05887000,NO REPORTADO,04/05/2014,MASCULINO,ADOLESCENTES,1,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,2014-05-04,2014,5
BOGOTA,BOGOTÁ D.C.,11001000,NO REPORTADO,04/05/2014,FEMENINO,ADOLESCENTES,1,ARTÍCULO 218. PORNOGRAFÍA CON MENORES,2014-05-04,2014,5
BOLÍVAR,SANTA ROSA DEL SUR,13688000,NO REPORTADO,04/05/2014,FEMENINO,MENORES,1,ARTÍCULO 211. ACTOS SEXUALES CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS DE AGRAVACIÓN),2014-05-04,2014,5
NARIÑO,PASTO,52001000,NO REPORTADO,04/05/2014,FEMENINO,ADULTOS,1,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,2014-05-04,2014,5
TOLIMA,CAJAMARCA,73124000,NO REPORTADO,04/05/2014,FEMENINO,ADULTOS,1,ARTÍCULO 217. ESTÍMULO A LA PROSTITUCIÓN DE MENORES,2014-05-04,2014,5
TOLIMA,IBAGUÉ,73001000,NO REPORTADO,04/05/2014,FEMENINO,ADULTOS,1,ARTÍCULO 210 A. ACOSO SEXUAL,2014-05-04,2014,5
ATLÁNTICO,BARRANQUILLA,08001000,NO REPORTADO,05/05/2014,FEMENINO,ADULTOS,1,ARTÍCULO 210 A. ACOSO SEXUAL,2014-05-05,2014,5
ATLÁNTICO,SOLEDAD,08758000,NO REPORTADO,05/05/2014,FEMENINO,ADULTOS,1,ARTÍCULO 210 A. ACOSO SEXUAL,2014-05-05,2014,5
BOGOTA,BOGOTÁ D.C.,11001000,NO REPORTADO,05/05/2014,FEMENINO,MENORES,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2014-05-05,2014,5
BOGOTA,BOGOTÁ D.C.,11001000,NO REPORTADO,05/05/2014,FEMENINO,ADULTOS,1,ARTÍCULO 218. PORNOGRAFÍA CON MENORES,2014-05-05,2014,5
BOYACÁ,PUERTO BOYACÁ,15572000,NO REPORTADO,05/05/2014,FEMENINO,MENORES,1,ARTÍCULO 211. ACTOS SEXUALES CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS DE AGRAVACIÓN),2014-05-05,2014,5
MAGDALENA,SANTA MARTA,47001000,NO REPORTADO,05/05/2014,FEMENINO,MENORES,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,2014-05-05,2014,5
ANTIOQUIA,SAN RAFAEL,05667000,NO REPORTADO,06/05/2014,MASCULINO,MENORES,3,ARTÍCULO 210 A. ACOSO SEXUAL,2014-05-06,2014,5
ANTIOQUIA,SAN RAFAEL,05667000,NO REPORTADO,06/05/2014,FEMENINO,MENORES,1,ARTÍCULO 210 A. ACOSO SEXUAL,2014-05-06,2014,5
ARAUCA,ARAUCA,81001000,NO REPORTADO,06/05/2014,FEMENINO,MENORES,1,ARTÍCULO 211. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS AGRAVACIÓN),2014-05-06,2014,5
BOYACÁ,CIÉNEGA,15189000,NO REPORTADO,07/05/2014,FEMENINO,ADOLESCENTES,1,ARTÍCULO 210 A. ACOSO SEXUAL,2014-05-07,2014,5
BOYACÁ,PUERTO BOYACÁ,15572027,NO REPORTADO,07/05/2014,FEMENINO,ADULTOS,1,ARTÍCULO 211. ACTOS SEXUALES CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS DE AGRAVACIÓN),2014-05-07,2014,5
RISARALDA,DOSQUEBRADAS,66170000,NO REPORTADO,07/05/2014,FEMENINO,ADULTOS,1,ARTÍCULO 210 A. ACOSO SEXUAL,2014-05-07,2014,5
VALLE,CALI,76001000,NO REPORTADO,07/05/2014,FEMENINO,ADOLESCENTES,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,2014-05-07,2014,5
VALLE,PALMIRA,76520000,NO REPORTADO,07/05/2014,FEMENINO,ADOLESCENTES,1,ARTÍCULO 210 A. ACOSO SEXUAL,2014-05-07,2014,5
ANTIOQUIA,AMAGÁ,05030000,NO REPORTADO,08/05/2014,FEMENINO,ADOLESCENTES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2014-05-08,2014,5
ATLÁNTICO,BARRANQUILLA,08001000,NO REPORTADO,08/05/2014,FEMENINO,ADULTOS,1,ARTÍCULO 210 A. ACOSO SEXUAL,2014-05-08,2014,5
BOGOTA,BOGOTÁ D.C.,11001000,NO REPORTADO,08/05/2014,MASCULINO,ADULTOS,1,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,2014-05-08,2014,5
MAGDALENA,CIÉNAGA,47189000,NO REPORTADO,09/05/2014,FEMENINO,ADULTOS,1,ARTÍCULO 213 A. PROXENETISMO CON MENOR DE EDAD,2014-05-09,2014,5
BOGOTA,BOGOTÁ D.C.,11001000,NO REPORTADO,10/05/2014,FEMENINO,MENORES,1,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,2014-05-10,2014,5
CALDAS,RIOSUCIO,17614000,NO REPORTADO,10/05/2014,FEMENINO,MENORES,1,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,2014-05-10,2014,5
HUILA,NEIVA,41001000,NO REPORTADO,10/05/2014,MASCULINO,ADULTOS,1,ARTÍCULO 210 A. ACOSO SEXUAL,2014-05-10,2014,5
SAN ANDRÉS,SAN ANDRÉS,88001000,NO REPORTADO,10/05/2014,FEMENINO,ADULTOS,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,2014-05-10,2014,5
SUCRE,MORROA,70473000,NO REPORTADO,10/05/2014,FEMENINO,MENORES,1,ARTÍCULO 211. ACTOS SEXUALES CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS DE AGRAVACIÓN),2014-05-10,2014,5
VALLE,PALMIRA,76520000,NO REPORTADO,10/05/2014,FEMENINO,ADULTOS,1,ARTÍCULO 210 A. ACOSO SEXUAL,2014-05-10,2014,5
ATLÁNTICO,MALAMBO,08433000,NO REPORTADO,11/05/2014,FEMENINO,ADULTOS,1,ARTÍCULO 210 A. ACOSO SEXUAL,2014-05-11,2014,5
BOGOTA,BOGOTÁ D.C.,11001000,NO REPORTADO,11/05/2014,FEMENINO,MENORES,1,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,2014-05-11,2014,5
BOGOTA,BOGOTÁ D.C.,11001000,NO REPORTADO,11/05/2014,FEMENINO,ADOLESCENTES,1,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,2014-05-11,2014,5
HUILA,GIGANTE,41306000,NO REPORTADO,11/05/2014,FEMENINO,ADULTOS,1,ARTÍCULO 210 A. ACOSO SEXUAL,2014-05-11,2014,5
SANTANDER,GUADALUPE,68320000,NO REPORTADO,11/05/2014,FEMENINO,ADULTOS,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,2014-05-11,2014,5
VALLE,CARTAGO,76147000,NO REPORTADO,11/05/2014,FEMENINO,ADOLESCENTES,1,ARTÍCULO 210 A. ACOSO SEXUAL,2014-05-11,2014,5
RISARALDA,DOSQUEBRADAS,66170000,NO REPORTADO,12/05/2014,FEMENINO,MENORES,1,ARTÍCULO 210 A. ACOSO SEXUAL,2014-05-12,2014,5
SANTANDER,BUCARAMANGA,68001000,NO REPORTADO,12/05/2014,FEMENINO,ADULTOS,1,ARTÍCULO 219 A. UTILIZACIÓN O FACILITACIÓN DE MEDIOS DE COMUNICACIÓN PARA OFRECER SERVICIOS SEXUALES DE MENORES,2014-05-12,2014,5
SANTANDER,SAN GIL,68679000,NO REPORTADO,12/05/2014,FEMENINO,ADOLESCENTES,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,2014-05-12,2014,5
HUILA,NEIVA,41001001,NO REPORTADO,13/05/2014,FEMENINO,ADOLESCENTES,1,ARTÍCULO 210 A. ACOSO SEXUAL,2014-05-13,2014,5
BOLÍVAR,CARTAGENA,13001000,NO REPORTADO,14/05/2014,FEMENINO,ADULTOS,1,ARTÍCULO 218. PORNOGRAFÍA CON MENORES,2014-05-14,2014,5
CESAR,BECERRIL,20045000,NO REPORTADO,14/05/2014,FEMENINO,ADULTOS,1,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,2014-05-14,2014,5
HUILA,GARZÓN,41298000,NO REPORTADO,14/05/2014,FEMENINO,MENORES,1,ARTÍCULO 210 A. ACOSO SEXUAL,2014-05-14,2014,5
META,PUERTO RICO,50590000,NO REPORTADO,14/05/2014,FEMENINO,ADULTOS,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2014-05-14,2014,5
NORTE DE SANTANDER,CÚCUTA,54001000,NO REPORTADO,14/05/2014,FEMENINO,ADULTOS,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2014-05-14,2014,5
BOGOTA,BOGOTÁ D.C.,11001000,NO REPORTADO,15/05/2014,FEMENINO,MENORES,1,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,2014-05-15,2014,5
BOLÍVAR,ARJONA,13052000,NO REPORTADO,15/05/2014,FEMENINO,ADULTOS,1,ARTÍCULO 211. ACCESO CARNAL VIOLENTO (CIRCUNSTANCIAS AGRAVACIÓN),2014-05-15,2014,5
BOYACÁ,GARAGOA,15299000,NO REPORTADO,15/05/2014,FEMENINO,ADOLESCENTES,1,ARTÍCULO 211. ACTO SEXUAL VIOLENTO (CIRCUNSTANCIAS DE AGRAVACIÓN),2014-05-15,2014,5
GUAJIRA,FONSECA,44279000,NO REPORTADO,15/05/2014,FEMENINO,MENORES,2,ARTÍCULO 218. PORNOGRAFÍA CON MENORES,2014-05-15,2014,5
HUILA,NEIVA,41001000,NO REPORTADO,15/05/2014,FEMENINO,ADULTOS,1,ARTÍCULO 210 A. ACOSO SEXUAL,2014-05-15,2014,5
NARIÑO,IPIALES,52356000,NO REPORTADO,15/05/2014,FEMENINO,ADULTOS,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,2014-05-15,2014,5
NARIÑO,PASTO,52001000,NO REPORTADO,15/05/2014,MASCULINO,ADULTOS,1,ARTÍCULO 210 A. ACOSO SEXUAL,2014-05-15,2014,5
SANTANDER,BUCARAMANGA,68001000,NO REPORTADO,15/05/2014,MASCULINO,ADOLESCENTES,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,2014-05-15,2014,5
VALLE,CALI,76001000,NO REPORTADO,15/05/2014,FEMENINO,ADULTOS,1,ARTÍCULO 211. ACCESO CARNAL VIOLENTO (CIRCUNSTANCIAS AGRAVACIÓN),2014-05-15,2014,5
ATLÁNTICO,BARRANQUILLA,08001000,NO REPORTADO,17/05/2014,MASCULINO,ADULTOS,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,2014-05-17,2014,5
BOGOTA,BOGOTÁ D.C.,11001000,NO REPORTADO,17/05/2014,FEMENINO,ADULTOS,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2014-05-17,2014,5
NORTE DE SANTANDER,DURANIA,54239000,NO REPORTADO,17/05/2014,MASCULINO,ADOLESCENTES,1,ARTÍCULO 217 A. DEMANDA DE EXPLOTACION SEXUAL COMERCIAL DE PERSONA MENOR DE 18 AÑOS DE EDAD,2014-05-17,2014,5
NORTE DE SANTANDER,VILLA DEL ROSARIO,54874000,NO REPORTADO,17/05/2014,FEMENINO,ADULTOS,1,ARTÍCULO 216. INDUCCIÓN A LA PROSTITUCIÓN (CIRCUNSTANCIAS AGRAVACIÓN),2014-05-17,2014,5
SANTANDER,BUCARAMANGA,68001000,NO REPORTADO,17/05/2014,FEMENINO,ADULTOS,1,ARTÍCULO 210 A. ACOSO SEXUAL,2014-05-17,2014,5
ANTIOQUIA,PUERTO NARE,05585000,NO REPORTADO,18/05/2014,FEMENINO,ADOLESCENTES,1,ARTÍCULO 210 A. ACOSO SEXUAL,2014-05-18,2014,5
ATLÁNTICO,SOLEDAD,08758000,NO REPORTADO,18/05/2014,FEMENINO,ADULTOS,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,2014-05-18,2014,5
BOGOTA,BOGOTÁ D.C.,11001000,NO REPORTADO,18/05/2014,FEMENINO,ADULTOS,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,2014-05-18,2014,5
BOGOTA,BOGOTÁ D.C.,11001000,NO REPORTADO,18/05/2014,FEMENINO,ADULTOS,1,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,2014-05-18,2014,5
CALDAS,VITERBO,17877000,NO REPORTADO,18/05/2014,FEMENINO,ADULTOS,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2014-05-18,2014,5
META,MESETAS,50330000,NO REPORTADO,18/05/2014,MASCULINO,ADOLESCENTES,1,ARTÍCULO 213 A. PROXENETISMO CON MENOR DE EDAD,2014-05-18,2014,5
ANTIOQUIA,TURBO,05837000,NO REPORTADO,19/05/2014,FEMENINO,ADULTOS,1,ARTÍCULO 210 A. ACOSO SEXUAL,2014-05-19,2014,5
ATLÁNTICO,BARRANQUILLA,08001000,NO REPORTADO,19/05/2014,FEMENINO,ADULTOS,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,2014-05-19,2014,5
ATLÁNTICO,SOLEDAD,08758000,NO REPORTADO,19/05/2014,FEMENINO,ADULTOS,2,ARTÍCULO 210 A. ACOSO SEXUAL,2014-05-19,2014,5
PUTUMAYO,VILLAGARZÓN,86885000,NO REPORTADO,19/05/2014,FEMENINO,ADOLESCENTES,1,ARTÍCULO 210 A. ACOSO SEXUAL,2014-05-19,2014,5
RISARALDA,PEREIRA,66001000,NO REPORTADO,19/05/2014,FEMENINO,ADULTOS,1,ARTÍCULO 210 A. ACOSO SEXUAL,2014-05-19,2014,5
SUCRE,SUCRE,70771000,NO REPORTADO,19/05/2014,FEMENINO,ADULTOS,1,ARTÍCULO 210 A. ACOSO SEXUAL,2014-05-19,2014,5
VALLE,LA VICTORIA,76403003,NO REPORTADO,19/05/2014,FEMENINO,ADULTOS,1,ARTÍCULO 210 A. ACOSO SEXUAL,2014-05-19,2014,5
AMAZONAS,LETICIA,91001000,NO REPORTADO,20/05/2014,FEMENINO,ADOLESCENTES,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,2014-05-20,2014,5
ANTIOQUIA,APARTADÓ,05045000,NO REPORTADO,20/05/2014,FEMENINO,ADULTOS,1,ARTÍCULO 210 A. ACOSO SEXUAL,2014-05-20,2014,5
ATLÁNTICO,BARRANQUILLA,08001000,NO REPORTADO,20/05/2014,FEMENINO,ADULTOS,1,ARTÍCULO 210 A. ACOSO SEXUAL,2014-05-20,2014,5
BOGOTA,BOGOTÁ D.C.,11001000,NO REPORTADO,20/05/2014,MASCULINO,ADOLESCENTES,1,ARTÍCULO 218. PORNOGRAFÍA CON MENORES,2014-05-20,2014,5
META,VILLAVICENCIO,50001000,NO REPORTADO,20/05/2014,FEMENINO,ADULTOS,1,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,2014-05-20,2014,5
SANTANDER,BUCARAMANGA,68001000,NO REPORTADO,20/05/2014,FEMENINO,ADULTOS,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2014-05-20,2014,5
VALLE,TULUÁ,76834000,NO REPORTADO,20/05/2014,FEMENINO,ADOLESCENTES,1,ARTÍCULO 210 A. ACOSO SEXUAL,2014-05-20,2014,5
MAGDALENA,SANTA MARTA,47001000,NO REPORTADO,21/05/2014,FEMENINO,ADOLESCENTES,1,ARTÍCULO 210 A. ACOSO SEXUAL,2014-05-21,2014,5
MAGDALENA,ZONA BANANERA,47980007,NO REPORTADO,21/05/2014,FEMENINO,ADOLESCENTES,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2014-05-21,2014,5
NORTE DE SANTANDER,OCAÑA,54498000,NO REPORTADO,21/05/2014,FEMENINO,ADULTOS,1,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,2014-05-21,2014,5
TOLIMA,IBAGUÉ,73001000,NO REPORTADO,21/05/2014,FEMENINO,ADULTOS,1,ARTÍCULO 210 A. ACOSO SEXUAL,2014-05-21,2014,5
BOGOTA,BOGOTÁ D.C.,11001000,NO REPORTADO,22/05/2014,FEMENINO,ADULTOS,1,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,2014-05-22,2014,5
BOGOTA,BOGOTÁ D.C.,11001000,NO REPORTADO,22/05/2014,FEMENINO,MENORES,1,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,2014-05-22,2014,5
BOYACÁ,TUNJA,15001000,NO REPORTADO,22/05/2014,FEMENINO,ADOLESCENTES,1,ARTÍCULO 210 A. ACOSO SEXUAL,2014-05-22,2014,5
ANTIOQUIA,PUERTO TRIUNFO,05591007,NO REPORTADO,23/05/2014,MASCULINO,ADULTOS,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2014-05-23,2014,5
SANTANDER,SOCORRO,68755000,NO REPORTADO,23/05/2014,MASCULINO,ADULTOS,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2014-05-23,2014,5
SANTANDER,VÉLEZ,68861000,NO REPORTADO,23/05/2014,FEMENINO,ADOLESCENTES,1,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,2014-05-23,2014,5
TOLIMA,LÉRIDA,73408000,NO REPORTADO,23/05/2014,FEMENINO,MENORES,1,ARTÍCULO 211. ACCESO CARNAL VIOLENTO (CIRCUNSTANCIAS AGRAVACIÓN),2014-05-23,2014,5
