departamento,municipio,codigo_dane,armas_medios,fecha_hecho,genero,grupo_etario,cantidad,delito,fecha,tipo
BOYACÁ,Villa de Leyva,15407000,NO REPORTADO,09/03/2011,FEMENINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2011-09-03,denuncia
AMAZONAS,Puerto Nariño,91540000,NO REPORTADO,09/05/2011,FEMENINO,ADOLESCENTES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2011-09-05,denuncia
AMAZONAS,Puerto Nariño,91540000,NO REPORTADO,01/05/2011,FEMENINO,ADULTOS,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,2011-01-05,denuncia
AMAZONAS,Puerto Nariño,91540000,NO REPORTADO,11/05/2011,FEMENINO,ADULTOS,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2011-11-05,denuncia
AMAZONAS,Puerto Nariño,91540000,NO REPORTADO,11/05/2011,FEMENINO,ADULTOS,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2011-11-05,denuncia
BOGOTA,Bogotá D.C. (CT),11001000,NO REPORTADO,11/11/2011,MASCULINO,ADULTOS,1,ARTÍCULO 219 A. UTILIZACIÓN O FACILITACIÓN DE MEDIOS DE COMUNICACIÓN PARA OFRECER SERVICIOS SEXUALES DE MENORES,2011-11-11,denuncia
CESAR,Curumaní,20228000,NO REPORTADO,10/09/2011,FEMENINO,ADOLESCENTES,1,ARTÍCULO 211. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS AGRAVACIÓN),2011-10-09,denuncia
BOGOTA,Bogotá D.C. (CT),11001000,NO REPORTADO,10/04/2011,FEMENINO,ADULTOS,1,ARTÍCULO 218. PORNOGRAFÍA CON MENORES,2011-10-04,denuncia
META,Villavicencio (CT),50001000,NO REPORTADO,01/10/2011,FEMENINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2011-01-10,denuncia
BOGOTA,Bogotá D.C. (CT),11001000,NO REPORTADO,10/05/2011,FEMENINO,ADULTOS,1,ARTÍCULO 207. ACCESO CARNAL O ACTO SEXUAL EN PERSONA PUESTA EN INCAPACIDAD DE RESISTIR,2011-10-05,denuncia
BOGOTA,Bogotá D.C. (CT),11001000,NO REPORTADO,05/02/2011,FEMENINO,ADULTOS,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2011-05-02,denuncia
VALLE,Cali (CT),76001000,NO REPORTADO,07/09/2011,FEMENINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2011-07-09,denuncia
HUILA,La Plata,41396000,NO REPORTADO,03/11/2011,FEMENINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2011-03-11,denuncia
VALLE,Cali (CT),76001000,NO REPORTADO,05/10/2011,MASCULINO,ADULTOS,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2011-05-10,denuncia
VALLE,Cali (CT),76001000,NO REPORTADO,05/10/2011,MASCULINO,ADOLESCENTES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2011-05-10,denuncia
BOGOTA,Bogotá D.C. (CT),11001000,NO REPORTADO,09/09/2011,FEMENINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2011-09-09,denuncia
BOYACÁ,Tunja (CT),15001000,NO REPORTADO,09/06/2011,FEMENINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2011-09-06,denuncia
BOYACÁ,Villa de Leyva,15407000,NO REPORTADO,09/07/2011,FEMENINO,ADOLESCENTES,1,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,2011-09-07,denuncia
VALLE,San Pedro,76670000,NO REPORTADO,06/09/2011,FEMENINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2011-06-09,denuncia
HUILA,Algeciras,41020000,NO REPORTADO,10/09/2011,FEMENINO,ADULTOS,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2011-10-09,denuncia
CALDAS,Pensilvania,17541000,NO REPORTADO,12/04/2011,FEMENINO,ADOLESCENTES,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,2011-12-04,denuncia
GUAJIRA,Riohacha (CT),44001000,NO REPORTADO,10/09/2011,FEMENINO,MENORES,1,ARTÍCULO 211. ACTOS SEXUALES CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS DE AGRAVACIÓN),2011-10-09,denuncia
BOGOTA,Bogotá D.C. (CT),11001000,NO REPORTADO,01/09/2011,FEMENINO,ADULTOS,1,ARTÍCULO 210 A. ACOSO SEXUAL,2011-01-09,denuncia
BOGOTA,Bogotá D.C. (CT),11001000,NO REPORTADO,01/08/2011,FEMENINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2011-01-08,denuncia
ANTIOQUIA,Vegachí,5858000,NO REPORTADO,01/11/2011,FEMENINO,ADULTOS,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,2011-01-11,denuncia
BOYACÁ,Chiquinquirá,15176000,NO REPORTADO,04/11/2011,FEMENINO,ADULTOS,1,ARTÍCULO 211. ACTOS SEXUALES CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS DE AGRAVACIÓN),2011-04-11,denuncia
HUILA,Neiva (CT),41001000,NO REPORTADO,08/11/2011,FEMENINO,ADULTOS,1,ARTÍCULO 211. ACCESO CARNAL O ACTO SEXUAL EN PERSONA PUESTA EN INCAPACIDAD DE RESISTIR  (CIRCUNSTANC,2011-08-11,denuncia
NORTE DE SANTANDER,Labateca,54377000,NO REPORTADO,09/02/2011,FEMENINO,ADULTOS,1,ARTÍCULO 207. ACCESO CARNAL O ACTO SEXUAL EN PERSONA PUESTA EN INCAPACIDAD DE RESISTIR,2011-09-02,denuncia
SUCRE,Los Palmitos,70418000,NO REPORTADO,01/11/2011,FEMENINO,MENORES,1,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,2011-01-11,denuncia
ATLÁNTICO,Barranquilla (CT),8001000,NO REPORTADO,10/09/2011,FEMENINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2011-10-09,denuncia
BOGOTA,Bogotá D.C. (CT),11001000,NO REPORTADO,11/04/2011,FEMENINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2011-11-04,denuncia
VALLE,Buenaventura,76109000,NO REPORTADO,11/09/2011,FEMENINO,MENORES,1,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,2011-11-09,denuncia
VALLE,Cali (CT),76001000,NO REPORTADO,04/11/2011,FEMENINO,ADULTOS,1,ARTÍCULO 207. ACCESO CARNAL O ACTO SEXUAL EN PERSONA PUESTA EN INCAPACIDAD DE RESISTIR,2011-04-11,denuncia
BOGOTA,Bogotá D.C. (CT),11001000,NO REPORTADO,09/07/2011,FEMENINO,ADULTOS,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2011-09-07,denuncia
BOYACÁ,Tunja (CT),15001000,NO REPORTADO,11/11/2011,FEMENINO,ADOLESCENTES,1,ARTÍCULO 211. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS AGRAVACIÓN),2011-11-11,denuncia
TOLIMA,Ibagué (CT),73001000,NO REPORTADO,08/11/2011,MASCULINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2011-08-11,denuncia
TOLIMA,Ibagué (CT),73001000,NO REPORTADO,09/11/2011,MASCULINO,MENORES,1,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,2011-09-11,denuncia
BOGOTA,Bogotá D.C. (CT),11001000,NO REPORTADO,09/11/2011,FEMENINO,ADOLESCENTES,1,ARTÍCULO 211. ACTO SEXUAL VIOLENTO (CIRCUNSTANCIAS DE AGRAVACIÓN),2011-09-11,denuncia
CALDAS,Risaralda,17616000,NO REPORTADO,08/09/2011,MASCULINO,ADOLESCENTES,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,2011-08-09,denuncia
CALDAS,Chinchiná,17174000,NO REPORTADO,03/10/2011,MASCULINO,ADULTOS,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2011-03-10,denuncia
CALDAS,Manizales (CT),17001000,NO REPORTADO,06/08/2011,FEMENINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2011-06-08,denuncia
VALLE,Tuluá,76834021,NO REPORTADO,01/10/2010,FEMENINO,ADULTOS,1,ARTÍCULO 211. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS AGRAVACIÓN),2010-01-10,denuncia
RISARALDA,Pereira (CT),66001000,NO REPORTADO,11/12/2011,FEMENINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2011-11-12,denuncia
ARAUCA,Saravena,81736000,NO REPORTADO,09/12/2011,FEMENINO,ADOLESCENTES,1,ARTÍCULO 211. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS AGRAVACIÓN),2011-09-12,denuncia
VALLE,Cali (CT),76001000,NO REPORTADO,08/12/2011,FEMENINO,ADULTOS,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,2011-08-12,denuncia
ANTIOQUIA,Sonson,5756000,NO REPORTADO,05/12/2011,FEMENINO,ADULTOS,1,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,2011-05-12,denuncia
NORTE DE SANTANDER,Ocaña,54498000,NO REPORTADO,04/11/2011,MASCULINO,ADULTOS,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,2011-04-11,denuncia
AMAZONAS,Leticia (CT),91001000,NO REPORTADO,09/12/2011,FEMENINO,ADULTOS,1,ARTÍCULO 211. ACTOS SEXUALES CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS DE AGRAVACIÓN),2011-09-12,denuncia
NARIÑO,Pasto (CT),52001000,NO REPORTADO,01/01/2012,MASCULINO,ADULTOS,1,ARTÍCULO 211. ACCESO CARNAL O ACTO SEXUAL EN PERSONA PUESTA EN INCAPACIDAD DE RESISTIR  (CIRCUNSTANC,2012-01-01,denuncia
CAQUETÁ,Florencia (CT),18001000,NO REPORTADO,10/12/2011,MASCULINO,MENORES,1,ARTÍCULO 211. ACCESO CARNAL VIOLENTO (CIRCUNSTANCIAS AGRAVACIÓN),2011-10-12,denuncia
HUILA,Saladoblanco,41660000,NO REPORTADO,04/01/2012,MASCULINO,ADOLESCENTES,1,ARTÍCULO 211. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR (CIRCUNSTANCIAS AGRAVACIÓN,2012-04-01,denuncia
CAQUETÁ,Florencia (CT),18001000,NO REPORTADO,01/11/2011,FEMENINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2011-01-11,denuncia
CALDAS,Risaralda,17616000,NO REPORTADO,04/12/2011,FEMENINO,ADULTOS,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2011-04-12,denuncia
SANTANDER,Floridablanca,68276000,NO REPORTADO,03/12/2011,FEMENINO,ADULTOS,1,ARTÍCULO 207. ACCESO CARNAL O ACTO SEXUAL EN PERSONA PUESTA EN INCAPACIDAD DE RESISTIR,2011-03-12,denuncia
TOLIMA,Ibagué (CT),73001000,NO REPORTADO,03/01/2012,FEMENINO,ADULTOS,1,ARTÍCULO 207. ACCESO CARNAL O ACTO SEXUAL EN PERSONA PUESTA EN INCAPACIDAD DE RESISTIR,2012-03-01,denuncia
ANTIOQUIA,Yolombó,5890000,NO REPORTADO,09/12/2011,FEMENINO,ADULTOS,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2011-09-12,denuncia
CALDAS,Pensilvania,17541000,NO REPORTADO,02/11/2011,FEMENINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2011-02-11,denuncia
SANTANDER,Floridablanca,68276000,NO REPORTADO,09/12/2011,MASCULINO,ADULTOS,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2011-09-12,denuncia
CAQUETÁ,Florencia (CT),18001000,NO REPORTADO,09/10/2011,MASCULINO,MENORES,1,ARTÍCULO 211. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS AGRAVACIÓN),2011-09-10,denuncia
AMAZONAS,Leticia (CT),91001000,NO REPORTADO,03/08/2011,FEMENINO,ADULTOS,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,2011-03-08,denuncia
MAGDALENA,Santa Marta (CT),47001000,NO REPORTADO,02/01/2012,MASCULINO,MENORES,1,ARTÍCULO 211. ACTOS SEXUALES CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS DE AGRAVACIÓN),2012-02-01,denuncia
VALLE,Cali (CT),76001000,NO REPORTADO,01/01/2012,FEMENINO,ADULTOS,1,ARTÍCULO 211. ACCESO CARNAL O ACTO SEXUAL EN PERSONA PUESTA EN INCAPACIDAD DE RESISTIR  (CIRCUNSTANC,2012-01-01,denuncia
RISARALDA,Dosquebradas,66170000,NO REPORTADO,11/12/2011,FEMENINO,ADULTOS,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2011-11-12,denuncia
NORTE DE SANTANDER,Pamplona,54518000,NO REPORTADO,01/09/2011,MASCULINO,ADULTOS,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2011-01-09,denuncia
SANTANDER,Rionegro,68615000,NO REPORTADO,04/12/2011,FEMENINO,ADULTOS,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2011-04-12,denuncia
SANTANDER,Floridablanca,68276000,NO REPORTADO,03/10/2011,FEMENINO,MENORES,1,ARTÍCULO 211. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS AGRAVACIÓN),2011-03-10,denuncia
HUILA,Neiva (CT),41001000,NO REPORTADO,01/12/2011,FEMENINO,ADOLESCENTES,1,ARTÍCULO 213. INDUCCIÓN A LA PROSTITUCIÓN,2011-01-12,denuncia
BOGOTA,Bogotá D.C. (CT),11001000,NO REPORTADO,09/10/2011,FEMENINO,ADULTOS,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2011-09-10,denuncia
CAQUETÁ,Florencia (CT),18001000,NO REPORTADO,04/12/2011,FEMENINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2011-04-12,denuncia
CALDAS,Manizales (CT),17001000,NO REPORTADO,08/10/2011,FEMENINO,ADULTOS,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2011-08-10,denuncia
CALDAS,Manizales (CT),17001000,NO REPORTADO,04/12/2011,FEMENINO,ADULTOS,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2011-04-12,denuncia
MAGDALENA,Santa Marta (CT),47001000,NO REPORTADO,07/12/2011,MASCULINO,ADULTOS,1,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,2011-07-12,denuncia
SUCRE,Sampués,70670000,NO REPORTADO,03/01/2012,FEMENINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2012-03-01,denuncia
VALLE,Alcalá,76020000,NO REPORTADO,01/10/2011,FEMENINO,ADULTOS,1,ARTÍCULO 210 A. ACOSO SEXUAL,2011-01-10,denuncia
NARIÑO,Ipiales,52356000,NO REPORTADO,12/12/2011,FEMENINO,ADOLESCENTES,1,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,2011-12-12,denuncia
SANTANDER,Mogotes,68464000,NO REPORTADO,10/11/2011,FEMENINO,ADULTOS,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2011-10-11,denuncia
VALLE,Cali (CT),76001000,NO REPORTADO,01/12/2011,FEMENINO,ADULTOS,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2011-01-12,denuncia
CAQUETÁ,Puerto Rico,18592000,NO REPORTADO,04/12/2011,MASCULINO,MENORES,1,ARTÍCULO 211. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS AGRAVACIÓN),2011-04-12,denuncia
HUILA,Neiva (CT),41001000,NO REPORTADO,01/01/2012,FEMENINO,MENORES,1,ARTÍCULO 211. ACTOS SEXUALES CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS DE AGRAVACIÓN),2012-01-01,denuncia
CASANARE,Villanueva,85440000,NO REPORTADO,11/09/2011,FEMENINO,ADULTOS,1,ARTÍCULO 213. INDUCCIÓN A LA PROSTITUCIÓN,2011-11-09,denuncia
VALLE,Restrepo,76606000,NO REPORTADO,03/09/2011,FEMENINO,ADOLESCENTES,1,ARTÍCULO 218. PORNOGRAFÍA CON MENORES,2011-03-09,denuncia
MAGDALENA,Santa Marta (CT),47001000,NO REPORTADO,12/12/2011,FEMENINO,ADOLESCENTES,1,ARTÍCULO 211. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR (CIRCUNSTANCIAS AGRAVACIÓN,2011-12-12,denuncia
ATLÁNTICO,Malambo,8433000,NO REPORTADO,09/12/2011,MASCULINO,MENORES,1,ARTÍCULO 211. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS AGRAVACIÓN),2011-09-12,denuncia
BOGOTA,Bogotá D.C. (CT),11001000,NO REPORTADO,01/02/2011,FEMENINO,ADOLESCENTES,1,ARTÍCULO 213. INDUCCIÓN A LA PROSTITUCIÓN,2011-01-02,denuncia
HUILA,Neiva (CT),41001000,NO REPORTADO,01/01/2012,FEMENINO,ADULTOS,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2012-01-01,denuncia
CAQUETÁ,Florencia (CT),18001000,NO REPORTADO,12/12/2011,FEMENINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2011-12-12,denuncia
HUILA,Tello,41799000,NO REPORTADO,01/01/2012,FEMENINO,MENORES,1,ARTÍCULO 211. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS AGRAVACIÓN),2012-01-01,denuncia
NARIÑO,Pasto (CT),52001000,NO REPORTADO,05/04/2011,FEMENINO,ADOLESCENTES,1,ARTÍCULO 211. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS AGRAVACIÓN),2011-05-04,denuncia
NORTE DE SANTANDER,Chinácota,54172000,NO REPORTADO,01/09/2011,FEMENINO,ADULTOS,1,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,2011-01-09,denuncia
CAQUETÁ,Florencia (CT),18001000,NO REPORTADO,07/11/2011,FEMENINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2011-07-11,denuncia
MAGDALENA,Santa Marta (CT),47001000,NO REPORTADO,01/01/2012,FEMENINO,MENORES,1,ARTÍCULO 211. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS AGRAVACIÓN),2012-01-01,denuncia
SUCRE,Los Palmitos,70418002,NO REPORTADO,01/01/2012,FEMENINO,ADOLESCENTES,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,2012-01-01,denuncia
NARIÑO,Ipiales,52356000,NO REPORTADO,11/12/2011,FEMENINO,MENORES,1,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,2011-11-12,denuncia
CAQUETÁ,Florencia (CT),18001000,NO REPORTADO,01/10/2011,MASCULINO,MENORES,1,ARTÍCULO 211. ACTOS SEXUALES CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS DE AGRAVACIÓN),2011-01-10,denuncia
BOGOTA,Bogotá D.C. (CT),11001000,NO REPORTADO,03/02/2011,FEMENINO,ADULTOS,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2011-03-02,denuncia
BOGOTA,Bogotá D.C. (CT),11001000,NO REPORTADO,12/02/2011,FEMENINO,ADULTOS,1,ARTÍCULO 207. ACCESO CARNAL O ACTO SEXUAL EN PERSONA PUESTA EN INCAPACIDAD DE RESISTIR,2011-12-02,denuncia
SANTANDER,Bucaramanga (CT),68001000,NO REPORTADO,09/12/2011,FEMENINO,ADULTOS,1,ARTÍCULO 207. ACCESO CARNAL O ACTO SEXUAL EN PERSONA PUESTA EN INCAPACIDAD DE RESISTIR,2011-09-12,denuncia
NARIÑO,Pasto (CT),52001000,NO REPORTADO,01/01/2012,MASCULINO,ADULTOS,1,ARTÍCULO 207. ACCESO CARNAL O ACTO SEXUAL EN PERSONA PUESTA EN INCAPACIDAD DE RESISTIR,2012-01-01,denuncia
VALLE,Cali (CT),76001000,NO REPORTADO,11/12/2011,FEMENINO,ADULTOS,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2011-11-12,denuncia
NORTE DE SANTANDER,Ocaña,54498000,NO REPORTADO,01/06/2011,MASCULINO,ADULTOS,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2011-01-06,denuncia
CESAR,Valledupar (CT),20001000,NO REPORTADO,01/01/2012,FEMENINO,ADULTOS,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2012-01-01,denuncia
CASANARE,Yopal (CT),85001000,NO REPORTADO,12/12/2011,FEMENINO,ADULTOS,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2011-12-12,denuncia
BOGOTA,Bogotá D.C. (CT),11001000,NO REPORTADO,04/01/2012,FEMENINO,ADOLESCENTES,1,ARTÍCULO 211. ACTOS SEXUALES CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS DE AGRAVACIÓN),2012-04-01,denuncia
ARAUCA,Arauca (CT),81001000,NO REPORTADO,07/01/2012,FEMENINO,ADULTOS,1,ARTÍCULO 211. ACTOS SEXUALES CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS DE AGRAVACIÓN),2012-07-01,denuncia
RISARALDA,Pereira (CT),66001000,NO REPORTADO,06/01/2012,MASCULINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2012-06-01,denuncia
RISARALDA,Pereira (CT),66001000,NO REPORTADO,06/01/2012,FEMENINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2012-06-01,denuncia
ANTIOQUIA,Salgar,5642000,NO REPORTADO,09/01/2012,FEMENINO,ADULTOS,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2012-09-01,denuncia
RISARALDA,Pereira (CT),66001000,NO REPORTADO,09/01/2012,FEMENINO,ADULTOS,1,ARTÍCULO 211. ACTOS SEXUALES CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS DE AGRAVACIÓN),2012-09-01,denuncia
SANTANDER,Piedecuesta,68547000,NO REPORTADO,11/01/2012,FEMENINO,ADOLESCENTES,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2012-11-01,denuncia
BOGOTA,Bogotá D.C. (CT),11001000,NO REPORTADO,05/01/2012,FEMENINO,ADULTOS,1,ARTÍCULO 219 A. UTILIZACIÓN O FACILITACIÓN DE MEDIOS DE COMUNICACIÓN PARA OFRECER SERVICIOS SEXUALES DE MENORES,2012-05-01,denuncia
BOYACÁ,Maripí,15442000,NO REPORTADO,05/01/2012,FEMENINO,ADULTOS,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2012-05-01,denuncia
SUCRE,San Onofre,70713005,NO REPORTADO,11/01/2012,FEMENINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2012-11-01,denuncia
NARIÑO,San Andres de Tumaco,52835000,NO REPORTADO,10/09/2011,FEMENINO,ADULTOS,1,ARTÍCULO 207. ACCESO CARNAL O ACTO SEXUAL EN PERSONA PUESTA EN INCAPACIDAD DE RESISTIR,2011-10-09,denuncia
SUCRE,Sincelejo (CT),70001000,NO REPORTADO,05/01/2012,FEMENINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2012-05-01,denuncia
SUCRE,Santiago de Tolú,70820000,NO REPORTADO,01/01/2012,FEMENINO,MENORES,1,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,2012-01-01,denuncia
BOYACÁ,Duitama,15238000,NO REPORTADO,01/01/2012,FEMENINO,ADULTOS,1,ARTÍCULO 211. ACCESO CARNAL VIOLENTO (CIRCUNSTANCIAS AGRAVACIÓN),2012-01-01,denuncia
HUILA,Neiva (CT),41001000,NO REPORTADO,03/01/2012,FEMENINO,ADULTOS,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2012-03-01,denuncia
ANTIOQUIA,Itagui,5360000,NO REPORTADO,01/01/2012,MASCULINO,MENORES,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2012-01-01,denuncia
ANTIOQUIA,Itagui,5360000,NO REPORTADO,01/01/2012,FEMENINO,MENORES,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2012-01-01,denuncia
VALLE,Cali (CT),76001000,NO REPORTADO,08/01/2012,MASCULINO,ADOLESCENTES,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2012-08-01,denuncia
BOLÍVAR,Cartagena (CT),13001000,NO REPORTADO,11/01/2012,MASCULINO,MENORES,1,ARTÍCULO 211. ACTOS SEXUALES CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS DE AGRAVACIÓN),2012-11-01,denuncia
ANTIOQUIA,Apartadó,5045000,NO REPORTADO,10/01/2012,FEMENINO,ADULTOS,1,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,2012-10-01,denuncia
VALLE,Buenaventura,76109000,NO REPORTADO,06/01/2012,MASCULINO,ADULTOS,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2012-06-01,denuncia
