departamento,municipio,codigo_dane,armas_medios,fecha_hecho,genero,grupo_etario,cantidad,delito,fecha,tipo
VALLE,Cali (CT),76001000,NO REPORTADO,11/12/2014,MASCULINO,ADULTOS,1,ARTÍCULO 211. ACTOS SEXUALES CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS DE AGRAVACIÓN),2014-11-12,denuncia
ANTIOQUIA,Mutatá,5480000,NO REPORTADO,11/11/2014,FEMENINO,ADOLESCENTES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2014-11-11,denuncia
CASANARE,Aguazul,85010000,NO REPORTADO,11/01/2015,MASCULINO,ADOLESCENTES,1,ARTÍCULO 210 A. ACOSO SEXUAL,2015-11-01,denuncia
VALLE,Cali (CT),76001000,NO REPORTADO,09/01/2015,FEMENINO,ADULTOS,1,ARTÍCULO 210 A. ACOSO SEXUAL,2015-09-01,denuncia
SANTANDER,Floridablanca,68276000,NO REPORTADO,02/01/2015,FEMENINO,ADOLESCENTES,1,ARTÍCULO 213. INDUCCIÓN A LA PROSTITUCIÓN,2015-02-01,denuncia
SUCRE,Sampués,70670000,NO REPORTADO,01/12/2014,FEMENINO,ADULTOS,1,ARTÍCULO 210 A. ACOSO SEXUAL,2014-01-12,denuncia
BOGOTA,Bogotá D.C. (CT),11001000,NO REPORTADO,06/01/2015,FEMENINO,MENORES,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,2015-06-01,denuncia
NORTE DE SANTANDER,Cúcuta (CT),54001000,NO REPORTADO,03/01/2015,FEMENINO,ADULTOS,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2015-03-01,denuncia
ATLÁNTICO,Polonuevo,8558000,NO REPORTADO,12/01/2015,FEMENINO,ADOLESCENTES,1,ARTÍCULO 218. PORNOGRAFÍA CON MENORES,2015-12-01,denuncia
BOGOTA,Bogotá D.C. (CT),11001000,NO REPORTADO,09/11/2014,FEMENINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2014-09-11,denuncia
VALLE,Cali (CT),76001000,NO REPORTADO,01/12/2014,FEMENINO,ADULTOS,1,ARTÍCULO 210 A. ACOSO SEXUAL,2014-01-12,denuncia
SANTANDER,La Paz,68397000,NO REPORTADO,01/12/2014,FEMENINO,ADOLESCENTES,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,2014-01-12,denuncia
SANTANDER,Vélez,68861000,NO REPORTADO,09/12/2014,FEMENINO,ADULTOS,1,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,2014-09-12,denuncia
NARIÑO,Buesaco,52110000,NO REPORTADO,09/01/2015,FEMENINO,ADULTOS,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,2015-09-01,denuncia
SANTANDER,Pinchote,68549000,NO REPORTADO,02/02/2015,FEMENINO,ADULTOS,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,2015-02-02,denuncia
ANTIOQUIA,San Pedro de Urabá,5665000,NO REPORTADO,06/01/2015,FEMENINO,ADULTOS,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,2015-06-01,denuncia
VALLE,Cali (CT),76001000,NO REPORTADO,03/02/2015,FEMENINO,ADULTOS,1,ARTÍCULO 210 A. ACOSO SEXUAL,2015-03-02,denuncia
BOGOTA,Bogotá D.C. (CT),11001000,NO REPORTADO,05/02/2015,FEMENINO,ADULTOS,1,ARTÍCULO 207. ACCESO CARNAL O ACTO SEXUAL EN PERSONA PUESTA EN INCAPACIDAD DE RESISTIR,2015-05-02,denuncia
BOLÍVAR,El Carmen de Bolívar,13244000,NO REPORTADO,01/02/2015,FEMENINO,ADULTOS,1,ARTÍCULO 210 A. ACOSO SEXUAL,2015-01-02,denuncia
BOLÍVAR,El Carmen de Bolívar,13244000,NO REPORTADO,01/02/2015,FEMENINO,ADULTOS,1,ARTÍCULO 211. ACCESO CARNAL O ACTO SEXUAL EN PERSONA PUESTA EN INCAPACIDAD DE RESISTIR  (CIRCUNSTANC,2015-01-02,denuncia
VALLE,Candelaria,76130000,NO REPORTADO,05/01/2015,FEMENINO,ADULTOS,1,ARTÍCULO 213. INDUCCIÓN A LA PROSTITUCIÓN,2015-05-01,denuncia
BOGOTA,Bogotá D.C. (CT),11001000,NO REPORTADO,08/02/2015,FEMENINO,MENORES,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2015-08-02,denuncia
CÓRDOBA,Montería (CT),23001000,NO REPORTADO,05/01/2015,FEMENINO,ADULTOS,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,2015-05-01,denuncia
VALLE,Cali (CT),76001000,NO REPORTADO,04/01/2015,FEMENINO,ADOLESCENTES,1,ARTÍCULO 218. PORNOGRAFÍA CON MENORES,2015-04-01,denuncia
META,Puerto Concordia,50450000,NO REPORTADO,06/01/2015,FEMENINO,ADOLESCENTES,1,ARTÍCULO 218. PORNOGRAFÍA CON MENORES,2015-06-01,denuncia
SANTANDER,Bucaramanga (CT),68001000,NO REPORTADO,07/02/2015,FEMENINO,MENORES,1,ARTÍCULO 210 A. ACOSO SEXUAL,2015-07-02,denuncia
ANTIOQUIA,Turbo,5837000,NO REPORTADO,04/01/2015,FEMENINO,ADULTOS,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2015-04-01,denuncia
BOGOTA,Bogotá D.C. (CT),11001000,NO REPORTADO,08/02/2015,FEMENINO,ADULTOS,1,ARTÍCULO 210 A. ACOSO SEXUAL,2015-08-02,denuncia
BOGOTA,Bogotá D.C. (CT),11001000,NO REPORTADO,09/02/2015,FEMENINO,ADULTOS,1,ARTÍCULO 211. ACCESO CARNAL VIOLENTO (CIRCUNSTANCIAS AGRAVACIÓN),2015-09-02,denuncia
BOGOTA,Bogotá D.C. (CT),11001000,NO REPORTADO,03/02/2015,FEMENINO,ADULTOS,1,ARTÍCULO 218. PORNOGRAFÍA CON MENORES,2015-03-02,denuncia
BOGOTA,Bogotá D.C. (CT),11001000,NO REPORTADO,03/02/2015,MASCULINO,ADULTOS,1,ARTÍCULO 218. PORNOGRAFÍA CON MENORES,2015-03-02,denuncia
ANTIOQUIA,Carepa,5147000,NO REPORTADO,08/02/2015,FEMENINO,ADULTOS,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2015-08-02,denuncia
MAGDALENA,Santa Marta (CT),47001000,NO REPORTADO,01/01/2015,FEMENINO,MENORES,1,ARTÍCULO 219 A. UTILIZACIÓN O FACILITACIÓN DE MEDIOS DE COMUNICACIÓN PARA OFRECER SERVICIOS SEXUALES DE MENORES,2015-01-01,denuncia
MAGDALENA,Santa Marta (CT),47001000,NO REPORTADO,06/02/2015,MASCULINO,MENORES,1,ARTÍCULO 211. ACTOS SEXUALES CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS DE AGRAVACIÓN),2015-06-02,denuncia
NORTE DE SANTANDER,Cúcuta (CT),54001000,NO REPORTADO,06/02/2015,FEMENINO,ADOLESCENTES,1,ARTÍCULO 218. PORNOGRAFÍA CON MENORES,2015-06-02,denuncia
BOGOTA,Bogotá D.C. (CT),11001000,NO REPORTADO,10/02/2015,MASCULINO,ADOLESCENTES,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,2015-10-02,denuncia
BOGOTA,Bogotá D.C. (CT),11001000,NO REPORTADO,12/02/2015,FEMENINO,ADULTOS,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,2015-12-02,denuncia
NORTE DE SANTANDER,Cúcuta (CT),54001000,NO REPORTADO,10/02/2015,FEMENINO,ADULTOS,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2015-10-02,denuncia
BOGOTA,Bogotá D.C. (CT),11001000,NO REPORTADO,12/02/2015,FEMENINO,ADULTOS,1,ARTÍCULO 211. ACCESO CARNAL VIOLENTO (CIRCUNSTANCIAS AGRAVACIÓN),2015-12-02,denuncia
ATLÁNTICO,Barranquilla (CT),8001000,NO REPORTADO,04/02/2015,FEMENINO,ADULTOS,1,ARTÍCULO 210 A. ACOSO SEXUAL,2015-04-02,denuncia
ATLÁNTICO,Barranquilla (CT),8001000,NO REPORTADO,05/02/2015,MASCULINO,ADOLESCENTES,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,2015-05-02,denuncia
BOGOTA,Bogotá D.C. (CT),11001000,NO REPORTADO,04/02/2015,FEMENINO,ADULTOS,1,ARTÍCULO 210 A. ACOSO SEXUAL,2015-04-02,denuncia
NARIÑO,Belén,52083000,NO REPORTADO,05/02/2015,FEMENINO,ADULTOS,1,ARTÍCULO 210 A. ACOSO SEXUAL,2015-05-02,denuncia
ARAUCA,Cravo Norte,81220000,NO REPORTADO,11/02/2015,FEMENINO,ADULTOS,1,ARTÍCULO 218. PORNOGRAFÍA CON MENORES,2015-11-02,denuncia
BOGOTA,Bogotá D.C. (CT),11001000,NO REPORTADO,09/01/2015,FEMENINO,ADOLESCENTES,1,ARTÍCULO 211. ACCESO CARNAL O ACTO SEXUAL EN PERSONA PUESTA EN INCAPACIDAD DE RESISTIR  (CIRCUNSTANC,2015-09-01,denuncia
BOGOTA,Bogotá D.C. (CT),11001000,NO REPORTADO,01/01/2015,MASCULINO,ADULTOS,1,ARTÍCULO 211. ACTOS SEXUALES CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS DE AGRAVACIÓN),2015-01-01,denuncia
SANTANDER,Sabana de Torres,68655000,NO REPORTADO,09/02/2015,FEMENINO,ADULTOS,1,ARTÍCULO 210 A. ACOSO SEXUAL,2015-09-02,denuncia
BOGOTA,Bogotá D.C. (CT),11001000,NO REPORTADO,02/03/2015,FEMENINO,ADULTOS,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,2015-02-03,denuncia
BOGOTA,Bogotá D.C. (CT),11001000,NO REPORTADO,01/03/2015,FEMENINO,ADULTOS,1,ARTÍCULO 210 A. ACOSO SEXUAL,2015-01-03,denuncia
NORTE DE SANTANDER,Tibú,54810000,NO REPORTADO,07/02/2015,MASCULINO,ADULTOS,1,ARTÍCULO 213. INDUCCIÓN A LA PROSTITUCIÓN,2015-07-02,denuncia
ARAUCA,Saravena,81736000,NO REPORTADO,02/03/2015,FEMENINO,ADOLESCENTES,1,ARTÍCULO 213. INDUCCIÓN A LA PROSTITUCIÓN,2015-02-03,denuncia
BOGOTA,Bogotá D.C. (CT),11001000,NO REPORTADO,03/03/2015,MASCULINO,ADULTOS,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2015-03-03,denuncia
BOGOTA,Bogotá D.C. (CT),11001000,NO REPORTADO,04/03/2015,MASCULINO,ADOLESCENTES,1,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,2015-04-03,denuncia
MAGDALENA,Aracataca,47053000,NO REPORTADO,02/03/2015,FEMENINO,ADULTOS,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,2015-02-03,denuncia
BOGOTA,Bogotá D.C. (CT),11001000,NO REPORTADO,05/03/2015,FEMENINO,ADULTOS,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,2015-05-03,denuncia
VALLE,Cali (CT),76001000,NO REPORTADO,01/03/2015,FEMENINO,ADULTOS,1,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,2015-01-03,denuncia
VALLE,Cali (CT),76001000,NO REPORTADO,01/03/2015,FEMENINO,ADULTOS,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2015-01-03,denuncia
VALLE,Dagua,76233000,NO REPORTADO,06/03/2015,FEMENINO,ADOLESCENTES,1,ARTÍCULO 217. ESTÍMULO A LA PROSTITUCIÓN DE MENORES,2015-06-03,denuncia
ANTIOQUIA,Turbo,5837000,NO REPORTADO,01/03/2015,FEMENINO,ADOLESCENTES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2015-01-03,denuncia
ANTIOQUIA,Yarumal,5887000,NO REPORTADO,02/01/2015,FEMENINO,ADOLESCENTES,1,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,2015-02-01,denuncia
BOGOTA,Bogotá D.C. (CT),11001000,NO REPORTADO,08/03/2015,FEMENINO,ADULTOS,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,2015-08-03,denuncia
BOYACÁ,Chiquinquirá,15176000,NO REPORTADO,06/03/2015,FEMENINO,ADULTOS,1,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,2015-06-03,denuncia
VALLE,Yumbo,76892000,NO REPORTADO,05/02/2015,FEMENINO,ADULTOS,1,ARTÍCULO 214. CONSTREÑIMIENTO A LA PROSTITUCIÓN,2015-05-02,denuncia
BOYACÁ,Duitama,15238000,NO REPORTADO,07/03/2015,FEMENINO,ADULTOS,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2015-07-03,denuncia
BOGOTA,Bogotá D.C. (CT),11001000,NO REPORTADO,10/03/2015,FEMENINO,ADOLESCENTES,1,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,2015-10-03,denuncia
BOGOTA,Bogotá D.C. (CT),11001000,NO REPORTADO,10/03/2015,FEMENINO,ADULTOS,1,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,2015-10-03,denuncia
BOGOTA,Bogotá D.C. (CT),11001000,NO REPORTADO,06/01/2015,FEMENINO,ADULTOS,1,ARTÍCULO 211. ACTOS SEXUALES CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS DE AGRAVACIÓN),2015-06-01,denuncia
ANTIOQUIA,Olaya,5501000,NO REPORTADO,11/01/2015,FEMENINO,ADOLESCENTES,1,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,2015-11-01,denuncia
CHOCÓ,Quibdó (CT),27001000,NO REPORTADO,08/03/2015,FEMENINO,ADULTOS,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2015-08-03,denuncia
BOYACÁ,Umbita,15842000,NO REPORTADO,10/03/2015,FEMENINO,ADULTOS,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,2015-10-03,denuncia
VALLE,Yumbo,76892000,NO REPORTADO,07/03/2015,MASCULINO,ADULTOS,1,ARTÍCULO 210 A. ACOSO SEXUAL,2015-07-03,denuncia
NARIÑO,Ancuyá,52036000,NO REPORTADO,06/12/2014,FEMENINO,ADOLESCENTES,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,2014-06-12,denuncia
VALLE,Cali (CT),76001000,NO REPORTADO,10/02/2015,FEMENINO,ADOLESCENTES,1,ARTÍCULO 213. INDUCCIÓN A LA PROSTITUCIÓN,2015-10-02,denuncia
SANTANDER,Galán,68296000,NO REPORTADO,03/03/2015,FEMENINO,ADULTOS,1,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,2015-03-03,denuncia
ATLÁNTICO,Barranquilla (CT),8001000,NO REPORTADO,03/03/2015,FEMENINO,ADOLESCENTES,1,ARTÍCULO 213. INDUCCIÓN A LA PROSTITUCIÓN,2015-03-03,denuncia
SANTANDER,Sabana de Torres,68655000,NO REPORTADO,12/03/2015,FEMENINO,ADULTOS,1,ARTÍCULO 213. INDUCCIÓN A LA PROSTITUCIÓN,2015-12-03,denuncia
GUAVIARE,San José del Guaviare (CT),95001000,NO REPORTADO,01/03/2015,FEMENINO,ADULTOS,1,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,2015-01-03,denuncia
SANTANDER,San Vicente de Chucurí,68689000,NO REPORTADO,06/03/2015,FEMENINO,ADULTOS,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2015-06-03,denuncia
VALLE,Buenaventura,76109000,NO REPORTADO,05/03/2015,FEMENINO,MENORES,1,ARTÍCULO 211. ACTOS SEXUALES CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS DE AGRAVACIÓN),2015-05-03,denuncia
VALLE,Cali (CT),76001000,NO REPORTADO,03/02/2015,FEMENINO,ADOLESCENTES,1,ARTÍCULO 211. ACCESO CARNAL VIOLENTO (CIRCUNSTANCIAS AGRAVACIÓN),2015-03-02,denuncia
ANTIOQUIA,Turbo,5837000,NO REPORTADO,08/03/2015,FEMENINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2015-08-03,denuncia
ANTIOQUIA,Anorí,5040000,NO REPORTADO,02/04/2015,FEMENINO,ADULTOS,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,2015-02-04,denuncia
MAGDALENA,Fundación,47288000,NO REPORTADO,03/04/2015,FEMENINO,MENORES,1,ARTÍCULO 211. ACTOS SEXUALES CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS DE AGRAVACIÓN),2015-03-04,denuncia
CHOCÓ,Riosucio,27615000,NO REPORTADO,08/03/2015,FEMENINO,ADULTOS,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2015-08-03,denuncia
BOGOTA,Bogotá D.C. (CT),11001000,NO REPORTADO,08/04/2015,FEMENINO,MENORES,1,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,2015-08-04,denuncia
HUILA,Garzón,41298000,NO REPORTADO,07/04/2015,FEMENINO,ADOLESCENTES,1,ARTÍCULO 211. ACTOS SEXUALES CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS DE AGRAVACIÓN),2015-07-04,denuncia
GUAINÍA,Inírida (CT),94001000,NO REPORTADO,09/04/2015,MASCULINO,MENORES,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,2015-09-04,denuncia
ANTIOQUIA,Angostura,5038000,NO REPORTADO,07/02/2015,FEMENINO,ADULTOS,1,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,2015-07-02,denuncia
ANTIOQUIA,Betulia,5093000,NO REPORTADO,10/04/2015,FEMENINO,ADULTOS,1,ARTÍCULO 211. ACTOS SEXUALES CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS DE AGRAVACIÓN),2015-10-04,denuncia
SANTANDER,Floridablanca,68276000,NO REPORTADO,10/04/2015,MASCULINO,ADULTOS,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2015-10-04,denuncia
CUNDINAMARCA,Soacha,25754000,NO REPORTADO,08/04/2015,FEMENINO,ADULTOS,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2015-08-04,denuncia
CHOCÓ,Tadó,27787000,NO REPORTADO,05/03/2015,FEMENINO,ADOLESCENTES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2015-05-03,denuncia
VALLE,Tuluá,76834000,NO REPORTADO,09/04/2015,FEMENINO,ADOLESCENTES,1,ARTÍCULO 219 A. UTILIZACIÓN O FACILITACIÓN DE MEDIOS DE COMUNICACIÓN PARA OFRECER SERVICIOS SEXUALES DE MENORES,2015-09-04,denuncia
ANTIOQUIA,La Pintada,5390000,NO REPORTADO,06/04/2015,FEMENINO,ADULTOS,1,ARTÍCULO 211. ACCESO CARNAL VIOLENTO (CIRCUNSTANCIAS AGRAVACIÓN),2015-06-04,denuncia
GUAINÍA,Inírida (CT),94001000,NO REPORTADO,12/04/2015,FEMENINO,ADULTOS,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,2015-12-04,denuncia
ANTIOQUIA,Yarumal,5887000,NO REPORTADO,02/03/2015,FEMENINO,ADULTOS,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,2015-02-03,denuncia
ANTIOQUIA,Yarumal,5887000,NO REPORTADO,01/01/2015,FEMENINO,MENORES,1,ARTÍCULO 211. ACTOS SEXUALES CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS DE AGRAVACIÓN),2015-01-01,denuncia
ANTIOQUIA,Apartadó,5045000,NO REPORTADO,04/03/2015,FEMENINO,ADULTOS,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2015-04-03,denuncia
MAGDALENA,Santa Marta (CT),47001000,NO REPORTADO,10/04/2015,FEMENINO,ADULTOS,1,ARTÍCULO 210 A. ACOSO SEXUAL,2015-10-04,denuncia
VALLE,Cartago,76147000,NO REPORTADO,12/04/2015,FEMENINO,ADULTOS,1,ARTÍCULO 211. ACCESO CARNAL O ACTO SEXUAL EN PERSONA PUESTA EN INCAPACIDAD DE RESISTIR  (CIRCUNSTANC,2015-12-04,denuncia
MAGDALENA,Sitionuevo,47745000,NO REPORTADO,07/04/2015,FEMENINO,ADOLESCENTES,1,ARTÍCULO 211. ACTOS SEXUALES CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS DE AGRAVACIÓN),2015-07-04,denuncia
SANTANDER,Cimitarra,68190000,NO REPORTADO,06/03/2015,FEMENINO,MENORES,1,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,2015-06-03,denuncia
SANTANDER,Cimitarra,68190000,NO REPORTADO,01/03/2015,FEMENINO,ADULTOS,1,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,2015-01-03,denuncia
SANTANDER,Cimitarra,68190000,NO REPORTADO,07/03/2015,FEMENINO,ADULTOS,1,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,2015-07-03,denuncia
SANTANDER,Landázuri,68385000,NO REPORTADO,01/02/2015,FEMENINO,ADOLESCENTES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2015-01-02,denuncia
SANTANDER,San Vicente de Chucurí,68689012,NO REPORTADO,07/02/2015,FEMENINO,ADULTOS,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2015-07-02,denuncia
SANTANDER,San Vicente de Chucurí,68689000,NO REPORTADO,07/02/2015,FEMENINO,MENORES,1,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,2015-07-02,denuncia
ANTIOQUIA,Betulia,5093000,NO REPORTADO,01/05/2015,MASCULINO,ADULTOS,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2015-01-05,denuncia
BOYACÁ,Belén,15087000,NO REPORTADO,09/04/2015,FEMENINO,ADOLESCENTES,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2015-09-04,denuncia
BOGOTA,Bogotá D.C. (CT),11001000,NO REPORTADO,02/05/2015,FEMENINO,ADULTOS,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2015-02-05,denuncia
BOGOTA,Bogotá D.C. (CT),11001000,NO REPORTADO,03/05/2015,FEMENINO,ADULTOS,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,2015-03-05,denuncia
CAUCA,Popayán (CT),19001000,NO REPORTADO,02/05/2015,FEMENINO,ADULTOS,1,ARTÍCULO 211. ACTOS SEXUALES CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS DE AGRAVACIÓN),2015-02-05,denuncia
SANTANDER,Bucaramanga (CT),68001000,NO REPORTADO,03/05/2015,FEMENINO,ADULTOS,1,ARTÍCULO 217. ESTÍMULO A LA PROSTITUCIÓN DE MENORES,2015-03-05,denuncia
QUINDÍO,Armenia (CT),63001000,NO REPORTADO,01/05/2015,MASCULINO,ADULTOS,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,2015-01-05,denuncia
CESAR,Valledupar (CT),20001000,NO REPORTADO,04/05/2015,FEMENINO,ADOLESCENTES,1,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,2015-04-05,denuncia
CESAR,Valledupar (CT),20001000,NO REPORTADO,04/05/2015,MASCULINO,ADOLESCENTES,1,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,2015-04-05,denuncia
ANTIOQUIA,Amagá,5030000,NO REPORTADO,06/02/2015,FEMENINO,ADULTOS,1,ARTÍCULO 210 A. ACOSO SEXUAL,2015-06-02,denuncia
ANTIOQUIA,Amagá,5030000,NO REPORTADO,08/03/2015,FEMENINO,ADULTOS,1,ARTÍCULO 211. ACCESO CARNAL VIOLENTO (CIRCUNSTANCIAS AGRAVACIÓN),2015-08-03,denuncia
BOGOTA,Bogotá D.C. (CT),11001000,NO REPORTADO,05/05/2015,FEMENINO,ADULTOS,1,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,2015-05-05,denuncia
VALLE,Cartago,76147000,NO REPORTADO,05/05/2015,FEMENINO,ADULTOS,1,ARTÍCULO 211. ACTOS SEXUALES CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS DE AGRAVACIÓN),2015-05-05,denuncia
BOGOTA,Bogotá D.C. (CT),11001000,NO REPORTADO,06/05/2015,FEMENINO,MENORES,1,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,2015-06-05,denuncia
ANTIOQUIA,Liborina,5411000,NO REPORTADO,09/02/2015,MASCULINO,ADULTOS,1,ARTÍCULO 211. ACTOS SEXUALES CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS DE AGRAVACIÓN),2015-09-02,denuncia
ANTIOQUIA,San Jerónimo,5656000,NO REPORTADO,04/03/2015,FEMENINO,ADULTOS,1,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,2015-04-03,denuncia
ANTIOQUIA,Chigorodó,5172000,NO REPORTADO,04/04/2015,MASCULINO,ADOLESCENTES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2015-04-04,denuncia
ANTIOQUIA,Cáceres,5120000,NO REPORTADO,09/03/2015,FEMENINO,ADULTOS,1,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,2015-09-03,denuncia
VALLE,Cali (CT),76001000,NO REPORTADO,09/05/2015,FEMENINO,ADOLESCENTES,1,ARTÍCULO 217. ESTÍMULO A LA PROSTITUCIÓN DE MENORES,2015-09-05,denuncia
ANTIOQUIA,Caucasia,5154000,NO REPORTADO,12/02/2015,FEMENINO,MENORES,1,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,2015-12-02,denuncia
ANTIOQUIA,Caucasia,5154000,NO REPORTADO,05/04/2015,FEMENINO,ADULTOS,1,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,2015-05-04,denuncia
BOLÍVAR,Arjona,13052000,NO REPORTADO,10/05/2015,FEMENINO,ADOLESCENTES,1,ARTÍCULO 211. ACTOS SEXUALES CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS DE AGRAVACIÓN),2015-10-05,denuncia
SANTANDER,Concepción,68207000,NO REPORTADO,12/03/2015,FEMENINO,ADULTOS,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,2015-12-03,denuncia
TOLIMA,Rovira,73624000,NO REPORTADO,07/05/2015,FEMENINO,ADOLESCENTES,1,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,2015-07-05,denuncia
ANTIOQUIA,Caucasia,5154000,NO REPORTADO,03/02/2015,FEMENINO,ADULTOS,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,2015-03-02,denuncia
ANTIOQUIA,El Bagre,5250000,NO REPORTADO,01/03/2015,FEMENINO,ADULTOS,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,2015-01-03,denuncia
