departamento,municipio,codigo_dane,armas_medios,fecha_hecho,genero,grupo_etario,tipo_de_hurto,cantidad,fecha,tipo
QUINDÍO,Calarca,63130000,NO REPORTADO,09/02/2015,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2015-09-02,hurto
SANTANDER,Vélez,68861000,NO REPORTADO,10/12/2014,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2014-10-12,hurto
META,Villavicencio (CT),50001000,NO REPORTADO,09/02/2015,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2015-09-02,hurto
ANTIOQUIA,Caucasia,5154000,NO REPORTADO,12/01/2015,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2015-12-01,hurto
NARIÑO,Ipiales,52356000,NO REPORTADO,05/02/2015,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2015-05-02,hurto
NARIÑO,Ipiales,52356000,NO REPORTADO,03/02/2015,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2015-03-02,hurto
NARIÑO,Ipiales,52356000,NO REPORTADO,04/02/2015,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2015-04-02,hurto
META,Villavicencio (CT),50001000,NO REPORTADO,08/02/2015,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2015-08-02,hurto
BOLÍVAR,Mompós,13468000,NO REPORTADO,08/08/2015,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2015-08-08,hurto
ANTIOQUIA,Sabaneta,5631000,NO REPORTADO,12/09/2015,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2015-12-09,hurto
NORTE DE SANTANDER,San Cayetano,54673000,NO REPORTADO,02/09/2015,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2015-02-09,hurto
ATLÁNTICO,Barranquilla (CT),8001000,NO REPORTADO,03/08/2015,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2015-03-08,hurto
ATLÁNTICO,Barranquilla (CT),8001000,NO REPORTADO,01/08/2015,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2015-01-08,hurto
QUINDÍO,Armenia (CT),63001000,NO REPORTADO,04/11/2015,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2015-04-11,hurto
ANTIOQUIA,Medellín (CT),5001000,NO REPORTADO,07/11/2015,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2015-07-11,hurto
NORTE DE SANTANDER,Cúcuta (CT),54001000,NO REPORTADO,10/11/2015,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2015-10-11,hurto
QUINDÍO,Armenia (CT),63001000,NO REPORTADO,02/11/2015,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2015-02-11,hurto
NARIÑO,Cuaspud,52224000,NO REPORTADO,07/04/2014,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2014-07-04,hurto
BOGOTA,Bogotá D.C. (CT),11001000,NO REPORTADO,08/04/2014,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2014-08-04,hurto
ANTIOQUIA,Medellín (CT),5001000,NO REPORTADO,08/04/2014,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2014-08-04,hurto
META,Villavicencio (CT),50001000,NO REPORTADO,01/03/2014,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2014-01-03,hurto
SUCRE,Sincelejo (CT),70001000,NO REPORTADO,03/04/2014,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2014-03-04,hurto
ANTIOQUIA,Bello,5088000,NO REPORTADO,07/04/2014,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2014-07-04,hurto
ATLÁNTICO,Malambo,8433000,NO REPORTADO,04/04/2014,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2014-04-04,hurto
ANTIOQUIA,Medellín (CT),5001000,NO REPORTADO,02/04/2014,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2014-02-04,hurto
NORTE DE SANTANDER,Ocaña,54498000,NO REPORTADO,02/01/2014,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2014-02-01,hurto
CAUCA,Puerto Tejada,19573000,NO REPORTADO,09/01/2014,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2014-09-01,hurto
MAGDALENA,Zona Bananera,47980000,NO REPORTADO,01/01/2014,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2014-01-01,hurto
NARIÑO,Pasto (CT),52001000,NO REPORTADO,11/03/2014,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2014-11-03,hurto
ANTIOQUIA,Envigado,5266000,NO REPORTADO,08/04/2014,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2014-08-04,hurto
ANTIOQUIA,Medellín (CT),5001000,NO REPORTADO,09/04/2014,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2014-09-04,hurto
CAUCA,Santander de Quilichao,19698000,NO REPORTADO,05/01/2014,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2014-05-01,hurto
MAGDALENA,Fundación,47288000,NO REPORTADO,04/01/2014,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2014-04-01,hurto
CAUCA,Popayán (CT),19001000,NO REPORTADO,10/01/2014,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2014-10-01,hurto
CÓRDOBA,Montelíbano,23466000,NO REPORTADO,12/01/2014,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2014-12-01,hurto
NARIÑO,Pasto (CT),52001000,NO REPORTADO,02/01/2014,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2014-02-01,hurto
BOGOTA,Bogotá D.C. (CT),11001000,NO REPORTADO,04/06/2014,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2014-04-06,hurto
BOGOTA,Bogotá D.C. (CT),11001000,NO REPORTADO,10/02/2014,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2014-10-02,hurto
BOGOTA,Bogotá D.C. (CT),11001000,NO REPORTADO,11/06/2014,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2014-11-06,hurto
NORTE DE SANTANDER,Villa del Rosario,54874000,NO REPORTADO,08/02/2014,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2014-08-02,hurto
NORTE DE SANTANDER,Cúcuta (CT),54001000,NO REPORTADO,01/02/2014,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2014-01-02,hurto
NARIÑO,San Andres de Tumaco,52835000,NO REPORTADO,11/05/2014,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2014-11-05,hurto
BOLÍVAR,Cartagena (CT),13001000,NO REPORTADO,06/06/2014,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2014-06-06,hurto
META,Cumaral,50226000,NO REPORTADO,05/06/2014,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2014-05-06,hurto
NORTE DE SANTANDER,Cúcuta (CT),54001000,NO REPORTADO,03/02/2014,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2014-03-02,hurto
NORTE DE SANTANDER,Cúcuta (CT),54001000,NO REPORTADO,01/02/2014,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2014-01-02,hurto
BOLÍVAR,Cartagena (CT),13001000,NO REPORTADO,07/01/2014,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2014-07-01,hurto
ANTIOQUIA,Medellín (CT),5001000,NO REPORTADO,07/01/2014,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2014-07-01,hurto
META,Cumaral,50226000,NO REPORTADO,07/06/2014,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2014-07-06,hurto
NORTE DE SANTANDER,Cúcuta (CT),54001000,NO REPORTADO,07/06/2014,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2014-07-06,hurto
META,Villavicencio (CT),50001000,NO REPORTADO,06/02/2014,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2014-06-02,hurto
META,Villavicencio (CT),50001000,NO REPORTADO,09/02/2014,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2014-09-02,hurto
BOGOTA,Bogotá D.C. (CT),11001000,NO REPORTADO,03/07/2014,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2014-03-07,hurto
CÓRDOBA,Planeta Rica,23555000,NO REPORTADO,02/02/2014,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2014-02-02,hurto
NORTE DE SANTANDER,Cúcuta (CT),54001000,NO REPORTADO,08/02/2014,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2014-08-02,hurto
NORTE DE SANTANDER,Cúcuta (CT),54001000,NO REPORTADO,01/07/2014,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2014-01-07,hurto
NORTE DE SANTANDER,Cúcuta (CT),54001000,NO REPORTADO,02/07/2014,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2014-02-07,hurto
NORTE DE SANTANDER,Cúcuta (CT),54001000,NO REPORTADO,05/07/2014,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2014-05-07,hurto
ANTIOQUIA,Medellín (CT),5001000,NO REPORTADO,04/04/2014,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2014-04-04,hurto
BOGOTA,Bogotá D.C. (CT),11001000,NO REPORTADO,06/07/2014,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2014-06-07,hurto
META,Villavicencio (CT),50001000,NO REPORTADO,04/07/2014,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2014-04-07,hurto
CUNDINAMARCA,Fusagasugá,25290000,NO REPORTADO,06/06/2014,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2014-06-06,hurto
META,Villavicencio (CT),50001000,NO REPORTADO,03/07/2014,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2014-03-07,hurto
CUNDINAMARCA,Fusagasugá,25290000,NO REPORTADO,06/03/2014,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2014-06-03,hurto
BOLÍVAR,Cartagena (CT),13001000,NO REPORTADO,10/03/2014,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2014-10-03,hurto
ATLÁNTICO,Soledad,8758000,NO REPORTADO,06/07/2014,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2014-06-07,hurto
META,Villavicencio (CT),50001000,NO REPORTADO,01/07/2014,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2014-01-07,hurto
META,Villavicencio (CT),50001000,NO REPORTADO,05/07/2014,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2014-05-07,hurto
NARIÑO,San Andres de Tumaco,52835000,NO REPORTADO,02/07/2014,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2014-02-07,hurto
ATLÁNTICO,Malambo,8433000,NO REPORTADO,10/05/2014,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2014-10-05,hurto
ARAUCA,Arauquita,81065000,NO REPORTADO,09/07/2014,MASCULINO,ADOLESCENTES,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2014-09-07,hurto
NORTE DE SANTANDER,Cúcuta (CT),54001000,NO REPORTADO,09/07/2014,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2014-09-07,hurto
BOGOTA,Bogotá D.C. (CT),11001000,NO REPORTADO,10/05/2014,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2014-10-05,hurto
BOGOTA,Bogotá D.C. (CT),11001000,NO REPORTADO,12/05/2014,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2014-12-05,hurto
META,Villavicencio (CT),50001000,NO REPORTADO,02/07/2014,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2014-02-07,hurto
ATLÁNTICO,Barranquilla (CT),8001000,NO REPORTADO,08/07/2014,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2014-08-07,hurto
ATLÁNTICO,Barranquilla (CT),8001000,NO REPORTADO,03/07/2014,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2014-03-07,hurto
BOGOTA,Bogotá D.C. (CT),11001000,NO REPORTADO,06/07/2014,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2014-06-07,hurto
BOGOTA,Bogotá D.C. (CT),11001000,NO REPORTADO,07/07/2014,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2014-07-07,hurto
NORTE DE SANTANDER,Los Patios,54405000,NO REPORTADO,09/07/2014,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2014-09-07,hurto
ATLÁNTICO,Barranquilla (CT),8001000,NO REPORTADO,10/07/2014,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2014-10-07,hurto
NORTE DE SANTANDER,Cúcuta (CT),54001000,NO REPORTADO,09/08/2014,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2014-09-08,hurto
ANTIOQUIA,Medellín (CT),5001000,NO REPORTADO,04/08/2014,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2014-04-08,hurto
ANTIOQUIA,Medellín (CT),5001000,NO REPORTADO,05/08/2014,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2014-05-08,hurto
ANTIOQUIA,Medellín (CT),5001000,NO REPORTADO,04/08/2014,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2014-04-08,hurto
ANTIOQUIA,Envigado,5266000,NO REPORTADO,04/08/2014,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2014-04-08,hurto
META,Villavicencio (CT),50001000,NO REPORTADO,12/08/2014,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2014-12-08,hurto
HUILA,Yaguará,41885000,NO REPORTADO,09/08/2014,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2014-09-08,hurto
BOGOTA,Bogotá D.C. (CT),11001000,NO REPORTADO,04/08/2014,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2014-04-08,hurto
BOLÍVAR,Cartagena (CT),13001000,NO REPORTADO,06/08/2014,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2014-06-08,hurto
NORTE DE SANTANDER,Cúcuta (CT),54001000,NO REPORTADO,05/08/2014,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2014-05-08,hurto
MAGDALENA,Santa Marta (CT),47001000,NO REPORTADO,02/03/2015,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2015-02-03,hurto
QUINDÍO,Armenia (CT),63001000,NO REPORTADO,07/02/2015,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2015-07-02,hurto
ANTIOQUIA,Chigorodó,5172000,NO REPORTADO,04/02/2015,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2015-04-02,hurto
CAQUETÁ,Florencia (CT),18001000,NO REPORTADO,03/01/2015,MASCULINO,ADOLESCENTES,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2015-03-01,hurto
META,Acacías,50006000,NO REPORTADO,09/02/2015,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2015-09-02,hurto
NARIÑO,Pasto (CT),52001000,NO REPORTADO,08/04/2015,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2015-08-04,hurto
ANTIOQUIA,Valdivia,5854000,NO REPORTADO,07/02/2015,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2015-07-02,hurto
NORTE DE SANTANDER,Cúcuta (CT),54001000,NO REPORTADO,10/04/2015,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2015-10-04,hurto
ANTIOQUIA,Medellín (CT),5001000,NO REPORTADO,07/04/2015,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2015-07-04,hurto
CESAR,Chiriguaná,20178000,NO REPORTADO,04/04/2015,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2015-04-04,hurto
ANTIOQUIA,Medellín (CT),5001000,NO REPORTADO,11/04/2015,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2015-11-04,hurto
ANTIOQUIA,Medellín (CT),5001000,NO REPORTADO,08/04/2015,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2015-08-04,hurto
HUILA,Pitalito,41551000,NO REPORTADO,12/04/2015,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2015-12-04,hurto
CUNDINAMARCA,Sopó,25758000,NO REPORTADO,11/04/2015,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2015-11-04,hurto
QUINDÍO,Armenia (CT),63001000,NO REPORTADO,09/04/2015,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2015-09-04,hurto
META,Villavicencio (CT),50001000,NO REPORTADO,06/05/2015,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2015-06-05,hurto
ANTIOQUIA,Caucasia,5154000,NO REPORTADO,03/02/2015,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2015-03-02,hurto
ANTIOQUIA,Caucasia,5154000,NO REPORTADO,10/02/2015,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2015-10-02,hurto
ANTIOQUIA,Medellín (CT),5001000,NO REPORTADO,07/10/2015,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2015-07-10,hurto
ANTIOQUIA,Medellín (CT),5001000,NO REPORTADO,10/10/2015,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2015-10-10,hurto
ATLÁNTICO,Barranquilla (CT),8001000,NO REPORTADO,08/09/2015,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2015-08-09,hurto
VAUPÉS,Mitú (CT),97001000,NO REPORTADO,10/10/2015,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2015-10-10,hurto
BOLÍVAR,Cartagena (CT),13001000,NO REPORTADO,03/08/2014,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2014-03-08,hurto
META,Acacías,50006000,NO REPORTADO,09/08/2014,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2014-09-08,hurto
BOGOTA,Bogotá D.C. (CT),11001000,NO REPORTADO,04/08/2014,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2014-04-08,hurto
CALDAS,La Dorada,17380000,NO REPORTADO,12/06/2014,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2014-12-06,hurto
CASANARE,Yopal (CT),85001000,NO REPORTADO,08/08/2014,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2014-08-08,hurto
BOGOTA,Bogotá D.C. (CT),11001000,NO REPORTADO,08/08/2014,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2014-08-08,hurto
NORTE DE SANTANDER,Cúcuta (CT),54001000,NO REPORTADO,11/08/2014,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2014-11-08,hurto
CASANARE,Yopal (CT),85001000,NO REPORTADO,09/08/2014,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2014-09-08,hurto
CASANARE,Yopal (CT),85001000,NO REPORTADO,11/08/2014,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2014-11-08,hurto
META,Acacías,50006000,NO REPORTADO,12/08/2014,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2014-12-08,hurto
CASANARE,Yopal (CT),85001000,NO REPORTADO,12/08/2014,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2014-12-08,hurto
BOLÍVAR,Cartagena (CT),13001000,NO REPORTADO,05/09/2014,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2014-05-09,hurto
SANTANDER,Bucaramanga (CT),68001000,NO REPORTADO,12/09/2014,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2014-12-09,hurto
BOGOTA,Bogotá D.C. (CT),11001000,NO REPORTADO,11/09/2014,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2014-11-09,hurto
SANTANDER,Floridablanca,68276000,NO REPORTADO,08/09/2014,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2014-08-09,hurto
BOLÍVAR,Cartagena (CT),13001000,NO REPORTADO,07/09/2014,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2014-07-09,hurto
META,Villavicencio (CT),50001000,NO REPORTADO,04/09/2014,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2014-04-09,hurto
SUCRE,Ovejas,70508000,NO REPORTADO,01/07/2014,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2014-01-07,hurto
ATLÁNTICO,Sabanalarga,8638000,NO REPORTADO,09/10/2014,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2014-09-10,hurto
ATLÁNTICO,Puerto Colombia,8573000,NO REPORTADO,03/10/2014,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2014-03-10,hurto
ANTIOQUIA,Medellín (CT),5001000,NO REPORTADO,01/10/2014,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2014-01-10,hurto
META,Acacías,50006000,NO REPORTADO,05/10/2014,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2014-05-10,hurto
CALDAS,Palestina,17524000,NO REPORTADO,04/08/2014,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2014-04-08,hurto
ANTIOQUIA,Medellín (CT),5001000,NO REPORTADO,08/10/2014,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2014-08-10,hurto
NORTE DE SANTANDER,Cúcuta (CT),54001000,NO REPORTADO,01/10/2014,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2014-01-10,hurto
CASANARE,Yopal (CT),85001000,NO REPORTADO,01/07/2014,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2014-01-07,hurto
NORTE DE SANTANDER,Cúcuta (CT),54001000,NO REPORTADO,02/10/2014,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2014-02-10,hurto
NORTE DE SANTANDER,Cúcuta (CT),54001000,NO REPORTADO,02/10/2014,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2014-02-10,hurto
ANTIOQUIA,Medellín (CT),5001000,NO REPORTADO,03/10/2014,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2014-03-10,hurto
ANTIOQUIA,Medellín (CT),5001000,NO REPORTADO,03/10/2014,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2014-03-10,hurto
BOGOTA,Bogotá D.C. (CT),11001000,NO REPORTADO,06/10/2014,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2014-06-10,hurto
CHOCÓ,Quibdó (CT),27001000,NO REPORTADO,10/10/2014,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2014-10-10,hurto
NARIÑO,San Andres de Tumaco,52835000,NO REPORTADO,05/10/2014,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2014-05-10,hurto
META,Villavicencio (CT),50001000,NO REPORTADO,01/10/2014,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2014-01-10,hurto
MAGDALENA,Santa Marta (CT),47001000,NO REPORTADO,06/10/2014,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2014-06-10,hurto
RISARALDA,Pereira (CT),66001000,NO REPORTADO,10/11/2014,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2014-10-11,hurto
SANTANDER,Matanza,68444000,NO REPORTADO,12/10/2014,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2014-12-10,hurto
ANTIOQUIA,Medellín (CT),5001000,NO REPORTADO,03/11/2014,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2014-03-11,hurto
RISARALDA,Pereira (CT),66001000,NO REPORTADO,02/11/2014,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2014-02-11,hurto
RISARALDA,Pereira (CT),66001000,NO REPORTADO,04/11/2014,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2014-04-11,hurto
ANTIOQUIA,Medellín (CT),5001000,NO REPORTADO,05/11/2014,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2014-05-11,hurto
PUTUMAYO,Villagarzón,86885000,NO REPORTADO,08/11/2014,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2014-08-11,hurto
