fecha_hecho,cod_depto,departamento,cod_muni,municipio,zona,sexo,arma_medio,_modalidad_presunta,spoa_caracterizacion,cantidad,FECHA,ANO,MES
2003-01-12,66,RISARALDA,66594,QUINCHIA,RURAL,MASCULINO,ARMA DE FUEGO,NO REPORTADA,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-12,2003,1
2003-01-12,68,SANTANDER,68081,BARRANCABERMEJA,URBANA,MASCULINO,ARMA DE FUEGO,NO REPORTADA,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-12,2003,1
2003-01-12,68,SANTANDER,68001,BUCARAMANGA,URBANA,MASCULINO,ARMA DE FUEGO,NO REPORTADA,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-12,2003,1
2003-01-12,68,SANTANDER,68418,LOS SANTOS,URBANA,MASCULINO,ARMA BLANCA / CORTOPUNZANTE,RIÑAS,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-12,2003,1
2003-01-12,70,SUCRE,70820,SANTIAGO DE TOLU,RURAL,MASCULINO,ARMA DE FUEGO,NO REPORTADA,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-12,2003,1
2003-01-12,73,TOLIMA,73124,CAJAMARCA,URBANA,MASCULINO,ARMA DE FUEGO,AGRESION,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-12,2003,1
2003-01-12,73,TOLIMA,73001,IBAGUE,URBANA,MASCULINO,NO REPORTADO,NO REPORTADA,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-12,2003,1
2003-01-12,73,TOLIMA,73001,IBAGUE,URBANA,MASCULINO,ARMA DE FUEGO,ATRACO,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-12,2003,1
2003-01-12,73,TOLIMA,73861,VENADILLO,URBANA,MASCULINO,ARMA DE FUEGO,AGRESION,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-12,2003,1
2003-01-12,76,VALLE DEL CAUCA,76036,ANDALUCIA,URBANA,MASCULINO,ARMA DE FUEGO,NO REPORTADA,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-12,2003,1
2003-01-12,76,VALLE DEL CAUCA,76041,ANSERMANUEVO,URBANA,MASCULINO,ARMA DE FUEGO,NO REPORTADA,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-12,2003,1
2003-01-12,76,VALLE DEL CAUCA,76109,BUENAVENTURA,URBANA,MASCULINO,ARMA DE FUEGO,NO REPORTADA,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-12,2003,1
2003-01-12,76,VALLE DEL CAUCA,76001,CALI,URBANA,MASCULINO,ARMA DE FUEGO,ATRACO,HOMICIDIO INTENCIONAL O CON DOLO,2,2003-01-12,2003,1
2003-01-12,76,VALLE DEL CAUCA,76001,CALI,URBANA,MASCULINO,ARMA DE FUEGO,NO REPORTADA,HOMICIDIO INTENCIONAL O CON DOLO,5,2003-01-12,2003,1
2003-01-12,76,VALLE DEL CAUCA,76001,CALI,URBANA,MASCULINO,ARMA BLANCA / CORTOPUNZANTE,NO REPORTADA,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-12,2003,1
2003-01-12,76,VALLE DEL CAUCA,76563,PRADERA,RURAL,MASCULINO,ARMA DE FUEGO,NO REPORTADA,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-12,2003,1
2003-01-12,76,VALLE DEL CAUCA,76563,PRADERA,RURAL,FEMENINO,ARMA DE FUEGO,NO REPORTADA,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-12,2003,1
2003-01-12,76,VALLE DEL CAUCA,76563,PRADERA,RURAL,MASCULINO,NO REPORTADO,NO REPORTADA,HOMICIDIO INTENCIONAL O CON DOLO,2,2003-01-12,2003,1
2003-01-12,76,VALLE DEL CAUCA,76736,SEVILLA,RURAL,MASCULINO,ARMA DE FUEGO,NO REPORTADA,HOMICIDIO INTENCIONAL O CON DOLO,3,2003-01-12,2003,1
2003-01-12,76,VALLE DEL CAUCA,76834,TULUA,URBANA,MASCULINO,ARMA DE FUEGO,NO REPORTADA,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-12,2003,1
2003-01-13,05,ANTIOQUIA,05088,BELLO,URBANA,MASCULINO,ARMA DE FUEGO,NO REPORTADA,HOMICIDIO INTENCIONAL O CON DOLO,2,2003-01-13,2003,1
2003-01-13,05,ANTIOQUIA,05129,CALDAS,RURAL,MASCULINO,ARMA DE FUEGO,NO REPORTADA,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-13,2003,1
2003-01-13,05,ANTIOQUIA,05360,ITAGUI,URBANA,FEMENINO,ARMA BLANCA / CORTOPUNZANTE,NO REPORTADA,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-13,2003,1
2003-01-13,05,ANTIOQUIA,05001,MEDELLIN,URBANA,FEMENINO,ARMA DE FUEGO,SICARIATO,HOMICIDIO INTENCIONAL O CON DOLO,2,2003-01-13,2003,1
2003-01-13,05,ANTIOQUIA,05001,MEDELLIN,URBANA,MASCULINO,ARMA DE FUEGO,NO REPORTADA,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-13,2003,1
2003-01-13,05,ANTIOQUIA,05001,MEDELLIN,URBANA,MASCULINO,ARMA DE FUEGO,SICARIATO,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-13,2003,1
2003-01-13,05,ANTIOQUIA,05541,PEÑOL,RURAL,MASCULINO,ARMA DE FUEGO,NO REPORTADA,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-13,2003,1
2003-01-13,81,ARAUCA,81794,TAME,URBANA,MASCULINO,ARMA DE FUEGO,ATACADOS POR SUBVERSION,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-13,2003,1
2003-01-13,08,ATLANTICO,08001,BARRANQUILLA,URBANA,MASCULINO,ARMA DE FUEGO,NO REPORTADA,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-13,2003,1
2003-01-13,11,BOGOTA D.C.,11001,BOGOTA D.C.,URBANA,MASCULINO,ARMA DE FUEGO,ATRACO,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-13,2003,1
2003-01-13,11,BOGOTA D.C.,11001,BOGOTA D.C.,URBANA,MASCULINO,ARMA DE FUEGO,NO REPORTADA,HOMICIDIO INTENCIONAL O CON DOLO,4,2003-01-13,2003,1
2003-01-13,11,BOGOTA D.C.,11001,BOGOTA D.C.,URBANA,MASCULINO,ARMA BLANCA / CORTOPUNZANTE,NO REPORTADA,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-13,2003,1
2003-01-13,13,BOLIVAR,13001,CARTAGENA DE INDIAS,URBANA,MASCULINO,ARMA DE FUEGO,NO REPORTADA,HOMICIDIO INTENCIONAL O CON DOLO,2,2003-01-13,2003,1
2003-01-13,13,BOLIVAR,13654,SAN JACINTO,RURAL,MASCULINO,NO REPORTADO,NO REPORTADA,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-13,2003,1
2003-01-13,13,BOLIVAR,13657,SAN JUAN NEPOMUCENO,RURAL,MASCULINO,ARMA DE FUEGO,NO REPORTADA,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-13,2003,1
2003-01-13,17,CALDAS,17524,PALESTINA,URBANA,MASCULINO,ARMA DE FUEGO,NO REPORTADA,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-13,2003,1
2003-01-13,85,CASANARE,85001,YOPAL,URBANA,FEMENINO,ARMA BLANCA / CORTOPUNZANTE,NO REPORTADA,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-13,2003,1
2003-01-13,19,CAUCA,19050,ARGELIA,URBANA,MASCULINO,ARMA DE FUEGO,NO REPORTADA,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-13,2003,1
2003-01-13,19,CAUCA,19001,POPAYAN,URBANA,MASCULINO,ARMA DE FUEGO,FRUSTRACION DELITO,HOMICIDIO INTENCIONAL O CON DOLO,2,2003-01-13,2003,1
2003-01-13,20,CESAR,20750,SAN DIEGO,URBANA,MASCULINO,ARMA DE FUEGO,NO REPORTADA,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-13,2003,1
2003-01-13,27,CHOCO,27361,ISTMINA,URBANA,MASCULINO,NO REPORTADO,NO REPORTADA,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-13,2003,1
2003-01-13,25,CUNDINAMARCA,25736,SESQUILE,RURAL,MASCULINO,ARMA DE FUEGO,NO REPORTADA,HOMICIDIO INTENCIONAL O CON DOLO,3,2003-01-13,2003,1
2003-01-13,25,CUNDINAMARCA,25769,SUBACHOQUE,RURAL,MASCULINO,CONTUNDENTES,NO REPORTADA,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-13,2003,1
2003-01-13,95,GUAVIARE,95001,SAN JOSE DEL GUAVIARE,RURAL,MASCULINO,ARMA DE FUEGO,NO REPORTADA,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-13,2003,1
2003-01-13,41,HUILA,41551,PITALITO,URBANA,MASCULINO,ARMA DE FUEGO,NO REPORTADA,HOMICIDIO INTENCIONAL O CON DOLO,3,2003-01-13,2003,1
2003-01-13,44,LA GUAJIRA,44001,RIOHACHA,URBANA,MASCULINO,ARMA DE FUEGO,NO REPORTADA,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-13,2003,1
2003-01-13,47,MAGDALENA,47001,SANTA MARTA,URBANA,MASCULINO,ARMA DE FUEGO,AGRESION,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-13,2003,1
2003-01-13,47,MAGDALENA,47001,SANTA MARTA,RURAL,FEMENINO,ARMA DE FUEGO,NO REPORTADA,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-13,2003,1
2003-01-13,52,NARIÑO,52835,SAN ANDRES DE TUMACO,URBANA,FEMENINO,ARMA DE FUEGO,NO REPORTADA,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-13,2003,1
2003-01-13,54,NORTE DE SANTANDER,54051,ARBOLEDAS,URBANA,MASCULINO,ARMA DE FUEGO,NO REPORTADA,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-13,2003,1
2003-01-13,54,NORTE DE SANTANDER,54720,SARDINATA,RURAL,FEMENINO,ARMA DE FUEGO,NO REPORTADA,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-13,2003,1
2003-01-13,86,PUTUMAYO,86757,SAN MIGUEL,URBANA,MASCULINO,ARMA DE FUEGO,ATACADOS POR AUTODEFENSAS,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-13,2003,1
2003-01-13,63,QUINDIO,63401,LA TEBAIDA,URBANA,FEMENINO,NO REPORTADO,RIÑAS,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-13,2003,1
2003-01-13,66,RISARALDA,66682,SANTA ROSA DE CABAL,URBANA,MASCULINO,ARMA DE FUEGO,NO REPORTADA,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-13,2003,1
2003-01-13,68,SANTANDER,68179,CHIPATA,RURAL,MASCULINO,ARMA DE FUEGO,NO REPORTADA,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-13,2003,1
2003-01-13,68,SANTANDER,68745,SIMACOTA,RURAL,MASCULINO,ARMA DE FUEGO,NO REPORTADA,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-13,2003,1
2003-01-13,76,VALLE DEL CAUCA,76001,CALI,URBANA,MASCULINO,ARMA DE FUEGO,ATRACO,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-13,2003,1
2003-01-13,76,VALLE DEL CAUCA,76001,CALI,URBANA,MASCULINO,ARMA DE FUEGO,NO REPORTADA,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-13,2003,1
2003-01-13,76,VALLE DEL CAUCA,76130,CANDELARIA,RURAL,MASCULINO,ARMA DE FUEGO,NO REPORTADA,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-13,2003,1
2003-01-13,76,VALLE DEL CAUCA,76834,TULUA,URBANA,MASCULINO,ARMA BLANCA / CORTOPUNZANTE,RIÑAS,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-13,2003,1
2003-01-14,05,ANTIOQUIA,05040,ANORI,RURAL,MASCULINO,ARMA DE FUEGO,NO REPORTADA,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-14,2003,1
2003-01-14,05,ANTIOQUIA,05308,GIRARDOTA,RURAL,MASCULINO,ARMA DE FUEGO,NO REPORTADA,HOMICIDIO INTENCIONAL O CON DOLO,2,2003-01-14,2003,1
2003-01-14,05,ANTIOQUIA,05360,ITAGUI,URBANA,MASCULINO,ARMA BLANCA / CORTOPUNZANTE,NO REPORTADA,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-14,2003,1
2003-01-14,05,ANTIOQUIA,05001,MEDELLIN,URBANA,MASCULINO,ARMA DE FUEGO,SICARIATO,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-14,2003,1
2003-01-14,05,ANTIOQUIA,05001,MEDELLIN,URBANA,MASCULINO,ARMA DE FUEGO,NO REPORTADA,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-14,2003,1
2003-01-14,05,ANTIOQUIA,05001,MEDELLIN,URBANA,MASCULINO,CONTUNDENTES,NO REPORTADA,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-14,2003,1
2003-01-14,05,ANTIOQUIA,05001,MEDELLIN,URBANA,FEMENINO,PUNZANTES,NO REPORTADA,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-14,2003,1
2003-01-14,05,ANTIOQUIA,05667,SAN RAFAEL,RURAL,MASCULINO,ARMA DE FUEGO,NO REPORTADA,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-14,2003,1
2003-01-14,05,ANTIOQUIA,05042,SANTA FE DE ANTIOQUIA,RURAL,MASCULINO,ARMA DE FUEGO,NO REPORTADA,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-14,2003,1
2003-01-14,05,ANTIOQUIA,05837,TURBO,RURAL,MASCULINO,ARMA DE FUEGO,NO REPORTADA,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-14,2003,1
2003-01-14,81,ARAUCA,81001,ARAUCA,URBANA,MASCULINO,ARMA DE FUEGO,ATACADOS POR SUBVERSION,HOMICIDIO INTENCIONAL O CON DOLO,2,2003-01-14,2003,1
2003-01-14,08,ATLANTICO,08001,BARRANQUILLA,URBANA,MASCULINO,ARMA DE FUEGO,NO REPORTADA,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-14,2003,1
2003-01-14,11,BOGOTA D.C.,11001,BOGOTA D.C.,URBANA,MASCULINO,ARMA BLANCA / CORTOPUNZANTE,RIÑAS,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-14,2003,1
2003-01-14,11,BOGOTA D.C.,11001,BOGOTA D.C.,URBANA,MASCULINO,ARMA DE FUEGO,NO REPORTADA,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-14,2003,1
2003-01-14,15,BOYACA,15740,SIACHOQUE,RURAL,MASCULINO,CONTUNDENTES,NO REPORTADA,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-14,2003,1
2003-01-14,17,CALDAS,17444,MARQUETALIA,RURAL,MASCULINO,ARMA DE FUEGO,NO REPORTADA,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-14,2003,1
2003-01-14,18,CAQUETA,18205,CURILLO,URBANA,MASCULINO,ARMA BLANCA / CORTOPUNZANTE,NO REPORTADA,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-14,2003,1
2003-01-14,18,CAQUETA,18247,EL DONCELLO,URBANA,MASCULINO,ARMA DE FUEGO,NO REPORTADA,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-14,2003,1
2003-01-14,19,CAUCA,19450,MERCADERES,RURAL,MASCULINO,ARMA DE FUEGO,NO REPORTADA,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-14,2003,1
2003-01-14,20,CESAR,20001,VALLEDUPAR,RURAL,MASCULINO,ARMA DE FUEGO,NO REPORTADA,HOMICIDIO INTENCIONAL O CON DOLO,3,2003-01-14,2003,1
2003-01-14,23,CORDOBA,23189,CIENAGA DE ORO,RURAL,MASCULINO,ARMA DE FUEGO,RIÑAS,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-14,2003,1
2003-01-14,25,CUNDINAMARCA,25269,FACATATIVA,URBANA,MASCULINO,ARMA DE FUEGO,ATRACO,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-14,2003,1
2003-01-14,25,CUNDINAMARCA,25269,FACATATIVA,RURAL,MASCULINO,ARMA DE FUEGO,NO REPORTADA,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-14,2003,1
2003-01-14,25,CUNDINAMARCA,25394,LA PALMA,URBANA,MASCULINO,ARMA DE FUEGO,NO REPORTADA,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-14,2003,1
2003-01-14,95,GUAVIARE,95001,SAN JOSE DEL GUAVIARE,RURAL,MASCULINO,ARMA DE FUEGO,NO REPORTADA,HOMICIDIO INTENCIONAL O CON DOLO,2,2003-01-14,2003,1
2003-01-14,54,NORTE DE SANTANDER,54001,CUCUTA,URBANA,MASCULINO,ARMA DE FUEGO,NO REPORTADA,HOMICIDIO INTENCIONAL O CON DOLO,2,2003-01-14,2003,1
2003-01-14,54,NORTE DE SANTANDER,54261,EL ZULIA,RURAL,MASCULINO,ARMA DE FUEGO,TERRORISMO,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-14,2003,1
2003-01-14,54,NORTE DE SANTANDER,54405,LOS PATIOS,URBANA,MASCULINO,ARMA DE FUEGO,NO REPORTADA,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-14,2003,1
2003-01-14,54,NORTE DE SANTANDER,54670,SAN CALIXTO,RURAL,FEMENINO,CONTUNDENTES,NO REPORTADA,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-14,2003,1
2003-01-14,54,NORTE DE SANTANDER,54743,SILOS,RURAL,MASCULINO,ARMA BLANCA / CORTOPUNZANTE,RIÑAS,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-14,2003,1
2003-01-14,86,PUTUMAYO,86320,ORITO,RURAL,FEMENINO,ARMA DE FUEGO,ATACADOS POR SUBVERSION,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-14,2003,1
2003-01-14,86,PUTUMAYO,86320,ORITO,RURAL,MASCULINO,ARMA DE FUEGO,ATACADOS POR SUBVERSION,HOMICIDIO INTENCIONAL O CON DOLO,2,2003-01-14,2003,1
2003-01-14,86,PUTUMAYO,86568,PUERTO ASIS,URBANA,MASCULINO,ARMA DE FUEGO,ATACADOS POR SUBVERSION,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-14,2003,1
2003-01-14,63,QUINDIO,63130,CALARCA,RURAL,MASCULINO,ARMA DE FUEGO,NO REPORTADA,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-14,2003,1
2003-01-14,66,RISARALDA,66001,PEREIRA,URBANA,FEMENINO,NO REPORTADO,NO REPORTADA,HOMICIDIO INTENCIONAL O CON DOLO,2,2003-01-14,2003,1
2003-01-14,66,RISARALDA,66001,PEREIRA,RURAL,MASCULINO,ARMA BLANCA / CORTOPUNZANTE,NO REPORTADA,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-14,2003,1
2003-01-14,66,RISARALDA,66001,PEREIRA,URBANA,FEMENINO,ARMA DE FUEGO,NO REPORTADA,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-14,2003,1
2003-01-14,68,SANTANDER,68081,BARRANCABERMEJA,URBANA,MASCULINO,ARMA DE FUEGO,NO REPORTADA,HOMICIDIO INTENCIONAL O CON DOLO,2,2003-01-14,2003,1
2003-01-14,68,SANTANDER,68001,BUCARAMANGA,URBANA,MASCULINO,ARMA DE FUEGO,NO REPORTADA,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-14,2003,1
2003-01-14,68,SANTANDER,68655,SABANA DE TORRES,RURAL,MASCULINO,ARMA DE FUEGO,NO REPORTADA,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-14,2003,1
2003-01-14,73,TOLIMA,73001,IBAGUE,RURAL,MASCULINO,ARMA DE FUEGO,NO REPORTADA,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-14,2003,1
2003-01-14,76,VALLE DEL CAUCA,76054,ARGELIA,RURAL,MASCULINO,ARMA DE FUEGO,NO REPORTADA,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-14,2003,1
2003-01-14,76,VALLE DEL CAUCA,76109,BUENAVENTURA,URBANA,MASCULINO,ARMA BLANCA / CORTOPUNZANTE,RIÑAS,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-14,2003,1
2003-01-14,76,VALLE DEL CAUCA,76001,CALI,URBANA,MASCULINO,ARMA BLANCA / CORTOPUNZANTE,ATRACO,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-14,2003,1
2003-01-14,76,VALLE DEL CAUCA,76001,CALI,URBANA,MASCULINO,ARMA DE FUEGO,NO REPORTADA,HOMICIDIO INTENCIONAL O CON DOLO,4,2003-01-14,2003,1
2003-01-14,76,VALLE DEL CAUCA,76001,CALI,URBANA,FEMENINO,ARMA DE FUEGO,NO REPORTADA,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-14,2003,1
2003-01-14,76,VALLE DEL CAUCA,76001,CALI,URBANA,MASCULINO,ARMA DE FUEGO,ATRACO,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-14,2003,1
2003-01-14,76,VALLE DEL CAUCA,76111,GUADALAJARA DE BUGA,URBANA,MASCULINO,ARMA DE FUEGO,NO REPORTADA,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-14,2003,1
2003-01-14,76,VALLE DEL CAUCA,76377,LA CUMBRE,URBANA,MASCULINO,ARMA DE FUEGO,NO REPORTADA,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-14,2003,1
2003-01-14,76,VALLE DEL CAUCA,76497,OBANDO,URBANA,MASCULINO,ARMA DE FUEGO,NO REPORTADA,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-14,2003,1
2003-01-14,76,VALLE DEL CAUCA,76520,PALMIRA,URBANA,MASCULINO,ARMA DE FUEGO,NO REPORTADA,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-14,2003,1
2003-01-15,05,ANTIOQUIA,05088,BELLO,URBANA,MASCULINO,ARMA DE FUEGO,NO REPORTADA,HOMICIDIO INTENCIONAL O CON DOLO,4,2003-01-15,2003,1
2003-01-15,05,ANTIOQUIA,05001,MEDELLIN,URBANA,MASCULINO,ARMA DE FUEGO,NO REPORTADA,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-15,2003,1
2003-01-15,05,ANTIOQUIA,05001,MEDELLIN,URBANA,MASCULINO,ARMA DE FUEGO,SICARIATO,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-15,2003,1
2003-01-15,05,ANTIOQUIA,05649,SAN CARLOS,RURAL,MASCULINO,ARMA DE FUEGO,ATACADOS POR SUBVERSION,HOMICIDIO INTENCIONAL O CON DOLO,3,2003-01-15,2003,1
2003-01-15,05,ANTIOQUIA,05649,SAN CARLOS,RURAL,FEMENINO,ARMA DE FUEGO,ATACADOS POR SUBVERSION,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-15,2003,1
2003-01-15,11,BOGOTA D.C.,11001,BOGOTA D.C.,URBANA,MASCULINO,ARMA DE FUEGO,NO REPORTADA,HOMICIDIO INTENCIONAL O CON DOLO,6,2003-01-15,2003,1
2003-01-15,11,BOGOTA D.C.,11001,BOGOTA D.C.,URBANA,FEMENINO,ARMA DE FUEGO,NO REPORTADA,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-15,2003,1
2003-01-15,13,BOLIVAR,13052,ARJONA,RURAL,MASCULINO,ARMA DE FUEGO,SICARIATO,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-15,2003,1
2003-01-15,13,BOLIVAR,13001,CARTAGENA DE INDIAS,RURAL,MASCULINO,NO REPORTADO,NO REPORTADA,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-15,2003,1
2003-01-15,13,BOLIVAR,13836,TURBACO,RURAL,NO REPORTA,ARMA DE FUEGO,NO REPORTADA,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-15,2003,1
2003-01-15,13,BOLIVAR,13836,TURBACO,RURAL,MASCULINO,ARMA DE FUEGO,NO REPORTADA,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-15,2003,1
2003-01-15,17,CALDAS,17174,CHINCHINA,URBANA,MASCULINO,ARMA DE FUEGO,NO REPORTADA,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-15,2003,1
2003-01-15,17,CALDAS,17873,VILLAMARIA,RURAL,MASCULINO,NO REPORTADO,NO REPORTADA,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-15,2003,1
2003-01-15,85,CASANARE,85250,PAZ DE ARIPORO,URBANA,MASCULINO,ARMA DE FUEGO,NO REPORTADA,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-15,2003,1
2003-01-15,19,CAUCA,19001,POPAYAN,URBANA,MASCULINO,NO REPORTADO,NO REPORTADA,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-15,2003,1
2003-01-15,20,CESAR,20175,CHIMICHAGUA,RURAL,FEMENINO,CONTUNDENTES,RIÑAS,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-15,2003,1
2003-01-15,20,CESAR,20400,LA JAGUA DE IBIRICO,RURAL,MASCULINO,ARMA DE FUEGO,NO REPORTADA,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-15,2003,1
2003-01-15,20,CESAR,20621,LA PAZ,URBANA,MASCULINO,ARMA DE FUEGO,NO REPORTADA,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-15,2003,1
2003-01-15,20,CESAR,20001,VALLEDUPAR,URBANA,FEMENINO,ARMA DE FUEGO,NO REPORTADA,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-15,2003,1
2003-01-15,44,LA GUAJIRA,44430,MAICAO,URBANA,MASCULINO,ARMA DE FUEGO,NO REPORTADA,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-15,2003,1
2003-01-15,47,MAGDALENA,47001,SANTA MARTA,URBANA,MASCULINO,ARMA DE FUEGO,AGRESION,HOMICIDIO INTENCIONAL O CON DOLO,2,2003-01-15,2003,1
2003-01-15,50,META,50001,VILLAVICENCIO,URBANA,MASCULINO,ARMA DE FUEGO,NO REPORTADA,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-15,2003,1
2003-01-15,50,META,50001,VILLAVICENCIO,URBANA,MASCULINO,ARMA DE FUEGO,SICARIATO,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-15,2003,1
2003-01-15,54,NORTE DE SANTANDER,54051,ARBOLEDAS,URBANA,MASCULINO,ARMA DE FUEGO,NO REPORTADA,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-15,2003,1
2003-01-15,54,NORTE DE SANTANDER,54001,CUCUTA,URBANA,MASCULINO,ARMA DE FUEGO,NO REPORTADA,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-15,2003,1
2003-01-15,54,NORTE DE SANTANDER,54518,PAMPLONA,RURAL,MASCULINO,ARMA DE FUEGO,NO REPORTADA,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-15,2003,1
