fecha_hecho,cod_depto,departamento,cod_muni,municipio,zona,sexo,arma_medio,_modalidad_presunta,spoa_caracterizacion,cantidad,FECHA,ANO,MES
2003-01-01,17,CALDAS,17001,MANIZALES,URBANA,MASCULINO,ARMA BLANCA / CORTOPUNZANTE,NO REPORTADA,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-01,2003,1
2003-01-01,17,CALDAS,17001,MANIZALES,RURAL,MASCULINO,ARMA BLANCA / CORTOPUNZANTE,NO REPORTADA,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-01,2003,1
2003-01-01,18,CAQUETA,18001,FLORENCIA,RURAL,MASCULINO,ARMA DE FUEGO,NO REPORTADA,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-01,2003,1
2003-01-01,19,CAUCA,19130,CAJIBIO,RURAL,MASCULINO,ARMA BLANCA / CORTOPUNZANTE,NO REPORTADA,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-01,2003,1
2003-01-01,19,CAUCA,19001,POPAYAN,URBANA,MASCULINO,ARMA DE FUEGO,NO REPORTADA,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-01,2003,1
2003-01-01,19,CAUCA,19001,POPAYAN,URBANA,MASCULINO,ARMA BLANCA / CORTOPUNZANTE,NO REPORTADA,HOMICIDIO INTENCIONAL O CON DOLO,2,2003-01-01,2003,1
2003-01-01,23,CORDOBA,23678,SAN CARLOS,RURAL,MASCULINO,ARMA BLANCA / CORTOPUNZANTE,SICARIATO,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-01,2003,1
2003-01-01,25,CUNDINAMARCA,25754,SOACHA,URBANA,MASCULINO,CONTUNDENTES,AGRESION,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-01,2003,1
2003-01-01,41,HUILA,41006,ACEVEDO,RURAL,MASCULINO,ARMA BLANCA / CORTOPUNZANTE,NO REPORTADA,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-01,2003,1
2003-01-01,41,HUILA,41006,ACEVEDO,RURAL,MASCULINO,ARMA DE FUEGO,NO REPORTADA,HOMICIDIO INTENCIONAL O CON DOLO,5,2003-01-01,2003,1
2003-01-01,41,HUILA,41359,ISNOS,URBANA,MASCULINO,ARMA DE FUEGO,RIÑAS,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-01,2003,1
2003-01-01,44,LA GUAJIRA,44078,BARRANCAS,URBANA,MASCULINO,ARMA DE FUEGO,NO REPORTADA,HOMICIDIO INTENCIONAL O CON DOLO,3,2003-01-01,2003,1
2003-01-01,47,MAGDALENA,47001,SANTA MARTA,URBANA,FEMENINO,ARMA DE FUEGO,AGRESION,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-01,2003,1
2003-01-01,47,MAGDALENA,47001,SANTA MARTA,RURAL,MASCULINO,ARMA DE FUEGO,AGRESION,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-01,2003,1
2003-01-01,52,NARIÑO,52019,ALBAN,URBANA,MASCULINO,ARMA DE FUEGO,NO REPORTADA,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-01,2003,1
2003-01-01,52,NARIÑO,52079,BARBACOAS,URBANA,MASCULINO,ARMA DE FUEGO,RIÑAS,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-01,2003,1
2003-01-01,52,NARIÑO,52354,IMUES,URBANA,MASCULINO,ARMA BLANCA / CORTOPUNZANTE,RIÑAS,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-01,2003,1
2003-01-01,52,NARIÑO,52356,IPIALES,URBANA,NO REPORTA,ARMA DE FUEGO,NO REPORTADA,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-01,2003,1
2003-01-01,52,NARIÑO,52356,IPIALES,URBANA,MASCULINO,ARMA DE FUEGO,NO REPORTADA,HOMICIDIO INTENCIONAL O CON DOLO,3,2003-01-01,2003,1
2003-01-01,54,NORTE DE SANTANDER,54051,ARBOLEDAS,URBANA,MASCULINO,ARMA DE FUEGO,NO REPORTADA,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-01,2003,1
2003-01-01,54,NORTE DE SANTANDER,54099,BOCHALEMA,URBANA,MASCULINO,ARMA DE FUEGO,SICARIATO,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-01,2003,1
2003-01-01,54,NORTE DE SANTANDER,54001,CUCUTA,URBANA,MASCULINO,ARMA BLANCA / CORTOPUNZANTE,AGRESION,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-01,2003,1
2003-01-01,54,NORTE DE SANTANDER,54001,CUCUTA,URBANA,MASCULINO,ARMA DE FUEGO,NO REPORTADA,HOMICIDIO INTENCIONAL O CON DOLO,3,2003-01-01,2003,1
2003-01-01,54,NORTE DE SANTANDER,54250,EL TARRA,URBANA,MASCULINO,ARMA DE FUEGO,NO REPORTADA,HOMICIDIO INTENCIONAL O CON DOLO,2,2003-01-01,2003,1
2003-01-01,54,NORTE DE SANTANDER,54347,HERRAN,RURAL,MASCULINO,ARMA DE FUEGO,NO REPORTADA,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-01,2003,1
2003-01-01,54,NORTE DE SANTANDER,54405,LOS PATIOS,URBANA,MASCULINO,ARMA DE FUEGO,NO REPORTADA,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-01,2003,1
2003-01-01,54,NORTE DE SANTANDER,54720,SARDINATA,URBANA,MASCULINO,ARMA DE FUEGO,NO REPORTADA,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-01,2003,1
2003-01-01,86,PUTUMAYO,86568,PUERTO ASIS,URBANA,MASCULINO,ARMA DE FUEGO,ATACADOS POR AUTODEFENSAS,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-01,2003,1
2003-01-01,86,PUTUMAYO,86568,PUERTO ASIS,RURAL,MASCULINO,ARMA DE FUEGO,ATACADOS POR AUTODEFENSAS,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-01,2003,1
2003-01-01,86,PUTUMAYO,86568,PUERTO ASIS,URBANA,FEMENINO,ARMA DE FUEGO,ATACADOS POR AUTODEFENSAS,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-01,2003,1
2003-01-01,86,PUTUMAYO,86571,PUERTO GUZMAN,RURAL,MASCULINO,ARMA DE FUEGO,ATACADOS POR AUTODEFENSAS,HOMICIDIO INTENCIONAL O CON DOLO,2,2003-01-01,2003,1
2003-01-01,86,PUTUMAYO,86571,PUERTO GUZMAN,RURAL,MASCULINO,ARMA DE FUEGO,ATACADOS POR SUBVERSION,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-01,2003,1
2003-01-01,66,RISARALDA,66001,PEREIRA,URBANA,MASCULINO,ARMA BLANCA / CORTOPUNZANTE,NO REPORTADA,HOMICIDIO INTENCIONAL O CON DOLO,2,2003-01-01,2003,1
2003-01-01,66,RISARALDA,66001,PEREIRA,URBANA,MASCULINO,ARMA DE FUEGO,NO REPORTADA,HOMICIDIO INTENCIONAL O CON DOLO,4,2003-01-01,2003,1
2003-01-01,66,RISARALDA,66594,QUINCHIA,RURAL,MASCULINO,ARMA DE FUEGO,NO REPORTADA,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-01,2003,1
2003-01-01,68,SANTANDER,68081,BARRANCABERMEJA,URBANA,FEMENINO,ARMA DE FUEGO,RIÑAS,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-01,2003,1
2003-01-01,68,SANTANDER,68001,BUCARAMANGA,URBANA,MASCULINO,ARMA BLANCA / CORTOPUNZANTE,RIÑAS,HOMICIDIO INTENCIONAL O CON DOLO,2,2003-01-01,2003,1
2003-01-01,68,SANTANDER,68001,BUCARAMANGA,URBANA,MASCULINO,ARMA DE FUEGO,NO REPORTADA,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-01,2003,1
2003-01-01,68,SANTANDER,68276,FLORIDABLANCA,URBANA,MASCULINO,ARMA DE FUEGO,NO REPORTADA,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-01,2003,1
2003-01-01,68,SANTANDER,68307,GIRON,URBANA,MASCULINO,CONTUNDENTES,RIÑAS,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-01,2003,1
2003-01-01,73,TOLIMA,73124,CAJAMARCA,URBANA,MASCULINO,ARMA BLANCA / CORTOPUNZANTE,RIÑAS,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-01,2003,1
2003-01-01,73,TOLIMA,73001,IBAGUE,URBANA,MASCULINO,ARMA BLANCA / CORTOPUNZANTE,RIÑAS,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-01,2003,1
2003-01-01,73,TOLIMA,73483,NATAGAIMA,URBANA,MASCULINO,CONTUNDENTES,RIÑAS,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-01,2003,1
2003-01-01,73,TOLIMA,73555,PLANADAS,URBANA,MASCULINO,ARMA BLANCA / CORTOPUNZANTE,RIÑAS,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-01,2003,1
2003-01-01,76,VALLE DEL CAUCA,76109,BUENAVENTURA,URBANA,MASCULINO,ARMA DE FUEGO,NO REPORTADA,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-01,2003,1
2003-01-01,76,VALLE DEL CAUCA,76109,BUENAVENTURA,URBANA,MASCULINO,ARMA BLANCA / CORTOPUNZANTE,RIÑAS,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-01,2003,1
2003-01-01,76,VALLE DEL CAUCA,76001,CALI,URBANA,MASCULINO,ARMA BLANCA / CORTOPUNZANTE,NO REPORTADA,HOMICIDIO INTENCIONAL O CON DOLO,2,2003-01-01,2003,1
2003-01-01,76,VALLE DEL CAUCA,76001,CALI,URBANA,MASCULINO,ARMA BLANCA / CORTOPUNZANTE,RIÑAS,HOMICIDIO INTENCIONAL O CON DOLO,2,2003-01-01,2003,1
2003-01-01,76,VALLE DEL CAUCA,76001,CALI,URBANA,MASCULINO,ARMA DE FUEGO,RIÑAS,HOMICIDIO INTENCIONAL O CON DOLO,3,2003-01-01,2003,1
2003-01-01,76,VALLE DEL CAUCA,76001,CALI,URBANA,MASCULINO,ARMA DE FUEGO,NO REPORTADA,HOMICIDIO INTENCIONAL O CON DOLO,9,2003-01-01,2003,1
2003-01-01,76,VALLE DEL CAUCA,76001,CALI,URBANA,MASCULINO,ARMA DE FUEGO,ATRACO,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-01,2003,1
2003-01-01,76,VALLE DEL CAUCA,76243,EL AGUILA,RURAL,MASCULINO,ARMA DE FUEGO,NO REPORTADA,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-01,2003,1
2003-01-01,76,VALLE DEL CAUCA,76243,EL AGUILA,URBANA,MASCULINO,ARMA DE FUEGO,NO REPORTADA,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-01,2003,1
2003-01-01,76,VALLE DEL CAUCA,76318,GUACARI,URBANA,MASCULINO,ARMA DE FUEGO,NO REPORTADA,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-01,2003,1
2003-01-01,76,VALLE DEL CAUCA,76364,JAMUNDI,RURAL,MASCULINO,ARMA BLANCA / CORTOPUNZANTE,RIÑAS,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-01,2003,1
2003-01-01,76,VALLE DEL CAUCA,76520,PALMIRA,URBANA,MASCULINO,ARMA DE FUEGO,NO REPORTADA,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-01,2003,1
2003-01-01,76,VALLE DEL CAUCA,76823,TORO,RURAL,MASCULINO,ARMA DE FUEGO,NO REPORTADA,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-01,2003,1
2003-01-01,76,VALLE DEL CAUCA,76834,TULUA,RURAL,MASCULINO,ARMA DE FUEGO,NO REPORTADA,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-01,2003,1
2003-01-02,05,ANTIOQUIA,05079,BARBOSA,RURAL,MASCULINO,ARMA DE FUEGO,NO REPORTADA,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-02,2003,1
2003-01-02,05,ANTIOQUIA,05001,MEDELLIN,URBANA,MASCULINO,ARMA DE FUEGO,NO REPORTADA,HOMICIDIO INTENCIONAL O CON DOLO,1,2003-01-02,2003,1
