departamento,municipio,codigo_dane,armas_medios,fecha_hecho,genero,grupo_etario,tipo_de_hurto,cantidad,FECHA,ANO,MES
NARIÑO,PUPIALES,52585000,ARMA BLANCA / CORTOPUNZANTE,17/09/2023,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-09-17,2023,9
NORTE DE SANTANDER,OCAÑA,54498000,ARMA BLANCA / CORTOPUNZANTE,17/09/2023,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-09-17,2023,9
ANTIOQUIA,MEDELLÍN,05001000,ARMA BLANCA / CORTOPUNZANTE,18/09/2023,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-09-18,2023,9
BOGOTA,BOGOTÁ D.C.,11001000,ARMA BLANCA / CORTOPUNZANTE,18/09/2023,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-09-18,2023,9
CAUCA,PUERTO TEJADA,19573000,NO REPORTADO,18/09/2023,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-09-18,2023,9
CUNDINAMARCA,SOACHA,25754000,ARMA BLANCA / CORTOPUNZANTE,18/09/2023,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-09-18,2023,9
META,VILLAVICENCIO,50001000,ARMA BLANCA / CORTOPUNZANTE,18/09/2023,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-09-18,2023,9
SANTANDER,BUCARAMANGA,68001000,ARMA BLANCA / CORTOPUNZANTE,18/09/2023,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-09-18,2023,9
VALLE,TULUÁ,76834000,ARMA BLANCA / CORTOPUNZANTE,18/09/2023,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-09-18,2023,9
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,19/09/2023,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-09-19,2023,9
ANTIOQUIA,AMAGÁ,05030000,ARMA BLANCA / CORTOPUNZANTE,20/09/2023,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2023-09-20,2023,9
ATLÁNTICO,SOLEDAD,08758000,ARMA BLANCA / CORTOPUNZANTE,20/09/2023,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2023-09-20,2023,9
BOLÍVAR,CARTAGENA,13001000,ARMA BLANCA / CORTOPUNZANTE,20/09/2023,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-09-20,2023,9
GUAJIRA,MANAURE,44560000,NO REPORTADO,20/09/2023,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-09-20,2023,9
GUAJIRA,RIOHACHA,44001000,NO REPORTADO,20/09/2023,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-09-20,2023,9
SUCRE,SAMPUÉS,70670000,ARMA BLANCA / CORTOPUNZANTE,20/09/2023,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-09-20,2023,9
CHOCÓ,QUIBDÓ,27001000,ARMA BLANCA / CORTOPUNZANTE,21/09/2023,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,2,2023-09-21,2023,9
ANTIOQUIA,ENVIGADO,05266000,NO REPORTADO,22/09/2023,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2023-09-22,2023,9
TOLIMA,IBAGUÉ,73001000,ARMA BLANCA / CORTOPUNZANTE,22/09/2023,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-09-22,2023,9
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,22/09/2023,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2023-09-22,2023,9
VALLE,TULUÁ,76834000,NO REPORTADO,22/09/2023,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-09-22,2023,9
BOLÍVAR,CARTAGENA,13001000,ARMA BLANCA / CORTOPUNZANTE,23/09/2023,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-09-23,2023,9
CAUCA,POPAYÁN,19001000,ARMA BLANCA / CORTOPUNZANTE,23/09/2023,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-09-23,2023,9
CÓRDOBA,MONTERÍA,23001000,ARMA BLANCA / CORTOPUNZANTE,23/09/2023,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-09-23,2023,9
NARIÑO,IPIALES,52356000,NO REPORTADO,23/09/2023,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2023-09-23,2023,9
TOLIMA,IBAGUÉ,73001000,ARMA BLANCA / CORTOPUNZANTE,23/09/2023,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-09-23,2023,9
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,23/09/2023,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-09-23,2023,9
ANTIOQUIA,MEDELLÍN,05001000,NO REPORTADO,24/09/2023,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-09-24,2023,9
ANTIOQUIA,MEDELLÍN,05001000,NO REPORTADO,24/09/2023,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2023-09-24,2023,9
CAUCA,SANTANDER DE QUILICHAO,19698000,NO REPORTADO,24/09/2023,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-09-24,2023,9
GUAJIRA,RIOHACHA,44001000,NO REPORTADO,24/09/2023,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-09-24,2023,9
HUILA,NEIVA,41001000,ARMA BLANCA / CORTOPUNZANTE,24/09/2023,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-09-24,2023,9
TOLIMA,IBAGUÉ,73001000,ARMA BLANCA / CORTOPUNZANTE,24/09/2023,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-09-24,2023,9
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,24/09/2023,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-09-24,2023,9
ATLÁNTICO,BARRANQUILLA,08001000,ARMA BLANCA / CORTOPUNZANTE,25/09/2023,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-09-25,2023,9
ANTIOQUIA,MEDELLÍN,05001000,NO REPORTADO,26/09/2023,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-09-26,2023,9
CAUCA,POPAYÁN,19001000,ARMA BLANCA / CORTOPUNZANTE,26/09/2023,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-09-26,2023,9
BOGOTA,BOGOTÁ D.C.,11001000,ARMA BLANCA / CORTOPUNZANTE,28/09/2023,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2023-09-28,2023,9
CAUCA,CORINTO,19212000,NO REPORTADO,28/09/2023,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2023-09-28,2023,9
HUILA,NEIVA,41001000,ARMA BLANCA / CORTOPUNZANTE,28/09/2023,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-09-28,2023,9
NARIÑO,PASTO,52001000,ARMA BLANCA / CORTOPUNZANTE,28/09/2023,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-09-28,2023,9
RISARALDA,DOSQUEBRADAS,66170000,ARMA BLANCA / CORTOPUNZANTE,28/09/2023,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-09-28,2023,9
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,28/09/2023,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-09-28,2023,9
BOLÍVAR,CARTAGENA,13001000,ARMA BLANCA / CORTOPUNZANTE,30/09/2023,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,2,2023-09-30,2023,9
BOYACÁ,SAMACÁ,15646000,ARMA BLANCA / CORTOPUNZANTE,30/09/2023,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-09-30,2023,9
ANTIOQUIA,SANTO DOMINGO,05690000,ARMA BLANCA / CORTOPUNZANTE,01/10/2023,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-10-01,2023,10
HUILA,PITALITO,41551000,ARMA BLANCA / CORTOPUNZANTE,01/10/2023,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-10-01,2023,10
NARIÑO,CÓRDOBA,52215000,ARMA BLANCA / CORTOPUNZANTE,01/10/2023,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-10-01,2023,10
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,01/10/2023,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-10-01,2023,10
VALLE,PALMIRA,76520000,NO REPORTADO,01/10/2023,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-10-01,2023,10
META,VILLAVICENCIO,50001000,ARMA BLANCA / CORTOPUNZANTE,02/10/2023,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-10-02,2023,10
VALLE,FLORIDA,76275000,ARMA BLANCA / CORTOPUNZANTE,02/10/2023,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-10-02,2023,10
CAUCA,GUACHENÉ,19300000,ARMA BLANCA / CORTOPUNZANTE,03/10/2023,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-10-03,2023,10
CESAR,BOSCONIA,20060000,ARMA BLANCA / CORTOPUNZANTE,03/10/2023,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-10-03,2023,10
HUILA,TIMANÁ,41807000,ARMA BLANCA / CORTOPUNZANTE,03/10/2023,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-10-03,2023,10
ATLÁNTICO,BARRANQUILLA,08001000,NO REPORTADO,04/10/2023,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-10-04,2023,10
ATLÁNTICO,BARRANQUILLA,08001000,NO REPORTADO,04/10/2023,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2023-10-04,2023,10
HUILA,PITALITO,41551000,ARMA BLANCA / CORTOPUNZANTE,04/10/2023,FEMENINO,ADOLESCENTES,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-10-04,2023,10
BOLÍVAR,SANTA ROSA,13683000,ARMA BLANCA / CORTOPUNZANTE,05/10/2023,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-10-05,2023,10
BOGOTA,BOGOTÁ D.C.,11001000,ARMA BLANCA / CORTOPUNZANTE,06/10/2023,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2023-10-06,2023,10
BOGOTA,BOGOTÁ D.C.,11001000,NO REPORTADO,06/10/2023,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-10-06,2023,10
CESAR,VALLEDUPAR,20001000,ARMA BLANCA / CORTOPUNZANTE,06/10/2023,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,2,2023-10-06,2023,10
HUILA,NEIVA,41001000,ARMA BLANCA / CORTOPUNZANTE,06/10/2023,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-10-06,2023,10
HUILA,PITALITO,41551000,ARMA BLANCA / CORTOPUNZANTE,06/10/2023,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-10-06,2023,10
MAGDALENA,SANTA MARTA,47001000,ARMA BLANCA / CORTOPUNZANTE,06/10/2023,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-10-06,2023,10
NARIÑO,IPIALES,52356000,NO REPORTADO,06/10/2023,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-10-06,2023,10
ANTIOQUIA,ENVIGADO,05266000,NO REPORTADO,07/10/2023,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2023-10-07,2023,10
ATLÁNTICO,SABANALARGA,08638000,NO REPORTADO,07/10/2023,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-10-07,2023,10
BOGOTA,BOGOTÁ D.C.,11001000,ARMA BLANCA / CORTOPUNZANTE,07/10/2023,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-10-07,2023,10
HUILA,ALGECIRAS,41020000,ARMA BLANCA / CORTOPUNZANTE,07/10/2023,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-10-07,2023,10
HUILA,GARZÓN,41298000,ARMA BLANCA / CORTOPUNZANTE,07/10/2023,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-10-07,2023,10
META,VILLAVICENCIO,50001000,NO REPORTADO,07/10/2023,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-10-07,2023,10
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,07/10/2023,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-10-07,2023,10
ANTIOQUIA,MEDELLÍN,05001000,NO REPORTADO,08/10/2023,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-10-08,2023,10
BOGOTA,BOGOTÁ D.C.,11001000,ARMA BLANCA / CORTOPUNZANTE,08/10/2023,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-10-08,2023,10
BOGOTA,BOGOTÁ D.C.,11001000,ARMA BLANCA / CORTOPUNZANTE,08/10/2023,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-10-08,2023,10
CAUCA,POPAYÁN,19001000,ARMA BLANCA / CORTOPUNZANTE,08/10/2023,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-10-08,2023,10
CHOCÓ,QUIBDÓ,27001000,ARMA BLANCA / CORTOPUNZANTE,08/10/2023,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-10-08,2023,10
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,08/10/2023,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2023-10-08,2023,10
VALLE,FLORIDA,76275000,ARMA BLANCA / CORTOPUNZANTE,08/10/2023,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2023-10-08,2023,10
BOGOTA,BOGOTÁ D.C.,11001000,ARMA BLANCA / CORTOPUNZANTE,09/10/2023,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-10-09,2023,10
HUILA,GARZÓN,41298000,ARMA BLANCA / CORTOPUNZANTE,09/10/2023,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-10-09,2023,10
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,09/10/2023,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-10-09,2023,10
ANTIOQUIA,MEDELLÍN,05001000,ARMA BLANCA / CORTOPUNZANTE,10/10/2023,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2023-10-10,2023,10
ANTIOQUIA,MEDELLÍN,05001000,NO REPORTADO,10/10/2023,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-10-10,2023,10
ATLÁNTICO,SOLEDAD,08758000,NO REPORTADO,10/10/2023,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-10-10,2023,10
GUAJIRA,MAICAO,44430000,NO REPORTADO,10/10/2023,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-10-10,2023,10
NORTE DE SANTANDER,TIBÚ,54810000,NO REPORTADO,10/10/2023,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-10-10,2023,10
NORTE DE SANTANDER,VILLA DEL ROSARIO,54874000,NO REPORTADO,10/10/2023,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-10-10,2023,10
VALLE,YUMBO,76892000,ARMA BLANCA / CORTOPUNZANTE,10/10/2023,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-10-10,2023,10
ANTIOQUIA,MEDELLÍN,05001000,NO REPORTADO,11/10/2023,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2023-10-11,2023,10
ATLÁNTICO,GALAPA,08296000,ARMA BLANCA / CORTOPUNZANTE,11/10/2023,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-10-11,2023,10
CAUCA,SANTANDER DE QUILICHAO,19698000,ARMA BLANCA / CORTOPUNZANTE,11/10/2023,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2023-10-11,2023,10
MAGDALENA,EL BANCO,47245000,ARMA BLANCA / CORTOPUNZANTE,11/10/2023,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-10-11,2023,10
SANTANDER,BUCARAMANGA,68001000,ARMA BLANCA / CORTOPUNZANTE,11/10/2023,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-10-11,2023,10
CAUCA,VILLA RICA,19845000,ARMA BLANCA / CORTOPUNZANTE,12/10/2023,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-10-12,2023,10
HUILA,PITALITO,41551000,ARMA BLANCA / CORTOPUNZANTE,12/10/2023,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-10-12,2023,10
HUILA,TIMANÁ,41807000,ARMA BLANCA / CORTOPUNZANTE,12/10/2023,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-10-12,2023,10
ANTIOQUIA,BARBOSA,05079000,NO REPORTADO,13/10/2023,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-10-13,2023,10
ATLÁNTICO,SOLEDAD,08758000,ARMA BLANCA / CORTOPUNZANTE,13/10/2023,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,2,2023-10-13,2023,10
CAUCA,POPAYÁN,19001000,ARMA BLANCA / CORTOPUNZANTE,13/10/2023,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-10-13,2023,10
META,VILLAVICENCIO,50001000,ARMA BLANCA / CORTOPUNZANTE,13/10/2023,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-10-13,2023,10
ANTIOQUIA,MEDELLÍN,05001000,NO REPORTADO,14/10/2023,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2023-10-14,2023,10
ANTIOQUIA,MEDELLÍN,05001000,NO REPORTADO,14/10/2023,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-10-14,2023,10
BOGOTA,BOGOTÁ D.C.,11001000,ARMA BLANCA / CORTOPUNZANTE,14/10/2023,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-10-14,2023,10
HUILA,PITALITO,41551000,ARMA BLANCA / CORTOPUNZANTE,14/10/2023,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-10-14,2023,10
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,14/10/2023,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-10-14,2023,10
ANTIOQUIA,MEDELLÍN,05001000,NO REPORTADO,15/10/2023,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-10-15,2023,10
ANTIOQUIA,MEDELLÍN,05001000,ARMA BLANCA / CORTOPUNZANTE,15/10/2023,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2023-10-15,2023,10
CUNDINAMARCA,SOACHA,25754000,NO REPORTADO,15/10/2023,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2023-10-15,2023,10
BOGOTA,BOGOTÁ D.C.,11001000,NO REPORTADO,16/10/2023,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2023-10-16,2023,10
BOLÍVAR,TURBACO,13836000,NO REPORTADO,16/10/2023,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-10-16,2023,10
RISARALDA,PEREIRA,66001000,ARMA BLANCA / CORTOPUNZANTE,16/10/2023,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-10-16,2023,10
ANTIOQUIA,TURBO,05837000,ARMA BLANCA / CORTOPUNZANTE,17/10/2023,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-10-17,2023,10
ATLÁNTICO,BARRANQUILLA,08001000,ARMA BLANCA / CORTOPUNZANTE,17/10/2023,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-10-17,2023,10
BOLÍVAR,CARTAGENA,13001000,ARMA BLANCA / CORTOPUNZANTE,17/10/2023,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-10-17,2023,10
CAUCA,TIMBÍO,19807000,NO REPORTADO,17/10/2023,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2023-10-17,2023,10
META,VILLAVICENCIO,50001000,ARMA BLANCA / CORTOPUNZANTE,17/10/2023,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-10-17,2023,10
QUINDÍO,QUIMBAYA,63594000,ARMA BLANCA / CORTOPUNZANTE,17/10/2023,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-10-17,2023,10
SANTANDER,PIEDECUESTA,68547000,ARMA BLANCA / CORTOPUNZANTE,17/10/2023,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-10-17,2023,10
GUAJIRA,RIOHACHA,44001000,ARMA BLANCA / CORTOPUNZANTE,18/10/2023,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-10-18,2023,10
NORTE DE SANTANDER,CÚCUTA,54001000,ARMA BLANCA / CORTOPUNZANTE,18/10/2023,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-10-18,2023,10
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,18/10/2023,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,2,2023-10-18,2023,10
VALLE,PALMIRA,76520000,ARMA BLANCA / CORTOPUNZANTE,18/10/2023,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-10-18,2023,10
ANTIOQUIA,MEDELLÍN,05001000,ARMA BLANCA / CORTOPUNZANTE,19/10/2023,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2023-10-19,2023,10
HUILA,PITALITO,41551000,ARMA BLANCA / CORTOPUNZANTE,19/10/2023,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-10-19,2023,10
MAGDALENA,SANTA MARTA,47001000,ARMA BLANCA / CORTOPUNZANTE,19/10/2023,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-10-19,2023,10
NARIÑO,PASTO,52001000,ARMA BLANCA / CORTOPUNZANTE,19/10/2023,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-10-19,2023,10
SANTANDER,BUCARAMANGA,68001000,ARMA BLANCA / CORTOPUNZANTE,19/10/2023,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-10-19,2023,10
VALLE,BUENAVENTURA,76109000,ARMA BLANCA / CORTOPUNZANTE,19/10/2023,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-10-19,2023,10
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,19/10/2023,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-10-19,2023,10
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,19/10/2023,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-10-19,2023,10
VALLE,JAMUNDÍ,76364000,ARMA BLANCA / CORTOPUNZANTE,19/10/2023,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-10-19,2023,10
ANTIOQUIA,MEDELLÍN,05001000,NO REPORTADO,20/10/2023,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-10-20,2023,10
ANTIOQUIA,MEDELLÍN,05001000,NO REPORTADO,20/10/2023,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-10-20,2023,10
BOGOTA,BOGOTÁ D.C.,11001000,ARMA BLANCA / CORTOPUNZANTE,20/10/2023,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2023-10-20,2023,10
NARIÑO,SAN ANDRES DE TUMACO,52835000,ARMA BLANCA / CORTOPUNZANTE,20/10/2023,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-10-20,2023,10
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,20/10/2023,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-10-20,2023,10
ANTIOQUIA,TURBO,05837000,NO REPORTADO,22/10/2023,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-10-22,2023,10
BOGOTA,BOGOTÁ D.C.,11001000,NO REPORTADO,22/10/2023,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2023-10-22,2023,10
HUILA,NEIVA,41001000,ARMA BLANCA / CORTOPUNZANTE,22/10/2023,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2023-10-22,2023,10
