departamento,municipio,codigo_dane,armas_medios,fecha_hecho,genero,grupo_etario,tipo_de_hurto,cantidad,FECHA,ANO,MES
ATLÁNTICO,BARRANQUILLA,08001000,ARMA BLANCA / CORTOPUNZANTE,04/02/2010,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2010-02-04,2010,2
NARIÑO,PASTO,52001000,ARMA BLANCA / CORTOPUNZANTE,25/02/2010,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2010-02-25,2010,2
CESAR,VALLEDUPAR,20001000,ARMA BLANCA / CORTOPUNZANTE,09/03/2010,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2010-03-09,2010,3
CAUCA,SANTANDER DE QUILICHAO,19698000,ARMA BLANCA / CORTOPUNZANTE,11/03/2010,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2010-03-11,2010,3
CAUCA,POPAYÁN,19001000,ARMA BLANCA / CORTOPUNZANTE,31/03/2010,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2010-03-31,2010,3
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,01/04/2010,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2010-04-01,2010,4
CAQUETÁ,VALPARAÍSO,18860000,ARMA BLANCA / CORTOPUNZANTE,07/04/2010,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2010-04-07,2010,4
CESAR,AGUACHICA,20011000,ARMA BLANCA / CORTOPUNZANTE,11/04/2010,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2010-04-11,2010,4
CUNDINAMARCA,GIRARDOT,25307000,ARMA BLANCA / CORTOPUNZANTE,21/04/2010,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2010-04-21,2010,4
ANTIOQUIA,MEDELLÍN,05001000,ARMA BLANCA / CORTOPUNZANTE,06/05/2010,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2010-05-06,2010,5
VALLE,ROLDANILLO,76622000,ARMA BLANCA / CORTOPUNZANTE,07/05/2010,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2010-05-07,2010,5
ATLÁNTICO,SOLEDAD,08758000,ARMA BLANCA / CORTOPUNZANTE,09/05/2010,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2010-05-09,2010,5
ANTIOQUIA,CALDAS,05129000,ARMA BLANCA / CORTOPUNZANTE,25/05/2010,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2010-05-25,2010,5
HUILA,NEIVA,41001000,ARMA BLANCA / CORTOPUNZANTE,08/06/2010,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2010-06-08,2010,6
META,CUBARRAL,50223000,ARMA BLANCA / CORTOPUNZANTE,09/06/2010,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2010-06-09,2010,6
ATLÁNTICO,SOLEDAD,08758000,ARMA BLANCA / CORTOPUNZANTE,11/06/2010,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2010-06-11,2010,6
BOGOTA,BOGOTÁ D.C.,11001000,ARMA BLANCA / CORTOPUNZANTE,11/06/2010,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2010-06-11,2010,6
CUNDINAMARCA,SOACHA,25754000,ARMA BLANCA / CORTOPUNZANTE,12/06/2010,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2010-06-12,2010,6
MAGDALENA,SANTA MARTA,47001000,ARMA BLANCA / CORTOPUNZANTE,05/07/2010,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2010-07-05,2010,7
NARIÑO,PASTO,52001000,ARMA BLANCA / CORTOPUNZANTE,10/07/2010,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2010-07-10,2010,7
SANTANDER,BUCARAMANGA,68001000,ARMA BLANCA / CORTOPUNZANTE,23/07/2010,MASCULINO,ADOLESCENTES,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2010-07-23,2010,7
MAGDALENA,SANTA MARTA,47001000,ARMA BLANCA / CORTOPUNZANTE,05/08/2010,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2010-08-05,2010,8
BOLÍVAR,CARTAGENA,13001000,ARMA BLANCA / CORTOPUNZANTE,06/08/2010,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2010-08-06,2010,8
HUILA,NEIVA,41001000,ARMA BLANCA / CORTOPUNZANTE,09/08/2010,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2010-08-09,2010,8
VALLE,DAGUA,76233000,ARMA BLANCA / CORTOPUNZANTE,10/08/2010,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2010-08-10,2010,8
CESAR,VALLEDUPAR,20001000,ARMA BLANCA / CORTOPUNZANTE,12/08/2010,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2010-08-12,2010,8
GUAJIRA,RIOHACHA,44001000,ARMA BLANCA / CORTOPUNZANTE,13/08/2010,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2010-08-13,2010,8
HUILA,NEIVA,41001000,ARMA BLANCA / CORTOPUNZANTE,13/08/2010,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2010-08-13,2010,8
VALLE,TULUÁ,76834000,ARMA BLANCA / CORTOPUNZANTE,13/08/2010,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2010-08-13,2010,8
ATLÁNTICO,BARRANQUILLA,08001000,ARMA BLANCA / CORTOPUNZANTE,20/08/2010,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2010-08-20,2010,8
RISARALDA,PEREIRA,66001000,ARMA BLANCA / CORTOPUNZANTE,26/08/2010,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2010-08-26,2010,8
ANTIOQUIA,MEDELLÍN,05001000,ARMA BLANCA / CORTOPUNZANTE,29/08/2010,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2010-08-29,2010,8
HUILA,PITALITO,41551000,ARMA BLANCA / CORTOPUNZANTE,29/08/2010,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2010-08-29,2010,8
ANTIOQUIA,PUERTO NARE,05585000,ARMA BLANCA / CORTOPUNZANTE,20/09/2010,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2010-09-20,2010,9
ANTIOQUIA,BELLO,05088000,ARMA BLANCA / CORTOPUNZANTE,28/09/2010,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2010-09-28,2010,9
ATLÁNTICO,BARRANQUILLA,08001000,ARMA BLANCA / CORTOPUNZANTE,01/10/2010,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2010-10-01,2010,10
ANTIOQUIA,MEDELLÍN,05001000,ARMA BLANCA / CORTOPUNZANTE,20/10/2010,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2010-10-20,2010,10
BOGOTA,BOGOTÁ D.C.,11001000,ARMA BLANCA / CORTOPUNZANTE,26/10/2010,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2010-10-26,2010,10
HUILA,NEIVA,41001000,ARMA BLANCA / CORTOPUNZANTE,01/11/2010,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2010-11-01,2010,11
TOLIMA,IBAGUÉ,73001000,ARMA BLANCA / CORTOPUNZANTE,04/11/2010,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2010-11-04,2010,11
CAUCA,POPAYÁN,19001000,ARMA BLANCA / CORTOPUNZANTE,12/11/2010,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2010-11-12,2010,11
ATLÁNTICO,BARRANQUILLA,08001000,ARMA BLANCA / CORTOPUNZANTE,16/11/2010,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2010-11-16,2010,11
VALLE,PRADERA,76563000,ARMA BLANCA / CORTOPUNZANTE,05/12/2010,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2010-12-05,2010,12
ANTIOQUIA,BELLO,05088000,ARMA BLANCA / CORTOPUNZANTE,09/12/2010,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2010-12-09,2010,12
BOLÍVAR,CARTAGENA,13001000,ARMA BLANCA / CORTOPUNZANTE,09/12/2010,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2010-12-09,2010,12
ANTIOQUIA,MEDELLÍN,05001000,ARMA BLANCA / CORTOPUNZANTE,10/12/2010,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2010-12-10,2010,12
MAGDALENA,SANTA MARTA,47001000,ARMA BLANCA / CORTOPUNZANTE,10/12/2010,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2010-12-10,2010,12
BOGOTA,BOGOTÁ D.C.,11001000,ARMA BLANCA / CORTOPUNZANTE,01/01/2011,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2011-01-01,2011,1
VALLE,FLORIDA,76275000,ARMA BLANCA / CORTOPUNZANTE,03/01/2011,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2011-01-03,2011,1
SAN ANDRÉS,SAN ANDRÉS,88001000,ARMA BLANCA / CORTOPUNZANTE,12/01/2011,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2011-01-12,2011,1
BOGOTA,BOGOTÁ D.C.,11001000,ARMA BLANCA / CORTOPUNZANTE,20/01/2011,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2011-01-20,2011,1
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,22/01/2011,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2011-01-22,2011,1
VALLE,RIOFRÍO,76616000,ARMA BLANCA / CORTOPUNZANTE,28/01/2011,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2011-01-28,2011,1
ANTIOQUIA,ITAGUI,05360000,ARMA BLANCA / CORTOPUNZANTE,01/02/2011,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2011-02-01,2011,2
NARIÑO,PASTO,52001000,ARMA BLANCA / CORTOPUNZANTE,02/02/2011,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2011-02-02,2011,2
ANTIOQUIA,MEDELLÍN,05001000,ARMA BLANCA / CORTOPUNZANTE,04/02/2011,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2011-02-04,2011,2
TOLIMA,IBAGUÉ,73001000,ARMA BLANCA / CORTOPUNZANTE,08/02/2011,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2011-02-08,2011,2
CAUCA,SANTANDER DE QUILICHAO,19698000,ARMA BLANCA / CORTOPUNZANTE,19/02/2011,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2011-02-19,2011,2
TOLIMA,IBAGUÉ,73001000,ARMA BLANCA / CORTOPUNZANTE,19/03/2011,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2011-03-19,2011,3
NARIÑO,PASTO,52001000,ARMA BLANCA / CORTOPUNZANTE,25/03/2011,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2011-03-25,2011,3
NARIÑO,PASTO,52001000,ARMA BLANCA / CORTOPUNZANTE,03/04/2011,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2011-04-03,2011,4
SUCRE,COROZAL,70215014,ARMA BLANCA / CORTOPUNZANTE,03/04/2011,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2011-04-03,2011,4
VALLE,CALI,76001000,ARMA BLANCA / CORTOPUNZANTE,20/04/2011,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2011-04-20,2011,4
HUILA,NEIVA,41001000,ARMA BLANCA / CORTOPUNZANTE,21/05/2011,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2011-05-21,2011,5
NARIÑO,LA UNIÓN,52399000,ARMA BLANCA / CORTOPUNZANTE,26/05/2011,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2011-05-26,2011,5
ANTIOQUIA,MEDELLÍN,05001000,ARMA BLANCA / CORTOPUNZANTE,03/06/2011,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2011-06-03,2011,6
META,VILLAVICENCIO,50001000,ARMA BLANCA / CORTOPUNZANTE,23/06/2011,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2011-06-23,2011,6
ATLÁNTICO,SOLEDAD,08758000,ARMA BLANCA / CORTOPUNZANTE,12/07/2011,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2011-07-12,2011,7
VALLE,PALMIRA,76520000,ARMA BLANCA / CORTOPUNZANTE,24/07/2011,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2011-07-24,2011,7
META,VILLAVICENCIO,50001000,ARMA BLANCA / CORTOPUNZANTE,07/08/2011,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2011-08-07,2011,8
BOGOTA,BOGOTÁ D.C.,11001000,ARMA BLANCA / CORTOPUNZANTE,10/08/2011,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2011-08-10,2011,8
MAGDALENA,SANTA MARTA,47001000,ARMA BLANCA / CORTOPUNZANTE,23/08/2011,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2011-08-23,2011,8
CAUCA,SANTANDER DE QUILICHAO,19698000,ARMA BLANCA / CORTOPUNZANTE,02/09/2011,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2011-09-02,2011,9
ANTIOQUIA,MEDELLÍN,05001000,ARMA BLANCA / CORTOPUNZANTE,03/09/2011,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2011-09-03,2011,9
BOGOTA,BOGOTÁ D.C.,11001000,ARMA BLANCA / CORTOPUNZANTE,04/09/2011,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2011-09-04,2011,9
CAUCA,POPAYÁN,19001000,ARMA BLANCA / CORTOPUNZANTE,04/09/2011,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2011-09-04,2011,9
CAUCA,POPAYÁN,19001000,ARMA BLANCA / CORTOPUNZANTE,17/09/2011,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2011-09-17,2011,9
META,VILLAVICENCIO,50001000,ARMA BLANCA / CORTOPUNZANTE,30/09/2011,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2011-09-30,2011,9
CAUCA,POPAYÁN,19001000,ARMA BLANCA / CORTOPUNZANTE,08/10/2011,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2011-10-08,2011,10
VALLE,PALMIRA,76520000,ARMA BLANCA / CORTOPUNZANTE,13/10/2011,MASCULINO,ADOLESCENTES,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2011-10-13,2011,10
ANTIOQUIA,GIRARDOTA,05308000,ARMA BLANCA / CORTOPUNZANTE,01/11/2011,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2011-11-01,2011,11
CAUCA,MORALES,19473000,ARMA BLANCA / CORTOPUNZANTE,01/01/2012,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2012-01-01,2012,1
CAUCA,POPAYÁN,19001000,ARMA BLANCA / CORTOPUNZANTE,02/01/2012,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2012-01-02,2012,1
BOLÍVAR,MOMPÓS,13468000,ARMA BLANCA / CORTOPUNZANTE,22/01/2012,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2012-01-22,2012,1
CAUCA,POPAYÁN,19001000,ARMA BLANCA / CORTOPUNZANTE,06/02/2012,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2012-02-06,2012,2
ANTIOQUIA,BELLO,05088000,ARMA BLANCA / CORTOPUNZANTE,16/02/2012,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2012-02-16,2012,2
CAUCA,POPAYÁN,19001000,ARMA BLANCA / CORTOPUNZANTE,21/02/2012,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2012-02-21,2012,2
CASANARE,YOPAL,85001000,ARMA BLANCA / CORTOPUNZANTE,22/02/2012,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2012-02-22,2012,2
CAUCA,POPAYÁN,19001000,ARMA BLANCA / CORTOPUNZANTE,22/02/2012,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2012-02-22,2012,2
CAUCA,SANTANDER DE QUILICHAO,19698000,ARMA BLANCA / CORTOPUNZANTE,22/02/2012,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2012-02-22,2012,2
BOGOTA,BOGOTÁ D.C.,11001000,ARMA BLANCA / CORTOPUNZANTE,23/02/2012,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2012-02-23,2012,2
META,VILLAVICENCIO,50001000,ARMA BLANCA / CORTOPUNZANTE,29/02/2012,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2012-02-29,2012,2
CAUCA,POPAYÁN,19001000,ARMA BLANCA / CORTOPUNZANTE,01/03/2012,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2012-03-01,2012,3
CAUCA,SANTANDER DE QUILICHAO,19698000,ARMA BLANCA / CORTOPUNZANTE,05/03/2012,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2012-03-05,2012,3
CAUCA,POPAYÁN,19001000,ARMA BLANCA / CORTOPUNZANTE,07/03/2012,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,2,2012-03-07,2012,3
CAUCA,CALOTO,19142000,ARMA BLANCA / CORTOPUNZANTE,14/03/2012,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2012-03-14,2012,3
HUILA,NEIVA,41001000,ARMA BLANCA / CORTOPUNZANTE,17/03/2012,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2012-03-17,2012,3
CAUCA,POPAYÁN,19001000,ARMA BLANCA / CORTOPUNZANTE,25/03/2012,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2012-03-25,2012,3
CAUCA,POPAYÁN,19001000,ARMA BLANCA / CORTOPUNZANTE,28/03/2012,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2012-03-28,2012,3
BOLÍVAR,SAN PABLO,13670000,ARMA BLANCA / CORTOPUNZANTE,31/03/2012,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO AUTOMOTORES,1,2012-03-31,2012,3
CAUCA,PIENDAMÓ,19548000,ARMA BLANCA / CORTOPUNZANTE,07/04/2012,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2012-04-07,2012,4
ANTIOQUIA,MEDELLÍN,05001000,ARMA BLANCA / CORTOPUNZANTE,15/04/2012,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2012-04-15,2012,4
CAUCA,POPAYÁN,19001000,ARMA BLANCA / CORTOPUNZANTE,17/04/2012,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,2,2012-04-17,2012,4
CAUCA,POPAYÁN,19001000,ARMA BLANCA / CORTOPUNZANTE,19/04/2012,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2012-04-19,2012,4
ANTIOQUIA,RIONEGRO,05615000,ARMA BLANCA / CORTOPUNZANTE,21/04/2012,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2012-04-21,2012,4
CAUCA,POPAYÁN,19001000,ARMA BLANCA / CORTOPUNZANTE,25/04/2012,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2012-04-25,2012,4
CAUCA,POPAYÁN,19001000,ARMA BLANCA / CORTOPUNZANTE,25/04/2012,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2012-04-25,2012,4
HUILA,PALERMO,41524000,ARMA BLANCA / CORTOPUNZANTE,11/05/2012,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2012-05-11,2012,5
TOLIMA,ALVARADO,73026000,ARMA BLANCA / CORTOPUNZANTE,13/05/2012,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2012-05-13,2012,5
CAUCA,POPAYÁN,19001000,ARMA BLANCA / CORTOPUNZANTE,16/05/2012,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2012-05-16,2012,5
CAUCA,POPAYÁN,19001000,ARMA BLANCA / CORTOPUNZANTE,25/05/2012,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2012-05-25,2012,5
RISARALDA,DOSQUEBRADAS,66170000,ARMA BLANCA / CORTOPUNZANTE,27/05/2012,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2012-05-27,2012,5
CAUCA,POPAYÁN,19001000,ARMA BLANCA / CORTOPUNZANTE,01/06/2012,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2012-06-01,2012,6
CAUCA,MIRANDA,19455000,ARMA BLANCA / CORTOPUNZANTE,03/06/2012,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2012-06-03,2012,6
CAUCA,POPAYÁN,19001000,ARMA BLANCA / CORTOPUNZANTE,12/06/2012,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2012-06-12,2012,6
CAUCA,POPAYÁN,19001000,ARMA BLANCA / CORTOPUNZANTE,13/06/2012,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2012-06-13,2012,6
CAUCA,POPAYÁN,19001000,ARMA BLANCA / CORTOPUNZANTE,30/06/2012,MASCULINO,ADOLESCENTES,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2012-06-30,2012,6
CAUCA,POPAYÁN,19001000,ARMA BLANCA / CORTOPUNZANTE,01/07/2012,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2012-07-01,2012,7
MAGDALENA,CIÉNAGA,47189000,ARMA BLANCA / CORTOPUNZANTE,06/07/2012,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2012-07-06,2012,7
NARIÑO,PUPIALES,52585000,ARMA BLANCA / CORTOPUNZANTE,13/07/2012,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2012-07-13,2012,7
CAUCA,POPAYÁN,19001000,ARMA BLANCA / CORTOPUNZANTE,01/08/2012,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2012-08-01,2012,8
CAUCA,SANTANDER DE QUILICHAO,19698000,ARMA BLANCA / CORTOPUNZANTE,01/08/2012,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2012-08-01,2012,8
SANTANDER,BUCARAMANGA,68001000,ARMA BLANCA / CORTOPUNZANTE,02/08/2012,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2012-08-02,2012,8
CAUCA,SANTANDER DE QUILICHAO,19698000,ARMA BLANCA / CORTOPUNZANTE,11/08/2012,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2012-08-11,2012,8
CAUCA,GUACHENÉ,19300000,ARMA BLANCA / CORTOPUNZANTE,12/08/2012,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2012-08-12,2012,8
CAUCA,MIRANDA,19455000,ARMA BLANCA / CORTOPUNZANTE,18/08/2012,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2012-08-18,2012,8
CAUCA,CAJIBÍO,19130000,ARMA BLANCA / CORTOPUNZANTE,19/08/2012,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2012-08-19,2012,8
CAUCA,SANTANDER DE QUILICHAO,19698000,ARMA BLANCA / CORTOPUNZANTE,25/08/2012,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2012-08-25,2012,8
CAUCA,EL TAMBO,19256000,ARMA BLANCA / CORTOPUNZANTE,02/09/2012,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2012-09-02,2012,9
CAUCA,EL TAMBO,19256000,ARMA BLANCA / CORTOPUNZANTE,03/09/2012,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2012-09-03,2012,9
CAUCA,CALOTO,19142000,ARMA BLANCA / CORTOPUNZANTE,13/09/2012,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2012-09-13,2012,9
CAUCA,PUERTO TEJADA,19573000,ARMA BLANCA / CORTOPUNZANTE,09/10/2012,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2012-10-09,2012,10
CAUCA,BUENOS AIRES,19110000,ARMA BLANCA / CORTOPUNZANTE,20/10/2012,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2012-10-20,2012,10
ANTIOQUIA,SABANETA,05631000,ARMA BLANCA / CORTOPUNZANTE,10/11/2012,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2012-11-10,2012,11
CAUCA,BALBOA,19075000,ARMA BLANCA / CORTOPUNZANTE,10/11/2012,FEMENINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2012-11-10,2012,11
CAUCA,VILLA RICA,19845000,ARMA BLANCA / CORTOPUNZANTE,16/11/2012,MASCULINO,ADULTOS,ARTÍCULO 239. HURTO MOTOCICLETAS,1,2012-11-16,2012,11
